"site";"buildings";"elevation";"farmland";"forest";"glacier";"grassland";"lakes";"northness";"rivers";"roads";"rocks";"shoreline";"slope";"structures";"wetlands";"x_lv95";"y_lv95";"kmx_lv03";"kmy_lv03";"Latitude";"Longitude";"x";"y";"id"
5659;12492;831;0.44;0.08;0;0.4;0;0.23;2336;3418;0;0;8.8;0.01;0;2592500;1183499;592;183;46.8;7.34;592500;183500;"592500_183500"
5666;19275;685;0.41;0.26;0;0.28;0;-0.66;1031;4555;0;0;9.3;0;0;2592500;1205499;592;205;47;7.34;592500;205500;"592500_205500"
5669;9779;434;0.34;0.39;0;0.09;0;0.11;1918;1288;0;897;2.5;0.02;10789;2592500;1219499;592;219;47.13;7.34;592500;219500;"592500_219500"
5679;2066;588;0.29;0.43;0;0.23;0;-0.75;0;2935;0;0;13.8;0.02;0;2592500;1247499;592;247;47.38;7.34;592500;247500;"592500_247500"
5922;1626;676;0.1;0.42;0;0.41;0;0.28;2051;2708;0;0;16.7;0.04;0;2592500;1251499;592;251;47.41;7.34;592500;251500;"592500_251500"
5914;0;2315;0;0;0;0.78;0.01;0.18;913;1005;0.2;1037;37;0;0;2592500;1093499;592;93;45.99;7.34;592500;93500;"592500_93500"
5634;673;1897;0;0.17;0;0.3;0.01;0.6;2214;3857;0.13;131;30.9;0.3;0;2592500;1094499;592;94;46;7.34;592500;94500;"592500_94500"
5637;36713;879;0;0.34;0;0.32;0;0.87;4109;8071;0;0;23.4;0.08;0;2593500;1117499;593;117;46.21;7.35;593500;117500;"593500_117500"
5650;13110;1161;0;0.23;0;0.6;0;0.42;3166;4699;0;0;19.6;0.07;0;2593500;1153499;593;153;46.53;7.35;593500;153500;"593500_153500"
5976;745;1179;0;0.69;0;0.26;0;0.71;6229;1284;0;0;14.1;0.01;0;2593500;1177499;593;177;46.75;7.35;593500;177500;"593500_177500"
5664;7724;624;0.24;0.34;0;0.26;0;0.11;3463;2277;0;0;13;0.02;0;2593500;1191499;593;191;46.87;7.35;593500;191500;"593500_191500"
5673;60160;465;0.19;0.28;0;0.14;0.07;-0.39;0;6850;0;1387;8;0.03;0;2593500;1223499;593;223;47.16;7.35;593500;223500;"593500_223500"
5676;45404;651;0.22;0.07;0;0.48;0;-0.84;264;5228;0;0;11.8;0.02;0;2593500;1236499;593;236;47.28;7.35;593500;236500;"593500_236500"
5917;0;2676;0;0;0;0;0;-0.12;161;0;1;257;18.6;0;0;2594500;1131499;594;131;46.33;7.37;594500;131500;"594500_131500"
5644;1320;2096;0;0;0;0.99;0;-0.38;7097;0;0.01;0;18.4;0;4623;2594500;1138499;594;138;46.4;7.37;594500;138500;"594500_138500"
5667;45576;655;0.54;0.04;0;0.21;0;-0.7;0;6475;0;0;4.9;0;0;2594500;1206499;594;206;47.01;7.37;594500;206500;"594500_206500"
5670;27666;515;0.8;0;0;0.09;0;-0.03;1184;5965;0;0;1.8;0.01;0;2594500;1212499;594;212;47.06;7.37;594500;212500;"594500_212500"
5683;2154;666;0.23;0.58;0;0.17;0;0.61;0;3068;0;0;15.1;0.01;0;2594500;1252499;594;252;47.42;7.37;594500;252500;"594500_252500"
5630;72;2184;0;0;0;0.73;0;-0.33;1745;0;0.09;240;29.6;0.1;0;2594500;1088499;594;88;45.95;7.37;594500;88500;"594500_88500"
5974;516;2698;0;0;0.01;0.31;0;0.27;1362;807;0.67;0;28.2;0;0;2595500;1102499;595;102;46.07;7.38;595500;102500;"595500_102500"
5648;680;1962;0;0;0;0.85;0;0.09;8;0;0.05;0;29.2;0.1;0;2595500;1143499;595;143;46.44;7.38;595500;143500;"595500_143500"
5919;1237;1457;0;0.23;0;0.68;0;0.44;1240;1729;0.01;0;20.6;0.07;0;2595500;1172499;595;172;46.7;7.38;595500;172500;"595500_172500"
5660;24939;905;0.05;0.11;0;0.7;0;0.22;3488;5866;0;0;11.9;0.06;0;2595500;1180499;595;180;46.78;7.38;595500;180500;"595500_180500"
5631;203;2444;0;0;0;0.92;0.03;-0.42;2239;0;0.05;1322;19.9;0;6336;2595500;1087499;595;87;45.94;7.38;595500;87500;"595500_87500"
5907;828;2381;0;0;0;0.71;0.01;0.38;1537;3018;0.19;332;32.9;0.06;0;2596500;1103499;596;103;46.08;7.39;596500;103500;"596500_103500"
5636;11668;1636;0;0.44;0;0.34;0;0.13;3590;5477;0;176;23.5;0.11;0;2596500;1108499;596;108;46.13;7.39;596500;108500;"596500_108500"
5638;23720;1504;0;0.27;0;0.51;0;0.36;1805;4243;0;0;23;0.1;0;2596500;1115499;596;115;46.19;7.39;596500;115500;"596500_115500"
5640;25557;1040;0.12;0.1;0;0.42;0;-0.75;2958;7351;0;0;13.5;0.16;0;2596500;1124499;596;124;46.27;7.39;596500;124500;"596500_124500"
5651;28398;1060;0;0.41;0;0.32;0;-0.32;1332;4144;0;0;21.8;0.1;0;2596500;1154499;596;154;46.54;7.39;596500;154500;"596500_154500"
5655;35745;905;0;0.35;0;0.43;0;-0.38;2405;6545;0;0;18.1;0.03;0;2596500;1164499;596;164;46.63;7.39;596500;164500;"596500_164500"
5661;1884;721;0;0.66;0;0.21;0;0.2;6623;1408;0;0;19.1;0.01;0;2596500;1186499;596;186;46.83;7.39;596500;186500;"596500_186500"
5665;4775;647;0.51;0.27;0;0.2;0;0.29;2690;1409;0;0;6.5;0.02;0;2596500;1195499;596;195;46.91;7.39;596500;195500;"596500_195500"
5671;70;479;0.65;0.16;0;0.02;0.02;-0.27;2028;1041;0;998;2.6;0;120951;2596500;1215499;596;215;47.09;7.39;596500;215500;"596500_215500"
5677;672;1282;0;0.5;0;0.41;0;-0.28;0;1158;0.03;0;21.4;0.06;0;2596500;1230499;596;230;47.23;7.39;596500;230500;"596500_230500"
5641;33891;586;0.08;0.01;0;0.06;0;-0.73;2285;9827;0;0;13.6;0.03;0;2597500;1122499;597;122;46.25;7.41;597500;122500;"597500_122500"
5975;0;2331;0;0;0;0.37;0.01;-0.56;1080;0;0.61;99;29.6;0.01;0;2597500;1134499;597;134;46.36;7.41;597500;134500;"597500_134500"
5656;849;1510;0;0.27;0;0.63;0;0.65;1961;539;0.01;0;20.8;0.08;29880;2597500;1161499;597;161;46.6;7.41;597500;161500;"597500_161500"
5662;12715;844;0.12;0.09;0;0.71;0;0;1204;5431;0;0;15.8;0.02;0;2597500;1189499;597;189;46.86;7.41;597500;189500;"597500_189500"
5920;238;536;0;0.97;0;0.01;0;0.43;1491;1464;0;1250;4.7;0;6101;2597500;1201499;597;201;46.96;7.41;597500;201500;"597500_201500"
5674;12040;608;0.37;0.29;0;0.24;0;-0.94;1084;2902;0;0;9.7;0.03;0;2597500;1228499;597;228;47.21;7.41;597500;228500;"597500_228500"
5908;112;2306;0;0.2;0;0.56;0;0.05;0;0;0.03;0;22.6;0.21;0;2598500;1109499;598;109;46.14;7.42;598500;109500;"598500_109500"
5649;3446;1162;0;0.57;0;0.34;0;0.32;2644;891;0;0;22.4;0.03;0;2598500;1148499;598;148;46.49;7.42;598500;148500;"598500_148500"
5652;1922;1512;0;0.4;0;0.52;0;-0.1;1278;1523;0;0;20.5;0.06;0;2598500;1151499;598;151;46.51;7.42;598500;151500;"598500_151500"
5658;9697;1112;0;0.44;0;0.36;0;0.66;5734;3490;0.03;0;15.4;0.04;0;2598500;1178499;598;178;46.76;7.42;598500;178500;"598500_178500"
5668;2981;534;0.68;0.18;0;0.03;0;0.32;2504;6355;0;0;3.2;0;0;2598500;1209499;598;209;47.04;7.42;598500;209500;"598500_209500"
5680;26645;460;0.08;0.51;0;0.19;0;-0.19;1483;5750;0;0;17.3;0.04;654;2598500;1249499;598;249;47.4;7.42;598500;249500;"598500_249500"
5642;2945;548;0.02;0.26;0;0.08;0.08;0.44;3331;5518;0;3046;14;0;174608;2599500;1121499;599;121;46.24;7.43;599500;121500;"599500_121500"
5645;3746;1789;0;0.58;0;0.3;0;-0.34;1695;1139;0;0;21.9;0.11;0;2599500;1130499;599;130;46.33;7.43;599500;130500;"599500_130500"
5921;1930;553;0.54;0.34;0;0.11;0;-0.08;2437;1436;0;0;3.7;0;0;2599500;1212499;599;212;47.06;7.43;599500;212500;"599500_212500"
5675;244;427;0.71;0;0;0.01;0;0.07;3006;2153;0;0;0.4;0.04;27288;2599500;1225499;599;225;47.18;7.43;599500;225500;"599500_225500"
5916;0;2851;0;0;0.11;0.19;0;-0.29;0;0;0.7;0;27;0;0;2599500;1096499;599;96;46.02;7.43;599500;96500;"599500_96500"
5687;27757;1444;0;0.14;0;0.63;0;-0.59;1791;3972;0;0;26.9;0.12;0;2600500;1113499;600;113;46.17;7.45;600500;113500;"600500_113500"
5688;8519;1632;0;0.62;0;0.31;0;0.02;2348;2215;0;361;19.8;0.03;0;2600500;1117499;600;117;46.21;7.45;600500;117500;"600500_117500"
5698;27924;1218;0;0.05;0;0.75;0;-0.5;91;6316;0;0;19.9;0.04;0;2600500;1146499;600;146;46.47;7.45;600500;146500;"600500_146500"
5703;342;1841;0;0;0;0.82;0.04;0.09;1751;135;0.05;920;17.7;0.08;7742;2600500;1158499;600;158;46.58;7.45;600500;158500;"600500_158500"
5706;2224;1616;0;0.27;0;0.65;0;0.18;2970;2509;0;0;17.6;0.05;5575;2600500;1160499;600;160;46.6;7.45;600500;160500;"600500_160500"
5720;11407;808;0.43;0.05;0;0.45;0;0.57;2995;3624;0;0;9;0.02;0;2600500;1190499;600;190;46.87;7.45;600500;190500;"600500_190500"
5728;15499;588;0.41;0.33;0;0.18;0;0.29;21;3772;0;0;4.2;0;0;2600500;1211499;600;211;47.05;7.45;600500;211500;"600500_211500"
5731;1809;538;0.23;0.6;0;0.06;0;0.5;654;2644;0;90;4.2;0;0;2600500;1223499;600;223;47.16;7.45;600500;223500;"600500_223500"
5732;8235;580;0.52;0.17;0;0.16;0;-0.82;665;3898;0;0;8.2;0.02;0;2600500;1229499;600;229;47.22;7.45;600500;229500;"600500_229500"
5738;3058;824;0.03;0.61;0;0.33;0;0.22;478;1521;0;0;17.1;0.01;0;2600500;1247499;600;247;47.38;7.45;600500;247500;"600500_247500"
5742;5795;596;0.18;0.37;0;0.39;0;0.39;0;328;0;0;12.5;0.04;0;2600500;1251499;600;251;47.41;7.45;600500;251500;"600500_251500"
5924;0;2660;0;0;0;0.56;0;-0.36;1152;0;0.4;0;23.2;0;0;2600500;1096499;600;96;46.02;7.45;600500;96500;"600500_96500"
5686;5369;2032;0;0.14;0;0.75;0;-0.11;3123;0;0.01;0;25.6;0.08;0;2601500;1107499;601;107;46.12;7.46;601500;107500;"601500_107500"
5695;1401;1959;0;0.33;0;0.57;0;-0.46;304;0;0.03;0;25.3;0.05;0;2601500;1132499;601;132;46.34;7.46;601500;132500;"601500_132500"
5710;601;1875;0;0;0;0.85;0;0.03;1242;0;0.1;0;31.3;0.03;0;2601500;1172499;601;172;46.7;7.46;601500;172500;"601500_172500"
5711;773;1430;0;0.71;0;0.24;0;0.19;3370;834;0;0;18.9;0.02;0;2601500;1177499;601;177;46.75;7.46;601500;177500;"601500_177500"
5715;14475;924;0.13;0.12;0;0.71;0;-0.7;1708;3464;0;0;12;0;0;2601500;1187499;601;187;46.84;7.46;601500;187500;"601500_187500"
5719;217109;534;0;0.03;0;0;0;-0.04;3340;20492;0;251;6.9;0.08;0;2601500;1199499;601;199;46.95;7.46;601500;199500;"601500_199500"
5723;42984;515;0.03;0.54;0;0.03;0;0.01;2246;8240;0;0;7.7;0.04;0;2601500;1202499;601;202;46.97;7.46;601500;202500;"601500_202500"
5923;80;2600;0;0;0;0.39;0;-0.04;2550;0;0.61;0;26.4;0;0;2601500;1099499;601;99;46.05;7.46;601500;99500;"601500_99500"
5689;920;2222;0;0.14;0;0.65;0;0.37;404;0;0.02;152;18;0.17;0;2602500;1117499;602;117;46.21;7.47;602500;117500;"602500_117500"
5691;19190;602;0.03;0.05;0;0.03;0;-0.75;4470;10226;0;75;15.4;0.04;3101;2602500;1124499;602;124;46.27;7.47;602500;124500;"602500_124500"
5696;0;2489;0;0;0;0.29;0;-0.1;716;0;0.71;73;14.8;0;0;2602500;1134499;602;134;46.36;7.47;602500;134500;"602500_134500"
5704;505;1989;0;0;0;0.86;0;-0.19;244;0;0.11;59;27.1;0.03;1719;2602500;1153499;602;153;46.53;7.47;602500;153500;"602500_153500"
5724;12988;543;0.43;0;0;0.09;0.01;0.26;202;4484;0;395;3.2;0.39;0;2602500;1207499;602;207;47.02;7.47;602500;207500;"602500_207500"
5729;410;468;0.96;0;0;0.01;0;0.11;1938;2127;0;0;0.4;0;0;2602500;1217499;602;217;47.11;7.47;602500;217500;"602500_217500"
5739;3456;552;0.48;0.1;0;0.37;0;-0.27;2062;2683;0;0;8.9;0.03;0;2602500;1245499;602;245;47.36;7.47;602500;245500;"602500_245500"
5684;103;2258;0;0.1;0.06;0.5;0;0.01;3380;0;0.07;0;23;0.2;0;2602500;1096499;602;96;46.02;7.47;602500;96500;"602500_96500"
5912;230;2375;0;0.05;0;0.69;0;-0.23;0;63;0.18;0;25.6;0.06;0;2602500;1097499;602;97;46.03;7.47;602500;97500;"602500_97500"
5692;23258;1079;0;0.7;0;0.14;0;0.86;25;7378;0;0;26.8;0.02;0;2603500;1121499;603;121;46.24;7.48;603500;121500;"603500_121500"
5699;3524;1262;0;0.69;0;0.25;0;0.36;4652;181;0;0;21.5;0.05;0;2603500;1141499;603;141;46.42;7.48;603500;141500;"603500_141500"
5705;2988;1684;0;0.13;0;0.72;0;0.37;1152;1050;0.01;0;17.9;0.09;0;2603500;1151499;603;151;46.51;7.48;603500;151500;"603500_151500"
5716;7759;792;0.23;0.21;0;0.43;0;0.16;2196;2736;0;95;11.9;0.06;0;2603500;1186499;603;186;46.83;7.48;603500;186500;"603500_186500"
5733;2031;426;0.69;0.03;0;0.06;0;-0.05;2107;108;0;0;0.6;0.04;0;2603500;1227499;603;227;47.2;7.48;603500;227500;"603500_227500"
5928;5992;842;0.01;0.42;0;0.44;0;-0.48;676;2465;0;0;19.1;0.06;0;2603500;1235499;603;235;47.27;7.48;603500;235500;"603500_235500"
5685;7336;2010;0;0.5;0;0.3;0;0;3814;3282;0;0;24.4;0.1;0;2603500;1097499;603;97;46.03;7.48;603500;97500;"603500_97500"
5978;40;2127;0;0;0;0.21;0.03;0.41;1495;0;0.74;939;30.5;0.02;0;2604500;1139499;604;139;46.41;7.5;604500;139500;"604500_139500"
5700;4409;1911;0;0;0;0.96;0;0.04;2656;777;0.01;63;16.8;0.03;11379;2604500;1144499;604;144;46.45;7.5;604500;144500;"604500_144500"
5707;4416;1440;0;0.27;0;0.67;0;-0.77;3568;3641;0;0;22.9;0.03;0;2604500;1162499;604;162;46.61;7.5;604500;162500;"604500_162500"
5734;15418;515;0.31;0.19;0;0.33;0;-0.56;622;6352;0;0;5.4;0;0;2604500;1223499;604;223;47.16;7.5;604500;223500;"604500_223500"
5925;2742;2091;0;0.21;0;0.71;0;-0.65;346;755;0.02;0;28.4;0.05;0;2605500;1107499;605;107;46.12;7.51;605500;107500;"605500_107500"
5690;85;2246;0;0.01;0;0.75;0;0.4;5136;0;0.04;63;21;0.1;104087;2605500;1116499;605;116;46.2;7.51;605500;116500;"605500_116500"
5708;19166;776;0.03;0.06;0;0.8;0;-0.63;3159;5330;0;0;14.2;0.03;0;2605500;1167499;605;167;46.66;7.51;605500;167500;"605500_167500"
5712;1068;1475;0;0.28;0;0.52;0;0.1;2253;0;0.02;0;28.9;0.18;3020;2605500;1171499;605;171;46.69;7.51;605500;171500;"605500_171500"
5713;6009;680;0.31;0.48;0;0.11;0;0.57;1972;2030;0;0;4.4;0.02;0;2605500;1177499;605;177;46.75;7.51;605500;177500;"605500_177500"
5930;20847;359;0.68;0;0;0.16;0;0.17;1092;4037;0;0;2.7;0.02;0;2605500;1260499;605;260;47.5;7.51;605500;260500;"605500_260500"
5977;298;2626;0;0;0;0.89;0;-0.76;0;0;0.11;198;21.4;0;0;2606500;1108499;606;108;46.13;7.52;606500;108500;"606500_108500"
5693;62148;912;0;0.14;0;0.16;0;-0.67;1453;9629;0;0;16.3;0.09;0;2606500;1128499;606;128;46.31;7.52;606500;128500;"606500_128500"
5721;2776;517;0.38;0.28;0;0.07;0.06;-0.24;5264;1491;0;5445;1.9;0.02;38158;2606500;1194499;606;194;46.9;7.52;606500;194500;"606500_194500"
5736;4007;804;0.13;0.79;0;0.02;0;-0.81;330;382;0.02;0;25.9;0;0;2606500;1232499;606;232;47.24;7.52;606500;232500;"606500_232500"
5929;5729;401;0.8;0;0;0.14;0;0.02;0;3153;0;0;4.7;0;0;2606500;1251499;606;251;47.41;7.52;606500;251500;"606500_251500"
5743;33275;512;0.19;0.16;0;0.44;0;-0.44;605;6013;0;0;11.3;0.02;0;2606500;1255499;606;255;47.45;7.52;606500;255500;"606500_255500"
5694;45742;1333;0;0.38;0;0.25;0;0.44;1486;6860;0;0;19;0.12;0;2607500;1122499;607;122;46.25;7.54;607500;122500;"607500_122500"
5701;16099;1501;0.01;0.38;0;0.41;0;-0.59;5737;2735;0.01;0;22;0.06;0;2607500;1148499;607;148;46.49;7.54;607500;148500;"607500_148500"
5709;12620;1054;0;0.3;0;0.58;0;-0.89;56;4535;0;0;24.8;0.09;0;2607500;1168499;607;168;46.67;7.54;607500;168500;"607500_168500"
5717;28000;629;0.36;0.2;0;0.38;0;0.16;2521;4270;0;0;8.3;0.01;0;2607500;1180499;607;180;46.78;7.54;607500;180500;"607500_180500"
5722;5248;570;0.06;0.63;0;0.1;0.02;0.35;3892;4034;0;1055;12.5;0.05;12846;2607500;1191499;607;191;46.87;7.54;607500;191500;"607500_191500"
5725;61233;579;0.57;0.01;0;0.11;0;-0.61;1641;8786;0;0;6.4;0.03;0;2607500;1200499;607;200;46.96;7.54;607500;200500;"607500_200500"
5726;2962;816;0.02;0.72;0;0.22;0;0.38;3247;1502;0;0;21.5;0.03;0;2607500;1203499;607;203;46.98;7.54;607500;203500;"607500_203500"
5730;9182;484;0.51;0.2;0;0.11;0;0.18;4684;3050;0;0;0.5;0.03;0;2607500;1217499;607;217;47.11;7.54;607500;217500;"607500_217500"
5735;254339;435;0;0;0;0.01;0;-0.23;1423;22227;0;0;2.5;0.13;0;2607500;1228499;607;228;47.21;7.54;607500;228500;"607500_228500"
5737;5111;1087;0;0.41;0;0.5;0;0.19;1565;1625;0;0;20.3;0.05;0;2607500;1234499;607;234;47.26;7.54;607500;234500;"607500_234500"
5740;1077;965;0;0.34;0;0.57;0;0.28;895;240;0;0;20.1;0.09;0;2607500;1244499;607;244;47.35;7.54;607500;244500;"607500_244500"
5697;4561;1077;0;0.73;0;0.16;0;-0.6;4055;1900;0;0;22;0.07;0;2608500;1130499;608;130;46.33;7.55;608500;130500;"608500_130500"
5926;2402;1386;0;0.4;0;0.51;0;0.08;3136;2911;0;0;23.9;0.06;9723;2608500;1159499;608;159;46.59;7.55;608500;159500;"608500_159500"
5718;5446;600;0.24;0.29;0;0.29;0;0.29;2672;3100;0;603;11.3;0.03;0;2608500;1189499;608;189;46.86;7.55;608500;189500;"608500_189500"
5727;7531;630;0.26;0.38;0;0.27;0;0.02;2675;5172;0;0;17.5;0.01;0;2608500;1205499;608;205;47;7.55;608500;205500;"608500_205500"
5927;6842;498;0.22;0.72;0;0.02;0;0.16;0;2373;0;0;0.3;0;0;2608500;1214499;608;214;47.08;7.55;608500;214500;"608500_214500"
5741;2935;586;0.02;0.52;0;0.4;0;0.25;1716;3509;0;68;20.1;0.02;0;2608500;1247499;608;247;47.38;7.55;608500;247500;"608500_247500"
5702;3119;1950;0;0;0;0.81;0;0.4;5730;46;0.01;0;6;0;23882;2609500;1143499;609;143;46.44;7.56;609500;143500;"609500_143500"
5714;3621;662;0.34;0.04;0;0.35;0.11;0.26;820;3492;0;1053;5;0.1;40055;2609500;1175499;609;175;46.73;7.56;609500;175500;"609500_175500"
5744;27731;528;0.14;0.38;0;0.35;0;-0.71;0;3098;0;0;13.4;0.01;0;2609500;1255499;609;255;47.45;7.56;609500;255500;"609500_255500"
5931;155693;318;0.07;0.03;0;0.06;0.01;-0.11;1762;18803;0;0;5.4;0.01;0;2609500;1263499;609;263;47.52;7.56;609500;263500;"609500_263500"
5757;0;2333;0;0;0;0.83;0;-0.5;2409;0;0.15;176;21.6;0.01;1431;2610500;1133499;610;133;46.35;7.58;610500;133500;"610500_133500"
5934;10646;1303;0;0.43;0;0.46;0;-0.07;1422;3645;0;0;26.9;0.03;0;2610500;1151499;610;151;46.51;7.58;610500;151500;"610500_151500"
5769;12484;537;0.76;0.05;0;0.08;0;0.01;495;3215;0;0;1.9;0;0;2610500;1186499;610;186;46.83;7.58;610500;186500;"610500_186500"
5774;2406;612;0.15;0.67;0;0.14;0;0.16;2082;2271;0;0;15.4;0;0;2610500;1208499;610;208;47.03;7.58;610500;208500;"610500_208500"
5781;100636;444;0.12;0.43;0;0.03;0;0.38;2373;10222;0;0;2.8;0.02;1960;2610500;1227499;610;227;47.2;7.58;610500;227500;"610500_227500"
5788;6597;360;0.39;0.28;0;0.16;0.01;0.35;1463;5989;0;194;3.8;0.05;0;2610500;1262499;610;262;47.51;7.58;610500;262500;"610500_262500"
7583;423530;272;0;0;0;0;0;0.51;0;20154;0;0;0.9;0.05;0;2610500;1267499;610;267;47.56;7.58;610500;267500;"610500_267500"
5909;150;2630;0;0;0;0.71;0.01;-0.68;3449;0;0.25;61;28.3;0;5764;2611500;1106499;611;106;46.11;7.59;611500;106500;"611500_106500"
5753;5359;559;0.01;0.47;0;0.09;0;-0.31;6382;2624;0;290;3.1;0.04;0;2611500;1128499;611;128;46.31;7.59;611500;128500;"611500_128500"
5983;8903;934;0.01;0.12;0;0.83;0;0.76;878;3696;0;0;16.8;0.02;0;2611500;1166499;611;166;46.65;7.59;611500;166500;"611500_166500"
5766;877;1310;0;0.26;0;0.63;0;0.17;728;2816;0.01;0;28.9;0.06;0;2611500;1170499;611;170;46.69;7.59;611500;170500;"611500_170500"
5938;4476;595;0.17;0.73;0;0.08;0;0.24;502;1783;0;0;8.6;0;0;2611500;1210499;611;210;47.05;7.59;611500;210500;"611500_210500"
5778;16782;549;0.54;0.12;0;0.27;0;0.37;1757;2733;0;0;5.7;0;25174;2611500;1211499;611;211;47.05;7.59;611500;211500;"611500_211500"
5779;15999;498;0.8;0;0;0.08;0;0.13;116;3503;0;0;1.1;0.01;0;2611500;1216499;611;216;47.1;7.59;611500;216500;"611500_216500"
7325;0;2956;0;0;0.08;0.01;0.01;-0.05;1097;0;0.89;0;25.7;0;0;2611500;1099499;611;99;46.05;7.59;611500;99500;"611500_99500"
5932;74;2525;0;0;0;0.7;0;0.23;1670;0;0.22;0;26;0.02;4441;2612500;1109499;612;109;46.14;7.6;612500;109500;"612500_109500"
5751;8034;1630;0;0.49;0;0.31;0;-0.16;2865;1509;0;0;29.4;0.11;0;2612500;1115499;612;115;46.19;7.6;612500;115500;"612500_115500"
5754;17353;2095;0;0.31;0;0.53;0;-0.67;317;2139;0;0;23.9;0.04;0;2612500;1122499;612;122;46.25;7.6;612500;122500;"612500_122500"
5775;4293;883;0.16;0.35;0;0.43;0;-0.02;1547;2489;0;0;16.4;0.01;0;2612500;1202499;612;202;46.97;7.6;612500;202500;"612500_202500"
5785;4339;736;0.14;0.45;0;0.31;0;-0.79;386;2859;0;0;15.3;0.07;0;2612500;1240499;612;240;47.32;7.6;612500;240500;"612500_240500"
5942;25538;701;0;0.49;0;0.29;0;-0.22;558;4644;0;79;14.9;0.05;0;2612500;1252499;612;252;47.42;7.6;612500;252500;"612500_252500"
5933;1241;2013;0;0;0;0.92;0;-0.33;1799;0;0.05;0;23.9;0;4448;2613500;1144499;613;144;46.45;7.61;613500;144500;"613500_144500"
5761;342;2132;0;0;0;0.8;0;-0.22;0;0;0.2;0;28.9;0;0;2613500;1148499;613;148;46.49;7.61;613500;148500;"613500_148500"
5772;16235;742;0.61;0.04;0;0.22;0;-0.01;1372;4144;0;0;5;0;0;2613500;1196499;613;196;46.92;7.62;613500;196500;"613500_196500"
5784;11883;437;0.34;0.16;0;0.17;0;-0.56;612;3317;0;229;3.8;0.04;0;2613500;1231499;613;231;47.23;7.62;613500;231500;"613500_231500"
5789;136366;253;0;0.03;0;0;0;0;2371;18466;0;0;1.4;0.14;0;2613500;1267499;613;267;47.56;7.62;613500;267500;"613500_267500"
5790;19490;256;0.05;0.46;0;0.23;0;0.06;3432;5713;0;391;0.5;0.04;0;2613500;1269499;613;269;47.58;7.62;613500;269500;"613500_269500"
5748;389;2268;0;0.01;0;0.76;0;0.22;5401;0;0.02;0;22;0.2;0;2614500;1105499;614;105;46.1;7.63;614500;105500;"614500_105500"
5981;3728;2003;0;0.45;0;0.43;0;-0.47;1419;0;0.03;0;31.6;0.06;0;2614500;1112499;614;112;46.16;7.63;614500;112500;"614500_112500"
5755;0;2467;0;0;0;0.78;0;-0.7;3136;0;0.15;0;15.2;0;0;2614500;1120499;614;120;46.24;7.63;614500;120500;"614500_120500"
5758;9531;990;0;0.57;0;0.2;0;-0.34;2904;4419;0;0;27;0.13;1276;2614500;1131499;614;131;46.33;7.63;614500;131500;"614500_131500"
5939;28190;477;0.61;0.1;0;0.16;0;0.41;1176;5931;0;0;2.2;0;0;2614500;1225499;614;225;47.18;7.63;614500;225500;"614500_225500"
5940;11387;463;0.83;0;0;0.12;0;-0.07;1156;3626;0;0;2.7;0.01;0;2614500;1232499;614;232;47.24;7.63;614500;232500;"614500_232500"
7326;0;3076;0;0;0.22;0.01;0;-0.46;0;0;0.77;0;30.6;0;0;2614500;1095499;614;95;46.01;7.63;614500;95500;"614500_95500"
5749;240;1988;0;0.32;0;0.24;0;-0.11;3239;0;0.02;284;27.1;0.37;0;2615500;1105499;615;105;46.1;7.64;615500;105500;"615500_105500"
5750;4828;1945;0;0.41;0;0.38;0;-0.12;1174;503;0;0;28.8;0.18;0;2615500;1108499;615;108;46.13;7.64;615500;108500;"615500_108500"
5752;244;2415;0;0;0;0.91;0.01;-0.46;5993;0;0.04;634;12.8;0.01;20278;2615500;1118499;615;118;46.22;7.64;615500;118500;"615500_118500"
5759;2194;1653;0;0.51;0;0.28;0;-0.54;3559;332;0.03;0;23.7;0.12;0;2615500;1137499;615;137;46.39;7.64;615500;137500;"615500_137500"
5762;581;1922;0;0.32;0;0.43;0;0.28;2705;10;0.01;866;13.7;0.15;44973;2615500;1143499;615;143;46.44;7.64;615500;143500;"615500_143500"
5935;2927;1368;0;0.29;0;0.51;0;-0.32;2349;0;0.02;0;31;0.15;0;2615500;1162499;615;162;46.61;7.64;615500;162500;"615500_162500"
5767;120112;584;0;0.09;0;0.03;0.19;-0.49;2210;14736;0;794;6.5;0.09;0;2615500;1177499;615;177;46.75;7.64;615500;177500;"615500_177500"
5937;56646;640;0.28;0.12;0;0.26;0;-0.52;2591;7779;0;109;9.9;0;0;2615500;1181499;615;181;46.78;7.64;615500;181500;"615500_181500"
5776;7321;911;0.13;0.43;0;0.4;0;0.23;1698;3620;0;0;13.7;0;0;2615500;1200499;615;200;46.96;7.64;615500;200500;"615500_200500"
5777;16496;565;0.35;0.27;0;0.13;0;0.12;4798;3115;0;0;4.9;0.03;0;2615500;1208499;615;208;47.03;7.64;615500;208500;"615500_208500"
5786;6458;740;0.12;0.33;0;0.5;0;-0.1;173;2735;0;0;13.9;0.03;0;2615500;1250499;615;250;47.41;7.64;615500;250500;"615500_250500"
5794;35209;301;0.22;0.01;0;0.28;0;-0.43;2892;6826;0;0;7.4;0.06;0;2615500;1271499;615;271;47.59;7.64;615500;271500;"615500_271500"
5982;46421;830;0;0.17;0;0.63;0;0.2;2012;6592;0;0;12.4;0.03;0;2616500;1157499;616;157;46.57;7.65;616500;157500;"616500_157500"
