"site";"buildings";"elevation";"farmland";"forest";"glacier";"grassland";"lakes";"northness";"rivers";"roads";"rocks";"shoreline";"slope";"structures";"wetlands";"x_lv95";"y_lv95";"kmx_lv03";"kmy_lv03";"Latitude";"Longitude";"x";"y";"id"
6795;15084;802;0.01;0.23;0;0.38;0;0.4;5038;3547;0;128;5.5;0.01;218718;2721500;1235499;721;235;47.26;9.04;721500;235500;"721500_235500"
6804;9484;606;0.36;0.32;0;0.25;0;0.54;2492;2719;0;306;6.9;0.01;1514;2721500;1263499;721;263;47.51;9.05;721500;263500;"721500_263500"
6809;23298;424;0.19;0.33;0;0.25;0;0.32;1832;3575;0;0;3.4;0.01;0;2721500;1270499;721;270;47.57;9.05;721500;270500;"721500_270500"
6744;24869;332;0.08;0.52;0;0.1;0;0.14;3798;2914;0;0;18.7;0.02;0;2721500;1076499;721;76;45.83;9;721500;76500;"721500_76500"
6933;3952;858;0;0.86;0;0.09;0;-0.06;2339;30;0;0;27.3;0.04;0;2721500;1083499;721;83;45.89;9;721500;83500;"721500_83500"
6754;12652;1118;0;0.78;0;0.1;0;-0.86;3179;3980;0;0;26.8;0.05;1691;2722500;1105499;722;105;46.09;9.02;722500;105500;"722500_105500"
6758;45419;442;0;0.58;0;0.1;0;-0.28;2334;7035;0;0;25.5;0.05;0;2722500;1124499;722;124;46.26;9.03;722500;124500;"722500_124500"
6759;9446;983;0;0.79;0;0.12;0;-0.66;1221;1002;0;0;28;0.05;8464;2722500;1126499;722;126;46.28;9.03;722500;126500;"722500_126500"
6763;9189;1251;0;0.32;0;0.2;0.03;-0.74;2005;2591;0.01;735;30.9;0.38;0;2722500;1143499;722;143;46.43;9.03;722500;143500;"722500_143500"
6761;3387;1591;0;0.74;0;0.14;0;-0.81;101;302;0.05;0;32.5;0.06;0;2723500;1138499;723;138;46.39;9.04;723500;138500;"723500_138500"
6768;1072;2002;0;0;0;0.87;0;-0.58;3690;13;0;164;23.2;0.1;18268;2723500;1167499;723;167;46.65;9.05;723500;167500;"723500_167500"
6939;348;2118;0;0.01;0;0.75;0;0.16;1886;0;0;0;19.6;0.23;7224;2723500;1174499;723;174;46.71;9.05;723500;174500;"723500_174500"
6774;653;2273;0;0;0;0.95;0;-0.24;582;0;0.05;45;24.4;0;0;2723500;1185499;723;185;46.81;9.06;723500;185500;"723500_185500"
6778;115;1654;0;0.19;0;0.54;0;0.15;1755;0;0.01;0;33.9;0.25;12345;2723500;1199499;723;199;46.94;9.06;723500;199500;"723500_199500"
6787;58635;441;0.02;0;0;0.55;0;0.28;4715;9873;0;0;0.5;0.02;0;2723500;1216499;723;216;47.09;9.07;723500;216500;"723500_216500"
6791;6338;757;0;0.33;0;0.53;0;-0.31;3227;3721;0;0;23.4;0.11;0;2723500;1227499;723;227;47.19;9.07;723500;227500;"723500_227500"
6797;34577;589;0.04;0.12;0;0.64;0;-0.05;2348;5026;0;0;7.4;0.04;0;2723500;1249499;723;249;47.38;9.07;723500;249500;"723500_249500"
6801;28948;569;0.01;0.31;0;0.38;0;0.25;3912;4485;0;72;8.6;0.02;3026;2723500;1253499;723;253;47.42;9.08;723500;253500;"723500_253500"
6805;12779;634;0.13;0.11;0;0.66;0.01;-0.53;1713;3676;0;457;6.4;0.01;0;2723500;1260499;723;260;47.48;9.08;723500;260500;"723500_260500"
6937;1777;1847;0;0.34;0;0.27;0;-0.08;2163;0;0.03;0;40.5;0.33;0;2724500;1146499;724;146;46.46;9.06;724500;146500;"724500_146500"
6764;0;2077;0;0;0;0.43;0;0.14;1623;0;0.07;0;29.4;0.45;0;2724500;1158499;724;158;46.57;9.06;724500;158500;"724500_158500"
6783;1889;1281;0;0.65;0;0.3;0;0.28;854;1801;0;0;29.1;0.02;0;2724500;1203499;724;203;46.97;9.07;724500;203500;"724500_203500"
6940;617;1120;0;0.54;0;0.25;0;0.58;3751;523;0;0;9.8;0;210104;2724500;1235499;724;235;47.26;9.08;724500;235500;"724500_235500"
6798;6692;661;0.05;0.32;0;0.48;0;0.07;3270;2224;0;0;16.9;0.05;869;2724500;1246499;724;246;47.36;9.09;724500;246500;"724500_246500"
6941;13742;581;0.15;0.15;0;0.65;0;0.07;462;3595;0;0;3.5;0;0;2724500;1255499;724;255;47.44;9.09;724500;255500;"724500_255500"
6942;15337;525;0.17;0.27;0;0.26;0;-0.66;1974;4161;0;0;12;0.02;0;2724500;1271499;724;271;47.58;9.09;724500;271500;"724500_271500"
6746;34261;680;0;0.69;0;0.13;0;-0.61;558;3948;0;0;25.2;0.03;0;2724500;1079499;724;79;45.86;9.04;724500;79500;"724500_79500"
6984;36782;667;0;0.63;0;0.17;0;-0.1;3653;6839;0;0;28.7;0.09;0;2724500;1084499;724;84;45.9;9.04;724500;84500;"724500_84500"
6769;5675;1760;0;0.12;0;0.8;0;-0.47;0;1648;0;0;23.8;0.05;0;2725500;1167499;725;167;46.65;9.08;725500;167500;"725500_167500"
6770;23591;1280;0;0.18;0;0.6;0;0.8;874;5688;0;0;13.1;0.11;0;2725500;1178499;725;178;46.75;9.08;725500;178500;"725500_178500"
6779;122;2058;0;0;0;0.74;0;-0.09;4781;0;0.18;0;21.7;0.05;34245;2725500;1195499;725;195;46.9;9.09;725500;195500;"725500_195500"
6784;39907;633;0;0.37;0;0.41;0;-0.08;1774;7490;0;0;21.6;0.01;0;2725500;1206499;725;206;47;9.09;725500;206500;"725500_206500"
6788;4024;952;0;0.35;0;0.56;0;0.39;1648;2753;0;0;22.7;0.07;4584;2725500;1218499;725;218;47.11;9.09;725500;218500;"725500_218500"
6792;11890;659;0;0.44;0;0.41;0;-0.79;2532;2599;0;0;23;0.1;0;2725500;1222499;725;222;47.14;9.09;725500;222500;"725500_222500"
6799;3882;832;0;0.68;0;0.27;0;-0.11;2934;300;0;0;22.8;0.02;7573;2725500;1241499;725;241;47.31;9.1;725500;241500;"725500_241500"
6802;8186;519;0.19;0.21;0;0.53;0;0.6;1703;2308;0;70;3.4;0.03;0;2725500;1257499;725;257;47.46;9.1;725500;257500;"725500_257500"
6760;18897;286;0;0.42;0;0.2;0;-0.47;4343;6470;0;111;9.7;0.07;3723;2726500;1121499;726;121;46.23;9.08;726500;121500;"726500_121500"
6989;199;2172;0;0;0;0.45;0;0.72;1811;5;0.25;318;26;0.3;0;2726500;1157499;726;157;46.56;9.09;726500;157500;"726500_157500"
6771;1691;1793;0;0.47;0;0.46;0;-0.93;2715;10;0;0;26.8;0.06;0;2726500;1170499;726;170;46.67;9.09;726500;170500;"726500_170500"
6775;696;1614;0;0.51;0;0.43;0;-0.2;678;23;0.01;0;23.6;0.04;0;2726500;1185499;726;185;46.81;9.1;726500;185500;"726500_185500"
6785;56;1714;0;0.04;0;0.34;0.13;0.2;3462;246;0.01;1916;21.6;0.42;30441;2726500;1201499;726;201;46.95;9.1;726500;201500;"726500_201500"
6789;1054;1706;0;0.12;0;0.65;0;0.03;1243;0;0.03;0;27;0.2;0;2726500;1213499;726;213;47.06;9.1;726500;213500;"726500_213500"
6793;862;1344;0;0.37;0;0.51;0;0.29;4744;13;0;0;21.8;0.11;0;2726500;1227499;726;227;47.19;9.11;726500;227500;"726500_227500"
6803;13603;726;0;0.55;0;0.37;0;-0.31;972;2906;0;0;14.6;0.01;0;2726500;1252499;726;252;47.41;9.11;726500;252500;"726500_252500"
6813;0;404;0.35;0.04;0;0.21;0.14;0.52;0;1035;0;1150;2.2;0.05;0;2726500;1280499;726;280;47.66;9.12;726500;280500;"726500_280500"
6749;1383;992;0;0.81;0;0.15;0;0.39;2184;0;0;0;31.6;0.04;0;2726500;1082499;726;82;45.88;9.07;726500;82500;"726500_82500"
6756;10741;1022;0;0.83;0;0.07;0;-0.63;2955;2571;0;0;32.6;0.03;0;2727500;1114499;727;114;46.17;9.09;727500;114500;"727500_114500"
6772;203;2153;0;0;0;0.95;0;0.19;1466;0;0;0;21.8;0.05;9532;2727500;1174499;727;174;46.71;9.11;727500;174500;"727500_174500"
6776;1195;816;0;0.64;0;0.24;0;0.54;2244;823;0.01;0;19;0.05;0;2727500;1180499;727;180;46.76;9.11;727500;180500;"727500_180500"
6777;23429;1157;0;0.18;0;0.71;0;-0.65;1616;5988;0;0;21.6;0.04;0;2727500;1182499;727;182;46.78;9.11;727500;182500;"727500_182500"
6990;1532;1128;0;0.85;0;0.1;0;-0.41;762;599;0.02;0;34.8;0.03;0;2727500;1223499;727;223;47.15;9.12;727500;223500;"727500_223500"
6806;10339;505;0.31;0.19;0;0.4;0;0.01;1655;3989;0;145;7;0.02;31248;2727500;1265499;727;265;47.53;9.13;727500;265500;"727500_265500"
6807;5609;450;0.39;0.3;0;0.23;0;0.25;1643;2245;0;257;2.9;0.02;0;2727500;1267499;727;267;47.55;9.13;727500;267500;"727500_267500"
7569;497;1760;0;0;0;0.16;0;0.11;1158;0;0.01;318;28.4;0.8;12951;2728500;1111499;728;111;46.14;9.1;728500;111500;"728500_111500"
6987;6078;1357;0;0.77;0;0.19;0;-0.15;1820;0;0.01;0;32.8;0.02;0;2728500;1130499;728;130;46.31;9.11;728500;130500;"728500_130500"
6986;436;1773;0;0.49;0;0.24;0;-0.01;1115;217;0.02;0;24.6;0.25;0;2728500;1136499;728;136;46.37;9.11;728500;136500;"728500_136500"
6936;9555;893;0;0.68;0;0.14;0;-0.51;1769;3186;0.01;0;26.6;0.09;1555;2729500;1123499;729;123;46.25;9.12;729500;123500;"729500_123500"
6765;0;2369;0;0;0;0.88;0;0.77;1184;0;0.11;0;24.2;0;4356;2729500;1158499;729;158;46.57;9.13;729500;158500;"729500_158500"
6766;2542;2047;0;0.04;0;0.66;0;0.75;1900;292;0;0;22.5;0.25;0;2729500;1159499;729;159;46.57;9.13;729500;159500;"729500_159500"
6767;0;2298;0;0;0;0.93;0;-0.14;4053;0;0.03;0;20.3;0.03;0;2729500;1162499;729;162;46.6;9.13;729500;162500;"729500_162500"
6773;2722;1677;0;0.1;0;0.8;0;-0.3;2153;1270;0;0;17.5;0.09;0;2729500;1173499;729;173;46.7;9.13;729500;173500;"729500_173500"
6780;3240;1592;0;0.32;0;0.62;0;-0.67;3190;8;0.01;0;25.6;0.05;0;2729500;1197499;729;197;46.92;9.14;729500;197500;"729500_197500"
6991;4956;1083;0;0.36;0;0.27;0;0.44;3387;837;0;0;9.3;0;92752;2729500;1238499;729;238;47.28;9.15;729500;238500;"729500_238500"
6810;8523;534;0.54;0.09;0;0.18;0.07;0.03;1048;1449;0;1379;1.4;0.01;39812;2729500;1275499;729;275;47.62;9.16;729500;275500;"729500_275500"
6944;348;1885;0;0.19;0;0.51;0;-0.33;1870;0;0.03;0;28.3;0.25;0;2730500;1115499;730;115;46.18;9.13;730500;115500;"730500_115500"
6815;1108;1700;0;0.62;0;0.23;0;0.57;2510;448;0;0;30.6;0.14;12603;2730500;1117499;730;117;46.2;9.13;730500;117500;"730500_117500"
6828;1410;2143;0;0;0;0.9;0;-0.45;3020;0;0;0;22.7;0.09;8650;2730500;1163499;730;163;46.61;9.14;730500;163500;"730500_163500"
6948;15119;1128;0;0.24;0;0.65;0;0.19;4193;1988;0.01;0;20.5;0.05;0;2730500;1196499;730;196;46.91;9.15;730500;196500;"730500_196500"
6837;39188;943;0.01;0.25;0;0.55;0;-0.49;1752;5612;0;0;25;0.04;0;2730500;1205499;730;205;46.99;9.15;730500;205500;"730500_205500"
6855;4595;561;0.38;0.27;0;0.29;0;-0.41;399;2426;0;0;1.2;0;18216;2730500;1272499;730;272;47.59;9.17;730500;272500;"730500_272500"
6818;27782;326;0;0.37;0;0.21;0;-0.4;2325;9543;0;0;8.9;0.11;0;2731500;1122499;731;122;46.24;9.14;731500;122500;"731500_122500"
6819;0;1599;0;0.91;0;0.06;0;-0.64;0;0;0.01;0;30.9;0.02;0;2731500;1127499;731;127;46.29;9.15;731500;127500;"731500_127500"
6831;982;1854;0;0;0;0.87;0;0.49;72;0;0;0;24.4;0.11;7768;2731500;1178499;731;178;46.74;9.16;731500;178500;"731500_178500"
6995;869;1594;0;0.32;0;0.38;0;0.19;3242;0;0;69;23.7;0.3;7711;2731500;1214499;731;214;47.07;9.17;731500;214500;"731500_214500"
6840;3792;932;0;0.68;0;0.25;0;0.83;2105;2073;0;0;27.7;0.04;0;2731500;1218499;731;218;47.1;9.17;731500;218500;"731500_218500"
6842;5073;1333;0;0.34;0;0.54;0;-0.42;239;2977;0;0;22.6;0.07;0;2731500;1224499;731;224;47.16;9.17;731500;224500;"731500_224500"
6950;1974;1085;0;0.5;0;0.44;0;-0.49;5262;1580;0;0;17.6;0.04;41295;2731500;1228499;731;228;47.19;9.17;731500;228500;"731500_228500"
6846;7484;790;0;0.38;0;0.55;0;0.54;5149;3403;0;0;16.1;0;0;2731500;1241499;731;241;47.31;9.18;731500;241500;"731500_241500"
6849;8755;492;0.05;0.2;0;0.49;0;-0.05;1762;1709;0;0;4.5;0.16;0;2731500;1258499;731;258;47.46;9.18;731500;258500;"731500_258500"
6816;1668;1982;0;0.1;0;0.53;0;-0.15;978;0;0.04;0;26.9;0.32;0;2732500;1114499;732;114;46.17;9.15;732500;114500;"732500_114500"
6820;20637;615;0;0.7;0;0.1;0;-0.48;1069;5905;0;0;25.7;0.04;0;2732500;1125499;732;125;46.27;9.16;732500;125500;"732500_125500"
6822;102;2145;0;0;0;0.64;0.01;0.09;2739;0;0.21;796;27.6;0.12;227;2732500;1144499;732;144;46.44;9.16;732500;144500;"732500_144500"
6824;1752;1741;0;0.11;0;0.27;0;0.09;5246;6614;0.05;544;26.3;0.41;0;2732500;1153499;732;153;46.52;9.17;732500;153500;"732500_153500"
6993;2968;1646;0;0.17;0;0.73;0;-0.51;2269;332;0;0;28.5;0.08;0;2732500;1164499;732;164;46.62;9.17;732500;164500;"732500_164500"
6845;14820;803;0;0.09;0;0.68;0;0.42;5112;2791;0;0;11.1;0.05;36088;2732500;1231499;732;231;47.22;9.19;732500;231500;"732500_231500"
6951;614;966;0;0.73;0;0.25;0;0.27;5629;0;0;0;16.6;0.01;5339;2732500;1237499;732;237;47.28;9.19;732500;237500;"732500_237500"
6817;2590;1106;0;0.88;0;0.03;0.02;0.07;1453;1787;0;876;38;0.01;0;2733500;1118499;733;118;46.2;9.17;733500;118500;"733500_118500"
6829;63451;1329;0;0.06;0;0.64;0;0.04;2405;8461;0;0;20.9;0.04;0;2733500;1164499;733;164;46.62;9.18;733500;164500;"733500_164500"
6833;447;1838;0;0.22;0;0.6;0;0.07;632;419;0;0;16.3;0.18;15643;2733500;1185499;733;185;46.81;9.19;733500;185500;"733500_185500"
6834;0;2289;0;0;0;0.95;0;-0.22;1188;0;0.04;143;18;0.01;0;2733500;1188499;733;188;46.83;9.19;733500;188500;"733500_188500"
6852;1240;504;0.07;0.36;0;0.45;0;-0.05;3117;669;0;0;8.2;0.04;0;2733500;1260499;733;260;47.48;9.21;733500;260500;"733500_260500"
6992;414;2028;0;0.22;0;0.56;0;0.2;3656;0;0.09;0;22.9;0.13;0;2734500;1136499;734;136;46.37;9.19;734500;136500;"734500_136500"
6946;73;1952;0;0;0;0.79;0;-0.37;4952;0;0.04;171;20.7;0.09;57522;2734500;1149499;734;149;46.48;9.19;734500;149500;"734500_149500"
6825;0;2175;0;0;0;0.86;0;0.03;2072;0;0.13;845;20.5;0;38599;2734500;1151499;734;151;46.5;9.19;734500;151500;"734500_151500"
6994;5723;1205;0;0.22;0;0.68;0;-0.6;3084;3110;0;0;20.7;0.07;0;2734500;1177499;734;177;46.74;9.2;734500;177500;"734500_177500"
6952;7187;877;0;0.33;0;0.6;0;0.33;4007;1725;0;0;19.1;0.07;0;2734500;1246499;734;246;47.36;9.22;734500;246500;"734500_246500"
6953;12898;609;0.22;0.15;0;0.57;0;0.12;2196;1346;0;150;3;0.01;0;2734500;1255499;734;255;47.44;9.22;734500;255500;"734500_255500"
6856;404;546;0.19;0.61;0;0.17;0;-0.23;1633;2509;0;0;1.3;0;0;2734500;1272499;734;272;47.59;9.23;734500;272500;"734500_272500"
6823;10257;1668;0;0.5;0;0.22;0.01;-0.03;2938;3774;0;572;14.1;0.14;41662;2735500;1145499;735;145;46.45;9.2;735500;145500;"735500_145500"
6826;1010;2224;0;0;0;0.96;0;-0.88;325;0;0.02;174;23;0.01;2640;2735500;1156499;735;156;46.55;9.21;735500;156500;"735500_156500"
6832;1396;920;0;0.7;0;0.16;0;0.03;4819;1803;0;0;22.7;0.09;0;2735500;1178499;735;178;46.74;9.21;735500;178500;"735500_178500"
6836;763;1943;0;0.02;0;0.79;0;-0.61;3454;5;0.03;0;19.2;0.11;0;2735500;1190499;735;190;46.85;9.22;735500;190500;"735500_190500"
6838;1868;1591;0;0.07;0;0.69;0;-0.14;4222;9;0.01;0;21.7;0.22;38038;2735500;1205499;735;205;46.99;9.22;735500;205500;"735500_205500"
6841;0;2145;0;0;0.01;0.93;0.01;-0.05;833;0;0.05;848;18.8;0;8867;2735500;1212499;735;212;47.05;9.22;735500;212500;"735500_212500"
6945;0;1888;0;0;0;0.45;0;0.21;4068;0;0.13;0;27.2;0.4;0;2736500;1120499;736;120;46.22;9.21;736500;120500;"736500_120500"
6821;6740;874;0;0.86;0;0.1;0;0.06;1105;3524;0.01;0;30.8;0.03;0;2736500;1135499;736;135;46.36;9.21;736500;135500;"736500_135500"
6835;5063;1568;0;0.13;0;0.77;0;-0.88;4289;1691;0;0;12.8;0.07;46724;2736500;1186499;736;186;46.82;9.23;736500;186500;"736500_186500"
6996;2333;1358;0;0.26;0;0.7;0;-0.12;2010;1120;0;0;23.9;0.03;0;2736500;1237499;736;237;47.27;9.24;736500;237500;"736500_237500"
6847;3795;1117;0;0.44;0;0.51;0;0.53;1567;973;0;0;13.6;0.02;7530;2736500;1240499;736;240;47.3;9.24;736500;240500;"736500_240500"
6850;17035;781;0;0.16;0;0.66;0;0.39;728;3508;0;0;9.7;0.02;0;2736500;1250499;736;250;47.39;9.25;736500;250500;"736500_250500"
6839;0;2166;0;0;0;0.82;0;0.3;3131;0;0.16;52;12.7;0;0;2737500;1208499;737;208;47.01;9.25;737500;208500;"737500_208500"
6848;43542;803;0.02;0.14;0;0.67;0;0.07;1297;6627;0;0;10.6;0.02;0;2737500;1249499;737;249;47.38;9.26;737500;249500;"737500_249500"
6997;8570;573;0.2;0.15;0;0.5;0.07;-0.06;275;3358;0;1435;5.6;0.01;31431;2737500;1261499;737;261;47.49;9.26;737500;261500;"737500_261500"
6830;86;2367;0;0;0;0.94;0;0;2451;8;0.06;495;17.8;0;5434;2738500;1163499;738;163;46.61;9.25;738500;163500;"738500_163500"
6947;2827;1642;0;0.45;0;0.3;0;-0.03;1606;10;0.03;0;32.1;0.19;0;2738500;1172499;738;172;46.69;9.25;738500;172500;"738500_172500"
6851;75232;712;0;0.01;0;0.62;0;0;2891;7763;0;0;5;0.03;0;2738500;1255499;738;255;47.44;9.27;738500;255500;"738500_255500"
6854;479;514;0.19;0.17;0;0.59;0;0.08;2142;1595;0;0;1.1;0.02;46113;2738500;1264499;738;264;47.52;9.28;738500;264500;"738500_264500"
6857;34850;474;0.24;0.01;0;0.67;0;-0.21;0;4504;0;0;2.4;0;0;2738500;1270499;738;270;47.57;9.28;738500;270500;"738500_270500"
6858;7734;409;0.37;0;0;0.33;0.17;0.49;0;2919;0;1098;2.4;0;0;2738500;1275499;738;275;47.62;9.28;738500;275500;"738500_275500"
6827;1792;1691;0;0.37;0;0.51;0;-0.8;1474;2982;0.01;0;22.9;0.06;0;2739500;1156499;739;156;46.55;9.26;739500;156500;"739500_156500"
6949;1537;1516;0;0.48;0;0.33;0;0.44;3413;114;0.01;0;18.2;0.12;138289;2739500;1216499;739;216;47.08;9.28;739500;216500;"739500_216500"
6843;9994;1028;0;0.39;0;0.45;0;-0.81;2045;2837;0;0;22.6;0.07;1113;2739500;1222499;739;222;47.14;9.28;739500;222500;"739500_222500"
6844;49485;948;0;0.02;0;0.78;0;-0.05;3129;7216;0;0;16.8;0.01;0;2739500;1228499;739;228;47.19;9.28;739500;228500;"739500_228500"
6853;28753;447;0.51;0;0;0.35;0;-0.56;907;4254;0;90;2;0.01;0;2739500;1269499;739;269;47.56;9.29;739500;269500;"739500_269500"
6859;0;1551;0;0.95;0;0.03;0;-0.07;2721;0;0;0;26.1;0.01;0;2740500;1134499;740;134;46.35;9.26;740500;134500;"740500_134500"
6958;148;2022;0;0;0;0.92;0;0.64;2539;0;0.02;0;16.9;0.01;18252;2740500;1202499;740;202;46.96;9.28;740500;202500;"740500_202500"
6880;24548;848;0;0.29;0;0.49;0;-0.7;2122;4201;0;0;17.7;0.09;0;2740500;1222499;740;222;47.14;9.29;740500;222500;"740500_222500"
6961;15200;1103;0;0.05;0;0.85;0;-0.85;2029;3359;0;0;18.2;0.05;0;2740500;1229499;740;229;47.2;9.29;740500;229500;"740500_229500"
6966;9735;502;0.35;0.2;0;0.32;0;0.1;4035;1070;0;0;5.2;0.02;0;2740500;1262499;740;262;47.5;9.3;740500;262500;"740500_262500"
6967;11496;419;0.53;0;0;0.34;0;0.8;131;3248;0;79;2.5;0.01;0;2740500;1273499;740;273;47.6;9.31;740500;273500;"740500_273500"
6908;416;1794;0;0.56;0;0.11;0;0.29;2930;0;0.03;0;30;0.26;0;2741500;1133499;741;133;46.34;9.28;741500;133500;"741500_133500"
6861;537;2001;0;0.11;0;0.79;0;-0.74;2493;0;0.02;0;29.8;0.07;0;2741500;1157499;741;157;46.55;9.28;741500;157500;"741500_157500"
6863;9817;1684;0;0.18;0;0.71;0;-0.38;2560;4500;0;0;22.3;0.06;0;2741500;1169499;741;169;46.66;9.29;741500;169500;"741500_169500"
6866;118;2355;0;0;0;0.99;0;-0.11;0;0;0.01;0;26.9;0;0;2741500;1174499;741;174;46.71;9.29;741500;174500;"741500_174500"
6874;1177;2183;0;0;0;0.98;0;-0.77;0;0;0.02;0;13.1;0;0;2741500;1191499;741;191;46.86;9.29;741500;191500;"741500_191500"
6883;8933;951;0;0.17;0;0.78;0;-0.21;2573;3502;0;0;18.5;0.03;0;2741500;1243499;741;243;47.33;9.31;741500;243500;"741500_243500"
6965;3812;850;0.01;0.3;0;0.64;0.01;-0.31;873;2782;0;236;7.1;0;0;2741500;1257499;741;257;47.45;9.32;741500;257500;"741500_257500"
6889;33951;493;0.13;0;0;0.72;0;0.08;1332;4495;0;0;4.3;0.02;0;2741500;1265499;741;265;47.52;9.32;741500;265500;"741500_265500"
6860;0;2122;0;0.04;0;0.65;0;0.27;4048;0;0.2;266;24.7;0.09;0;2742500;1132499;742;132;46.33;9.29;742500;132500;"742500_132500"
6876;427;1753;0;0.16;0;0.59;0;0.19;3773;0;0.03;0;30.2;0.19;0;2742500;1203499;742;203;46.97;9.31;742500;203500;"742500_203500"
6960;13350;910;0;0.18;0;0.73;0;0.53;1158;5814;0;0;18.2;0.02;0;2742500;1217499;742;217;47.09;9.32;742500;217500;"742500_217500"
6892;72170;412;0.1;0;0;0.26;0.15;0.66;1849;8873;0;979;2.5;0.1;0;2742500;1272499;742;272;47.59;9.33;742500;272500;"742500_272500"
6862;149;2176;0;0;0;0.78;0;0.52;2819;0;0.03;61;21.1;0.17;6347;2743500;1153499;743;153;46.52;9.31;743500;153500;"743500_153500"
6870;2838;1553;0;0.63;0;0.31;0;0.07;1341;3736;0;0;20.2;0.06;0;2743500;1182499;743;182;46.78;9.32;743500;182500;"743500_182500"
6877;0;1679;0;0.37;0;0.49;0;0.61;1730;0;0.01;0;20.7;0.13;7574;2743500;1213499;743;213;47.06;9.33;743500;213500;"743500_213500"
6882;8412;1249;0;0.14;0;0.79;0;-0.81;744;2539;0;0;17.5;0.03;4;2743500;1230499;743;230;47.21;9.33;743500;230500;"743500_230500"
6962;330;2048;0;0;0;0.53;0;-0.57;0;0;0.47;0;30.2;0;0;2743500;1234499;743;234;47.25;9.33;743500;234500;"743500_234500"
6867;5286;1322;0;0.53;0;0.32;0;0.06;2907;2647;0.01;0;27.6;0.07;0;2744500;1174499;744;174;46.71;9.33;744500;174500;"744500_174500"
6868;3318;1909;0;0.01;0;0.88;0;-0.57;227;2551;0;159;22;0.09;0;2744500;1179499;744;179;46.75;9.33;744500;179500;"744500_179500"
6878;0;1860;0;0;0;0.71;0;0.49;2155;0;0;0;16;0.28;9397;2744500;1210499;744;210;47.03;9.34;744500;210500;"744500_210500"
6884;14286;756;0;0.14;0;0.72;0;0.13;2244;3977;0;44;9.8;0.05;0;2744500;1247499;744;247;47.36;9.35;744500;247500;"744500_247500"
6879;6623;957;0;0.42;0;0.46;0;0.64;6574;1609;0;0;17.8;0.09;0;2745500;1214499;745;214;47.07;9.35;745500;214500;"745500_214500"
6886;217477;697;0;0.04;0;0.11;0;-0.01;732;21475;0;0;8.4;0.01;0;2745500;1254499;745;254;47.43;9.37;745500;254500;"745500_254500"
6890;14130;445;0.33;0.01;0;0.59;0;0.12;2546;3331;0;0;1.6;0.03;0;2745500;1264499;745;264;47.52;9.37;745500;264500;"745500_264500"
6998;2323;1467;0;0.64;0;0.2;0.01;0.2;5470;3988;0;1369;14.8;0.03;0;2746500;1158499;746;158;46.56;9.35;746500;158500;"746500_158500"
6871;9223;1039;0;0.54;0;0.38;0;0.34;0;4078;0;0;22.6;0.04;0;2746500;1184499;746;184;46.8;9.36;746500;184500;"746500_184500"
6872;844;723;0.01;0.85;0;0;0;0.52;1066;1755;0.04;0;18.8;0.02;0;2746500;1186499;746;186;46.81;9.36;746500;186500;"746500_186500"
6881;2550;1404;0;0.42;0;0.52;0;-0.21;0;0;0;0;15.3;0.03;0;2746500;1226499;746;226;47.17;9.37;746500;226500;"746500_226500"
6887;14806;914;0;0.28;0;0.6;0;0.06;2540;2789;0;0;13.5;0.06;0;2746500;1251499;746;251;47.4;9.38;746500;251500;"746500_251500"
6891;75386;404;0.17;0.02;0;0.37;0.03;0.51;842;6234;0;688;1.2;0;41428;2746500;1267499;746;267;47.54;9.38;746500;267500;"746500_267500"
6955;114;2428;0;0;0;0.79;0;-0.09;3350;0;0.21;84;19.3;0;0;2747500;1162499;747;162;46.6;9.36;747500;162500;"747500_162500"
6864;29;2267;0;0;0;0.98;0;-0.26;587;1321;0.01;0;20.9;0.01;0;2747500;1165499;747;165;46.62;9.36;747500;165500;"747500_165500"
6956;91;2187;0;0;0;0.7;0;-0.24;1810;0;0.29;0;28.4;0;0;2747500;1193499;747;193;46.88;9.37;747500;193500;"747500_193500"
6959;106;2234;0;0;0;0.75;0;-0.25;1376;0;0.23;0;32.3;0.01;0;2747500;1203499;747;203;46.97;9.38;747500;203500;"747500_203500"
6963;3439;1642;0;0;0;0.9;0;0.37;1423;6;0.08;460;27.4;0.01;5075;2747500;1235499;747;235;47.25;9.39;747500;235500;"747500_235500"
6964;2880;1217;0;0.42;0;0.5;0;0.38;1639;126;0;0;21.4;0.05;13577;2747500;1241499;747;241;47.31;9.39;747500;241500;"747500_241500"
6885;5033;943;0;0.45;0;0.44;0;0.79;5622;2461;0;0;13.6;0.04;0;2747500;1243499;747;243;47.33;9.39;747500;243500;"747500_243500"
6873;2703;951;0.01;0.47;0;0.4;0;-0.85;93;2250;0.01;0;26.3;0.08;0;2748500;1188499;748;188;46.83;9.39;748500;188500;"748500_188500"
6875;429;1804;0;0.21;0;0.49;0;0.14;193;0;0.01;0;27.8;0.27;0;2748500;1192499;748;192;46.87;9.39;748500;192500;"748500_192500"
6957;638;1658;0;0.37;0;0.35;0;0.71;2246;0;0;0;23.6;0.27;0;2748500;1208499;748;208;47.01;9.39;748500;208500;"748500_208500"
7567;8178;595;0.1;0.31;0;0.53;0;0.24;1680;1979;0;0;8.6;0.01;0;2748500;1258499;748;258;47.46;9.41;748500;258500;"748500_258500"
