"site";"date";"survey";"time"
5996;2015-05-11;7997;255
5950;2015-05-12;7998;255
5829;2015-05-18;8001;250
6137;2015-05-25;8003;210
6440;2015-05-23;8006;280
5820;2015-05-18;8007;240
5765;2015-04-23;8008;305
5765;2015-05-11;8010;350
7128;2015-05-24;8016;245
7129;2015-05-25;8017;155
6312;2015-05-25;8018;185
5311;2015-05-25;8021;160
5286;2015-05-14;8022;185
6691;2015-05-25;8024;270
5288;2015-05-16;8025;200
5374;2015-04-21;8026;175
6887;2015-04-19;8027;185
5895;2015-05-07;8028;300
6235;2015-04-22;8030;170
5374;2015-05-13;8031;190
6235;2015-05-23;8032;170
5895;2015-05-24;8033;300
6887;2015-05-14;8035;180
6887;2015-05-24;8037;220
6370;2015-05-25;8049;270
5888;2015-05-11;8050;250
5888;2015-05-22;8051;265
5940;2015-04-18;8055;165
5940;2015-05-08;8057;160
5940;2015-05-25;8063;210
6458;2015-05-18;8073;219
6141;2015-05-25;8075;150
6421;2015-05-25;8076;280
6142;2015-05-24;8078;240
5326;2015-05-27;8080;195
6660;2015-05-29;8081;195
6332;2015-05-24;8082;230
5692;2015-05-26;8084;240
6914;2015-05-29;8087;240
5490;2015-05-26;8088;265
6131;2015-05-28;8090;255
5694;2015-05-26;8092;255
5660;2015-05-11;8093;155
6331;2015-05-25;8094;165
5665;2015-04-20;8096;160
5665;2015-05-07;8100;160
6728;2015-04-21;8104;180
6730;2015-04-25;8105;165
6919;2015-04-16;8107;180
5484;2015-04-22;8108;240
6237;2015-04-21;8109;225
6400;2015-04-20;8110;195
6728;2015-05-07;8114;180
6730;2015-05-10;8115;155
6237;2015-05-07;8116;205
5484;2015-05-10;8117;215
6919;2015-05-05;8118;195
6400;2015-05-07;8119;195
6400;2015-05-25;8121;225
6728;2015-05-24;8123;150
6730;2015-05-25;8124;150
6237;2015-05-25;8125;275
5484;2015-05-25;8126;200
6919;2015-05-24;8127;210
6300;2015-05-22;8130;180
7211;2015-05-28;8139;319
6368;2015-05-31;8140;280
5292;2015-04-21;8145;300
6788;2015-04-18;8148;225
6390;2015-04-21;8149;140
5240;2015-04-15;8152;150
5877;2015-04-29;8154;240
6390;2015-05-12;8163;150
6788;2015-05-14;8164;235
5240;2015-05-07;8169;140
5292;2015-05-02;8170;285
5877;2015-05-12;8171;240
5292;2015-05-17;8175;255
6788;2015-05-24;8180;245
6390;2015-05-27;8181;155
5877;2015-05-31;8185;230
5240;2015-05-29;8186;165
6255;2015-05-25;8196;245
5765;2015-05-30;8197;190
5816;2015-05-22;8198;150
6648;2015-05-28;8199;259
6759;2015-05-26;8200;285
6665;2015-05-14;8202;320
6711;2015-05-11;8203;200
6737;2015-05-30;8204;160
5653;2015-06-01;8206;180
5768;2015-04-20;8210;240
7082;2015-04-15;8211;205
5768;2015-05-10;8215;220
7082;2015-05-05;8216;175
7082;2015-05-28;8218;210
5768;2015-05-23;8219;255
5379;2015-04-17;8229;150
5379;2015-05-10;8230;150
5379;2015-06-01;8231;140
5221;2015-05-14;8232;207
6387;2015-05-27;8234;220
5660;2015-05-28;8236;185
5497;2015-05-07;8237;168
5365;2015-05-08;8239;211
5365;2015-05-27;8241;243
5497;2015-05-28;8242;181
6375;2015-05-05;8243;200
5722;2015-04-29;8244;190
6320;2015-04-16;8246;250
5208;2015-04-22;8247;195
6395;2015-04-15;8248;205
6402;2015-04-18;8250;225
6320;2015-05-08;8256;255
5722;2015-05-10;8257;190
6395;2015-05-07;8258;190
6402;2015-05-08;8259;215
5208;2015-05-13;8262;195
6175;2015-06-03;8264;185
6375;2015-05-16;8265;215
6375;2015-05-31;8266;225
6320;2015-05-29;8267;225
6395;2015-05-28;8271;215
6402;2015-05-30;8273;250
5208;2015-05-28;8274;225
5722;2015-05-27;8275;195
5635;2015-06-03;8292;240
6125;2015-06-03;8294;225
6151;2015-06-04;8295;240
6966;2015-06-02;8296;200
5636;2015-06-03;8297;205
6889;2015-06-02;8298;125
7288;2015-06-01;8299;270
5383;2015-06-05;8301;210
6152;2015-06-04;8302;240
6733;2015-05-30;8303;285
5711;2015-06-01;8305;260
5829;2015-06-01;8307;230
5140;2015-05-30;8308;150
7231;2015-06-04;8309;247
7318;2015-06-03;8310;263
5659;2015-06-04;8311;205
5950;2015-05-25;8312;270
5996;2015-05-28;8315;270
6312;2015-06-07;8316;225
5665;2015-05-25;8319;160
5115;2015-05-30;8320;320
6222;2015-06-04;8321;225
6453;2015-06-02;8322;195
7146;2015-06-05;8323;195
6184;2015-05-13;8326;260
7146;2015-06-07;8329;190
6184;2015-05-25;8331;255
6246;2015-04-19;8334;205
6977;2015-04-21;8335;205
5309;2015-04-16;8337;240
5670;2015-04-20;8339;120
6464;2015-04-16;8340;270
5997;2015-04-25;8343;200
5318;2015-05-11;8344;255
6497;2015-04-25;8346;180
6182;2015-04-21;8347;220
5971;2015-04-25;8348;210
5672;2015-04-23;8351;195
5387;2015-04-23;8352;260
5388;2015-04-19;8353;220
5775;2015-04-23;8358;210
6228;2015-04-16;8359;175
5165;2015-04-26;8360;218
5777;2015-04-21;8361;300
5312;2015-04-29;8362;260
6849;2015-04-19;8364;225
5142;2015-04-15;8366;275
5939;2015-04-23;8367;155
6181;2015-04-23;8368;220
5142;2015-05-10;8371;310
6977;2015-05-11;8372;195
6849;2015-05-10;8374;186
6246;2015-05-14;8375;195
5309;2015-05-14;8378;255
5318;2015-05-18;8379;285
6464;2015-05-07;8380;285
5997;2015-05-14;8382;220
5971;2015-05-14;8383;215
6181;2015-05-14;8384;240
6182;2015-05-10;8385;195
5939;2015-05-14;8386;165
5387;2015-05-09;8387;260
5672;2015-05-11;8388;245
5388;2015-05-07;8394;215
5777;2015-05-07;8395;295
6228;2015-05-10;8396;215
5165;2015-05-17;8397;195
5775;2015-05-11;8400;180
5312;2015-05-14;8401;235
5670;2015-05-10;8403;155
6497;2015-05-17;8404;180
6246;2015-05-29;8408;240
5142;2015-05-29;8409;315
5309;2015-05-30;8412;195
5318;2015-05-30;8414;300
6464;2015-05-23;8415;345
5997;2015-05-31;8416;245
6497;2015-05-31;8418;195
6181;2015-05-30;8419;210
5971;2015-05-31;8420;210
6182;2015-05-23;8421;210
5939;2015-05-30;8423;180
5387;2015-05-30;8424;269
5388;2015-05-31;8425;205
5672;2015-05-28;8427;265
6228;2015-05-25;8432;195
5777;2015-05-18;8433;300
5312;2015-05-25;8435;235
5775;2015-05-31;8436;210
6977;2015-06-03;8437;220
6849;2015-05-23;8438;250
5670;2015-05-25;8439;160
5165;2015-05-30;8440;189
5840;2015-04-19;8441;210
5840;2015-05-11;8442;195
5840;2015-05-31;8443;185
5623;2015-06-04;8444;135
6824;2015-05-31;8445;225
5443;2015-06-05;8446;168
5228;2015-04-24;8447;210
5228;2015-05-17;8449;230
5228;2015-05-31;8452;170
7567;2015-04-16;8461;285
7567;2015-04-27;8462;215
7567;2015-05-30;8463;140
7182;2015-06-05;8467;253
5826;2015-06-07;8468;330
5942;2015-05-24;8469;260
7105;2015-05-30;8470;210
7262;2015-06-04;8471;180
5169;2015-05-12;8473;270
5151;2015-05-05;8475;240
5677;2015-05-16;8476;310
5169;2015-05-29;8479;270
5151;2015-05-28;8482;270
5677;2015-06-08;8483;320
6339;2015-04-17;8486;240
7079;2015-04-19;8487;155
5760;2015-04-15;8488;255
5676;2015-05-18;8489;165
5371;2015-04-23;8492;175
6819;2015-04-29;8493;295
7079;2015-05-07;8497;185
6339;2015-05-05;8498;280
5371;2015-05-11;8500;165
6819;2015-05-17;8501;290
5760;2015-05-12;8502;245
5676;2015-05-24;8503;180
6339;2015-05-28;8507;300
7079;2015-05-18;8510;170
5760;2015-06-04;8511;230
5371;2015-06-03;8512;175
6819;2015-06-07;8513;290
5676;2015-06-01;8516;165
7225;2015-05-13;8526;240
6746;2015-06-01;8529;295
6272;2015-05-27;8530;180
6168;2015-04-22;8538;205
6922;2015-04-25;8541;200
6144;2015-04-20;8545;205
5449;2015-05-10;8547;130
5813;2015-04-20;8548;195
5967;2015-04-21;8549;220
5338;2015-04-15;8550;215
6168;2015-05-14;8552;194
5449;2015-05-23;8559;120
6922;2015-05-17;8560;195
6144;2015-05-11;8562;200
5338;2015-05-06;8563;270
5967;2015-05-08;8564;210
5813;2015-05-07;8566;240
6168;2015-06-06;8567;170
6922;2015-06-03;8573;190
5967;2015-05-28;8575;230
5813;2015-05-29;8576;180
5449;2015-05-31;8579;165
5338;2015-05-27;8580;220
6144;2015-05-28;8581;220
6162;2015-06-04;8620;235
5820;2015-05-25;8621;210
5653;2015-06-09;8622;165
5872;2015-05-28;8624;260
5451;2015-05-17;8627;275
5451;2015-06-03;8632;250
6883;2015-04-23;8633;225
6952;2015-04-24;8634;240
6230;2015-04-21;8636;230
5308;2015-04-25;8637;210
5786;2015-04-20;8638;195
6121;2015-05-14;8639;360
6120;2015-04-16;8640;225
5737;2015-04-25;8643;400
6843;2015-04-26;8644;195
5377;2015-04-24;8647;205
5376;2015-04-20;8648;210
5785;2015-04-15;8649;240
5941;2015-04-18;8650;210
6883;2015-05-12;8651;270
6952;2015-05-13;8653;345
5786;2015-05-07;8654;190
5308;2015-05-12;8655;210
6121;2015-05-27;8656;390
6230;2015-05-07;8657;195
5737;2015-05-14;8661;360
6120;2015-05-07;8662;265
5941;2015-05-10;8663;200
5377;2015-05-14;8664;230
6843;2015-05-17;8666;250
5376;2015-05-09;8667;195
5785;2015-05-08;8668;205
6883;2015-06-01;8670;290
6121;2015-06-07;8671;385
5786;2015-06-03;8672;195
6230;2015-05-25;8673;215
5737;2015-05-31;8675;300
6843;2015-06-06;8677;270
5377;2015-06-10;8679;205
5941;2015-05-30;8681;185
5785;2015-05-27;8682;180
5376;2015-06-06;8683;190
6952;2015-06-04;8684;315
5308;2015-06-04;8685;270
6120;2015-05-23;8686;270
6159;2015-06-11;8692;115
6975;2015-06-06;8695;230
6259;2015-06-04;8696;175
5393;2015-06-03;8697;275
5774;2015-04-15;8699;260
5307;2015-05-11;8701;130
5622;2015-05-10;8702;255
5266;2015-05-13;8704;205
5446;2015-05-16;8706;125
5265;2015-05-12;8707;106
6255;2015-06-06;8709;255
5307;2015-06-01;8710;120
5622;2015-05-31;8711;250
5774;2015-05-09;8712;245
5265;2015-06-08;8714;135
5266;2015-06-09;8716;165
5446;2015-06-06;8717;135
6255;2015-06-11;8718;185
6986;2015-05-13;8719;170
5968;2015-04-24;8722;300
6770;2015-04-24;8726;225
6835;2015-05-08;8727;265
6241;2015-04-18;8730;175
5232;2015-05-17;8731;210
6490;2015-05-18;8732;265
6925;2015-05-13;8734;225
5968;2015-05-14;8737;300
6986;2015-05-24;8741;165
6770;2015-05-12;8742;225
6835;2015-05-17;8746;280
6241;2015-05-17;8747;185
5232;2015-05-28;8750;180
6925;2015-05-28;8751;210
6490;2015-05-28;8753;275
6986;2015-06-06;8757;150
6835;2015-06-04;8760;200
6770;2015-05-31;8761;280
6241;2015-05-31;8763;200
5232;2015-06-06;8765;195
6490;2015-06-10;8767;270
5968;2015-05-30;8770;325
6925;2015-06-07;8772;200
5749;2015-05-11;8773;295
5750;2015-05-12;8774;270
5750;2015-05-28;8775;285
5749;2015-05-27;8776;320
5750;2015-06-12;8777;265
5749;2015-06-11;8778;295
6163;2015-06-02;8785;180
5854;2015-06-06;8787;276
5288;2015-06-06;8788;225
5286;2015-06-05;8789;225
5817;2015-06-02;8793;260
6207;2015-06-04;8794;160
5817;2015-06-08;8795;245
5161;2015-04-25;8802;165
6910;2015-04-20;8803;270
5481;2015-04-15;8805;180
5305;2015-04-26;8806;305
5160;2015-04-19;8807;170
5481;2015-05-27;8812;190
6910;2015-05-11;8814;270
5305;2015-05-11;8816;270
5161;2015-05-07;8817;180
5160;2015-05-02;8819;160
6910;2015-05-28;8824;250
5481;2015-06-07;8826;160
5305;2015-06-03;8827;265
5160;2015-05-25;8829;200
5161;2015-05-24;8830;180
5623;2015-06-13;8842;185
5311;2015-06-12;8843;186
6131;2015-06-12;8845;255
5703;2015-05-13;8847;310
5703;2015-06-11;8849;285
5262;2015-04-20;8850;170
5493;2015-04-26;8852;380
5707;2015-04-21;8856;290
5262;2015-05-19;8864;180
5493;2015-05-26;8865;300
5707;2015-05-11;8871;340
5262;2015-06-05;8873;175
5493;2015-06-08;8876;330
5707;2015-06-09;8880;300
6689;2015-04-16;8886;210
6692;2015-04-15;8888;240
6689;2015-05-04;8890;215
6692;2015-05-09;8891;225
6692;2015-05-29;8893;255
6689;2015-05-26;8894;195
5490;2015-06-13;8906;215
5635;2015-06-15;8907;240
5383;2015-06-14;8908;205
5279;2015-06-11;8909;260
7173;2015-05-13;8910;285
5789;2015-06-07;8911;185
5937;2015-05-31;8912;230
5790;2015-06-08;8913;170
6712;2015-06-05;8921;195
5658;2015-05-24;8922;285
6712;2015-06-12;8923;210
5658;2015-06-12;8924;300
5695;2015-05-25;8926;280
5712;2015-05-13;8928;225
6423;2015-04-19;8929;170
5216;2015-04-20;8930;150
5695;2015-06-03;8933;330
6423;2015-05-14;8936;160
5712;2015-05-25;8937;215
5216;2015-05-17;8938;180
5695;2015-06-10;8939;290
5712;2015-06-03;8940;210
5216;2015-06-06;8942;195
6423;2015-06-08;8944;170
5414;2015-06-11;8949;160
6668;2015-06-06;8951;235
5337;2015-05-29;8955;155
5337;2015-06-15;8956;140
6177;2015-05-31;8958;235
6660;2015-06-12;8959;269
5249;2015-06-06;8962;150
6927;2015-06-13;8963;255
7273;2015-06-17;8964;214
5398;2015-06-10;8965;325
6914;2015-06-13;8966;277
6500;2015-05-28;8968;260
6500;2015-06-09;8972;309
5832;2015-04-21;8973;236
5831;2015-04-20;8976;200
5247;2015-04-26;8978;315
6714;2015-05-13;8979;210
5121;2015-04-20;8980;165
6795;2015-04-19;8981;240
6794;2015-04-15;8983;220
6694;2015-05-07;8988;180
6920;2015-05-09;8990;195
6280;2015-04-24;8991;270
5858;2015-05-19;8992;180
5832;2015-05-08;8994;220
5831;2015-04-29;8995;195
5858;2015-05-27;8996;195
5121;2015-05-14;8998;160
5247;2015-05-24;8999;285
6714;2015-05-25;9000;200
6794;2015-05-07;9001;225
6795;2015-05-10;9003;250
6694;2015-05-25;9006;180
6920;2015-05-24;9009;210
6280;2015-05-14;9010;255
5831;2015-06-05;9013;180
5832;2015-06-09;9014;200
5121;2015-06-09;9016;120
5858;2015-06-05;9017;210
5247;2015-06-10;9019;285
6714;2015-06-10;9021;200
6794;2015-05-25;9022;230
6795;2015-05-24;9025;240
6694;2015-06-11;9028;190
6280;2015-05-30;9029;240
6920;2015-06-07;9030;210
6872;2015-04-25;9033;210
6872;2015-05-08;9034;240
6872;2015-05-23;9035;255
6824;2015-06-18;9043;240
6162;2015-06-11;9046;225
7182;2015-06-19;9050;225
6235;2015-06-01;9051;170
5374;2015-06-03;9052;185
7231;2015-06-18;9053;225
6766;2015-05-14;9055;240
6483;2015-05-14;9059;295
6766;2015-05-28;9060;195
6483;2015-05-31;9063;285
7147;2015-05-09;9066;125
7108;2015-04-25;9068;280
6891;2015-04-19;9069;140
5172;2015-05-11;9075;196
7276;2015-04-25;9076;185
5146;2015-04-16;9077;240
7276;2015-05-18;9078;190
7108;2015-05-08;9079;285
7147;2015-05-25;9080;150
6891;2015-05-14;9081;115
5172;2015-05-25;9085;230
5146;2015-05-07;9089;270
7276;2015-06-06;9090;195
7108;2015-05-29;9091;260
6891;2015-05-31;9092;100
7147;2015-06-01;9095;165
5146;2015-06-11;9099;290
5172;2015-06-06;9100;205
7283;2015-06-20;9102;295
6300;2015-06-06;9116;225
7099;2015-06-05;9117;385
7104;2015-06-06;9118;230
7098;2015-06-07;9119;395
6354;2015-06-10;9122;230
6749;2015-06-02;9124;245
6975;2015-06-21;9126;240
6321;2015-04-22;9131;290
7087;2015-05-07;9132;190
5893;2015-04-19;9133;315
5855;2015-04-24;9134;315
6679;2015-04-25;9136;190
5855;2015-05-18;9139;340
7087;2015-05-23;9140;205
5893;2015-05-10;9141;300
6679;2015-05-17;9145;175
6321;2015-05-10;9146;285
5855;2015-06-18;9147;360
6321;2015-06-11;9148;242
6679;2015-05-31;9149;190
5893;2015-05-27;9150;315
7087;2015-06-18;9154;185
5204;2015-04-23;9158;310
5204;2015-05-07;9159;325
5204;2015-05-28;9160;310
6785;2015-05-28;9163;300
5667;2015-04-21;9165;185
5306;2015-04-19;9168;150
5391;2015-05-24;9169;301
5920;2015-04-22;9170;285
5920;2015-05-17;9171;240
5667;2015-05-14;9173;175
6785;2015-06-11;9174;270
5391;2015-05-31;9177;251
5306;2015-05-08;9179;160
5920;2015-05-31;9180;260
5667;2015-05-29;9181;200
6785;2015-06-18;9183;255
5391;2015-06-15;9185;219
5306;2015-05-30;9186;145
7173;2015-06-03;9192;305
5384;2015-06-18;9194;380
7173;2015-06-17;9195;315
5221;2015-05-31;9203;204
6358;2015-05-29;9211;255
6899;2015-05-09;9213;105
6898;2015-05-10;9217;150
5179;2015-04-23;9219;155
5259;2015-04-15;9222;170
5995;2015-04-21;9223;180
7102;2015-05-10;9224;280
5438;2015-05-02;9226;195
6358;2015-06-08;9232;260
6899;2015-05-16;9236;135
5179;2015-05-08;9238;145
6898;2015-05-24;9239;180
5438;2015-05-30;9240;240
5259;2015-05-10;9242;200
5995;2015-05-08;9245;245
7102;2015-05-24;9246;285
7102;2015-06-04;9250;260
6358;2015-06-22;9254;255
6899;2015-05-23;9260;135
6898;2015-06-21;9261;180
5179;2015-05-25;9263;145
5438;2015-06-21;9264;240
5995;2015-05-28;9265;270
5259;2015-06-02;9266;175
6163;2015-06-17;9272;195
6125;2015-06-22;9273;215
6416;2015-06-24;9274;275
6312;2015-06-26;9276;215
6159;2015-06-27;9277;120
6483;2015-06-19;9278;255
6433;2015-06-20;9279;235
7317;2015-06-24;9280;210
5621;2015-06-19;9281;240
5854;2015-06-21;9282;273
6963;2015-06-20;9284;180
6996;2015-06-20;9288;220
7288;2015-06-26;9290;230
7193;2015-06-26;9292;240
5398;2015-06-24;9293;395
5451;2015-06-24;9294;290
5620;2015-06-18;9295;165
5620;2015-06-24;9296;155
5809;2015-06-07;9298;255
6414;2015-06-08;9299;150
5915;2015-05-24;9301;320
5915;2015-06-08;9302;285
6414;2015-06-22;9304;160
5809;2015-06-24;9306;245
5330;2015-04-21;9327;205
5459;2015-05-08;9329;225
6882;2015-05-04;9330;215
5632;2015-05-17;9334;245
7209;2015-05-09;9335;240
7073;2015-04-20;9337;270
6240;2015-04-19;9340;260
5795;2015-05-14;9343;255
6439;2015-04-21;9344;220
5633;2015-05-16;9346;295
5330;2015-05-11;9347;210
5459;2015-05-27;9348;200
6882;2015-05-19;9351;220
5633;2015-05-23;9353;257
5632;2015-05-24;9354;279
7209;2015-05-25;9355;255
5795;2015-05-25;9361;230
6240;2015-05-14;9362;235
6439;2015-05-05;9363;220
7073;2015-05-26;9365;240
6882;2015-05-28;9370;220
5330;2015-06-04;9371;190
5459;2015-06-12;9372;225
5632;2015-06-21;9373;258
5633;2015-06-20;9374;252
7209;2015-06-07;9377;253
7073;2015-06-20;9379;300
6240;2015-05-30;9381;290
5795;2015-06-07;9384;195
6439;2015-05-29;9385;210
7273;2015-06-27;9391;194
5986;2015-05-28;9395;235
7075;2015-06-06;9397;283
5986;2015-06-10;9400;215
7075;2015-06-24;9403;270
7283;2015-06-29;9441;305
5854;2015-06-29;9442;284
6862;2015-06-11;9443;250
6988;2015-05-23;9444;270
6862;2015-06-20;9450;260
6988;2015-06-25;9451;255
6684;2015-04-22;9455;200
5687;2015-05-17;9460;270
6697;2015-04-28;9461;300
7176;2015-05-11;9462;182
6684;2015-05-10;9465;247
7176;2015-06-12;9468;240
5687;2015-06-07;9469;140
6697;2015-05-19;9470;330
6684;2015-05-30;9471;230
5687;2015-06-22;9476;270
6697;2015-06-05;9477;300
7176;2015-06-27;9478;225
7254;2015-06-06;9499;345
7225;2015-06-08;9500;270
7254;2015-06-26;9503;315
7225;2015-06-27;9505;180
7210;2015-06-11;9507;360
7208;2015-06-05;9508;420
5151;2015-06-12;9534;285
5169;2015-06-16;9535;255
6444;2015-05-10;9539;385
6369;2015-05-08;9540;225
6837;2015-05-11;9541;225
7189;2015-05-10;9542;267
7220;2015-05-07;9543;240
7189;2015-05-24;9546;266
6837;2015-05-28;9548;240
7220;2015-06-09;9549;240
6369;2015-05-29;9550;285
6444;2015-05-30;9551;380
7189;2015-06-21;9552;322
6837;2015-06-05;9554;235
6369;2015-06-29;9555;255
6444;2015-06-28;9557;375
7220;2015-06-17;9558;269
7217;2015-05-08;9559;210
7217;2015-05-28;9560;180
7217;2015-06-10;9561;180
5424;2015-06-25;9574;225
5383;2015-06-30;9575;215
5635;2015-06-29;9577;240
5362;2015-05-25;9578;165
5490;2015-06-30;9579;210
5761;2015-06-27;9583;240
5814;2015-06-04;9589;240
5989;2015-06-26;9590;245
6435;2015-06-09;9592;265
6442;2015-06-25;9594;300
7165;2015-06-25;9595;240
7280;2015-06-26;9596;180
6435;2015-06-29;9597;195
6442;2015-07-02;9599;300
7165;2015-07-02;9601;210
7280;2015-07-03;9602;210
5814;2015-06-22;9603;285
5989;2015-07-03;9604;247
6971;2015-05-18;9606;325
7264;2015-05-10;9608;185
6210;2015-05-14;9609;265
6657;2015-05-17;9612;300
6316;2015-05-13;9614;195
6305;2015-05-25;9617;265
7264;2015-06-01;9626;175
6210;2015-06-03;9627;320
6657;2015-05-24;9628;300
6971;2015-05-25;9630;300
6316;2015-05-29;9637;180
6305;2015-06-06;9638;280
6971;2015-07-01;9640;310
7264;2015-06-12;9644;200
6657;2015-06-30;9645;270
6316;2015-06-17;9648;180
6305;2015-06-25;9650;280
6210;2015-06-21;9653;265
6299;2015-04-21;9655;225
6299;2015-05-13;9657;235
6299;2015-06-09;9659;255
7157;2015-06-26;9677;330
5636;2015-06-22;9678;205
6332;2015-06-08;9679;225
5622;2015-06-14;9680;270
6207;2015-06-25;9683;155
6259;2015-06-26;9684;220
5422;2015-06-18;9685;200
5422;2015-07-01;9686;210
5985;2015-06-20;9687;270
5458;2015-06-22;9689;245
5458;2015-07-06;9690;190
5393;2015-06-21;9692;209
5393;2015-07-02;9693;240
5985;2015-06-28;9694;255
6935;2015-04-30;9695;270
6744;2015-04-22;9696;210
6935;2015-05-15;9697;255
6744;2015-05-07;9698;255
6744;2015-05-21;9699;270
6935;2015-06-02;9700;255
6466;2015-06-28;9708;300
7067;2015-06-12;9709;225
5774;2015-05-30;9711;225
6713;2015-06-27;9714;285
6713;2015-07-06;9715;300
7067;2015-06-30;9716;180
6315;2015-05-13;9720;205
6995;2015-05-08;9721;285
6995;2015-06-06;9722;310
6315;2015-06-04;9724;205
6995;2015-06-25;9726;325
6315;2015-06-18;9727;220
7157;2015-07-05;9728;330
7312;2015-06-28;9729;225
7312;2015-07-02;9731;195
6162;2015-07-03;9734;210
7193;2015-07-07;9737;240
6996;2015-07-10;9738;190
6963;2015-07-10;9740;205
7317;2015-07-09;9742;155
6826;2015-07-08;9744;195
5761;2015-07-06;9745;245
7288;2015-07-07;9746;255
6433;2015-07-04;9747;240
6467;2015-06-06;9749;240
6913;2015-06-07;9750;240
5755;2015-06-11;9755;235
5804;2015-06-09;9757;220
6154;2015-06-17;9758;265
5987;2015-06-01;9759;330
6825;2015-06-18;9760;196
5993;2015-06-21;9761;213
6467;2015-07-03;9763;230
6913;2015-07-04;9764;245
5804;2015-06-30;9765;210
5987;2015-06-25;9768;320
6825;2015-06-25;9770;192
5755;2015-06-30;9771;225
6154;2015-07-06;9776;239
5993;2015-07-06;9777;212
5349;2015-04-19;9778;155
5352;2015-04-23;9782;195
6361;2015-05-18;9783;285
7194;2015-04-23;9784;200
7198;2015-04-24;9787;200
7100;2015-05-17;9788;235
5787;2015-04-15;9790;200
6302;2015-05-06;9793;200
6202;2015-05-09;9794;345
5625;2015-04-24;9795;225
5643;2015-04-22;9796;240
6349;2015-04-20;9798;180
5349;2015-05-10;9801;135
7198;2015-06-02;9803;195
6361;2015-06-05;9804;375
6302;2015-05-27;9809;205
7100;2015-06-03;9810;235
5787;2015-05-11;9814;210
6202;2015-06-20;9816;270
6349;2015-05-16;9817;220
5625;2015-05-17;9818;225
7194;2015-05-29;9820;220
5643;2015-05-12;9821;230
7194;2015-06-04;9823;210
5349;2015-05-31;9825;165
6361;2015-07-02;9827;305
7198;2015-06-05;9831;215
7100;2015-06-11;9832;235
5787;2015-05-28;9833;210
6349;2015-06-10;9838;200
5643;2015-06-05;9839;240
6202;2015-06-26;9840;255
5625;2015-06-06;9841;225
6302;2015-06-18;9842;220
5352;2015-05-17;9843;210
5352;2015-06-09;9844;225
6914;2015-06-26;9845;297
5471;2015-06-11;9846;230
6915;2015-06-27;9848;218
7313;2015-06-25;9849;120
5487;2015-06-25;9850;240
6915;2015-07-07;9851;234
7313;2015-07-07;9852;125
5487;2015-07-07;9854;250
5281;2015-05-17;9856;210
6264;2015-06-13;9858;245
6360;2015-06-04;9859;270
5281;2015-06-05;9860;200
6264;2015-06-26;9863;285
6360;2015-06-26;9864;300
6264;2015-07-05;9865;295
6360;2015-07-06;9868;315
5281;2015-06-18;9869;195
7289;2015-06-05;9870;250
7289;2015-07-04;9871;250
5368;2015-04-15;9875;230
5368;2015-05-10;9876;250
6826;2015-07-13;9877;225
6665;2015-06-28;9878;345
5988;2015-06-26;9879;195
7162;2015-06-24;9880;230
7311;2015-07-01;9881;240
5988;2015-07-05;9883;150
7162;2015-07-07;9884;220
7311;2015-07-09;9886;270
7290;2015-06-05;9887;150
6427;2015-05-31;9888;250
6427;2015-06-26;9891;270
7290;2015-06-27;9892;210
6427;2015-07-02;9894;256
7290;2015-07-03;9895;210
6824;2015-06-27;9902;225
6866;2015-07-07;9904;165
6416;2015-07-06;9908;130
6962;2015-06-05;9910;255
5457;2015-06-29;9911;255
6152;2015-06-24;9912;285
6151;2015-06-26;9913;195
6475;2015-06-28;9917;180
6475;2015-07-11;9918;180
6962;2015-07-07;9921;200
6152;2015-07-08;9923;150
5457;2015-07-09;9925;230
6151;2015-07-08;9926;240
5316;2015-04-23;9927;250
6845;2015-04-24;9928;170
5697;2015-04-20;9931;195
5316;2015-05-29;9935;220
6845;2015-05-14;9937;170
5697;2015-05-09;9939;185
5316;2015-06-19;9942;240
6845;2015-05-27;9944;155
5697;2015-05-26;9946;190
7262;2015-07-12;9958;195
5696;2015-06-26;9959;130
7320;2015-06-22;9960;240
6864;2015-06-24;9961;270
5960;2015-05-29;9962;210
6955;2015-07-02;9963;170
6822;2015-06-26;9966;225
5696;2015-07-11;9968;180
7320;2015-07-09;9969;240
5960;2015-07-10;9970;210
6822;2015-07-10;9971;235
6955;2015-07-10;9972;180
6864;2015-07-07;9974;195
6893;2015-05-07;9975;225
6487;2015-04-19;9976;240
5957;2015-04-29;9977;180
6487;2015-05-14;9978;250
6893;2015-05-18;9979;235
5957;2015-05-18;9980;175
5957;2015-06-11;9981;185
6487;2015-05-31;9982;230
6893;2015-05-31;9983;215
5368;2015-05-28;10004;220
6445;2015-04-26;10005;300
6445;2015-05-16;10006;295
6445;2015-05-30;10007;270
7296;2015-06-26;10012;240
6480;2015-06-30;10013;270
7170;2015-06-24;10014;180
6708;2015-06-22;10017;295
5491;2015-06-07;10020;180
7170;2015-07-11;10021;195
5491;2015-06-27;10027;300
6708;2015-06-29;10028;287
6480;2015-07-09;10030;255
7214;2015-05-14;10031;245
7214;2015-06-27;10032;254
5794;2015-04-20;10033;255
5419;2015-05-05;10034;190
5794;2015-05-18;10038;260
5419;2015-05-12;10039;230
5419;2015-05-25;10042;225
5794;2015-06-09;10043;255
6866;2015-07-18;10045;269
6466;2015-07-17;10046;280
7296;2015-07-05;10048;255
7279;2015-06-26;10071;255
5991;2015-07-08;10072;220
