"site";"date";"survey";"time"
6661;2013-07-06;3028;180
6337;2013-06-05;3031;165
6447;2013-04-15;3035;195
5335;2013-05-13;3040;283
5335;2013-06-02;3041;277
5335;2013-06-15;3042;245
6447;2013-05-09;3043;210
6447;2013-06-10;3044;255
5461;2013-06-23;3045;190
5461;2013-07-02;3046;200
5946;2013-06-13;3047;195
5946;2013-07-07;3048;255
6214;2013-06-23;3051;270
7275;2013-05-09;3053;255
7275;2013-06-08;3054;280
7275;2013-06-30;3055;290
6214;2013-07-06;3056;255
6926;2013-06-07;3061;210
6926;2013-06-27;3062;225
6926;2013-07-04;3063;225
6833;2013-06-20;3064;195
6833;2013-07-08;3065;190
6833;2013-07-15;3066;215
5415;2013-04-14;3070;220
5415;2013-05-15;3076;205
5415;2013-06-09;3077;215
5977;2013-06-15;3087;180
5977;2013-07-06;3088;195
5150;2013-05-08;3089;360
5150;2013-06-06;3090;360
5150;2013-07-01;3091;300
6979;2013-04-25;3103;150
6979;2013-05-26;3104;150
6979;2013-06-25;3105;150
6974;2013-07-06;3109;190
6974;2013-07-17;3110;175
7093;2013-07-04;3114;245
7093;2013-07-12;3115;220
6115;2013-06-12;3124;282
6115;2013-07-12;3125;300
5801;2013-07-01;3126;230
5801;2013-07-14;3127;210
5910;2013-06-25;3128;295
5910;2013-07-12;3129;285
7156;2013-06-18;3130;285
7156;2013-06-25;3131;300
7156;2013-07-01;3132;310
6265;2013-06-18;3148;270
6265;2013-07-01;3149;250
6441;2013-06-04;3150;360
6441;2013-06-17;3152;300
6441;2013-07-02;3153;280
6809;2013-04-14;3159;185
6809;2013-05-09;3160;197
6809;2013-06-13;3161;163
6753;2013-04-24;3162;255
6753;2013-05-14;3163;260
6753;2013-06-04;3164;255
6658;2013-07-05;3166;220
6658;2013-07-16;3167;205
5899;2013-07-05;3170;180
5899;2013-07-13;3171;185
6989;2013-06-23;3181;300
6989;2013-07-09;3182;285
6206;2013-06-23;3199;165
5958;2013-07-07;3200;265
5958;2013-07-12;3201;240
7158;2013-06-09;3208;375
7158;2013-06-30;3209;300
7232;2013-07-06;3210;295
7232;2013-07-12;3211;300
7233;2013-07-11;3212;360
7250;2013-07-08;3213;375
7295;2013-07-05;3214;300
7295;2013-07-10;3215;300
7222;2013-06-18;3216;480
7222;2013-07-06;3217;360
6801;2013-04-17;3218;195
6801;2013-05-08;3219;180
6801;2013-06-13;3220;225
6947;2013-05-14;3231;270
6947;2013-06-06;3232;270
6947;2013-06-18;3233;240
6831;2013-06-05;3236;270
6831;2013-06-25;3237;270
6768;2013-05-22;3240;255
6767;2013-06-16;3243;270
6767;2013-07-04;3244;300
6768;2013-06-13;3245;255
6768;2013-06-27;3246;255
6206;2013-07-07;3249;145
5931;2013-04-18;3259;285
5931;2013-05-08;3261;255
5931;2013-06-06;3262;240
5925;2013-06-08;3263;260
5925;2013-06-23;3264;270
5925;2013-07-05;3265;240
5453;2013-04-17;3266;275
5453;2013-05-27;3267;255
5453;2013-06-13;3268;235
6145;2013-04-15;3270;195
6145;2013-05-05;3271;190
6948;2013-04-25;3275;235
6948;2013-05-11;3276;230
6661;2013-07-12;3278;190
6948;2013-06-16;3279;210
5630;2013-07-06;3280;295
6145;2013-06-08;3281;195
5630;2013-07-13;3284;300
6836;2013-07-07;3285;250
6836;2013-07-15;3286;240
5911;2013-07-04;3289;270
5911;2013-07-15;3290;300
6465;2013-05-26;3307;235
6465;2013-06-16;3308;190
6465;2013-06-28;3309;230
5966;2013-04-21;3340;225
5966;2013-05-26;3341;230
5966;2013-06-11;3342;255
6122;2013-04-24;3355;245
6122;2013-05-27;3356;275
6122;2013-06-12;3357;275
5423;2013-07-01;3360;235
5423;2013-07-14;3361;230
6156;2013-06-05;3364;185
6156;2013-06-25;3365;180
6156;2013-07-15;3366;140
5499;2013-06-18;3367;180
5499;2013-06-28;3368;210
5499;2013-07-05;3369;175
5450;2013-04-14;3373;170
5450;2013-06-22;3374;150
5450;2013-07-07;3375;180
6994;2013-04-26;3378;300
6994;2013-06-05;3379;330
6994;2013-06-13;3380;330
7183;2013-05-31;3381;205
7183;2013-06-16;3382;300
7183;2013-07-06;3383;305
5738;2013-04-18;3387;270
5738;2013-05-08;3388;305
5738;2013-06-12;3389;310
5740;2013-04-24;3390;270
5740;2013-05-11;3391;300
5740;2013-06-15;3392;320
6364;2013-05-02;3397;233
6364;2013-05-28;3398;215
6364;2013-06-04;3399;219
6823;2013-05-18;3402;235
6823;2013-06-16;3403;230
6823;2013-07-06;3404;205
7095;2013-07-01;3405;190
7235;2013-06-26;3406;270
7095;2013-07-14;3407;250
7235;2013-07-05;3408;280
7235;2013-07-18;3409;245
6726;2013-04-14;3413;240
6726;2013-05-05;3414;255
6726;2013-06-09;3415;255
7190;2013-06-30;3416;330
7190;2013-07-21;3417;270
7191;2013-06-01;3418;300
7191;2013-06-29;3419;270
7191;2013-07-20;3420;270
6425;2013-06-06;3426;250
6425;2013-06-26;3427;230
6425;2013-07-19;3428;225
6693;2013-04-13;3431;180
6693;2013-05-03;3432;180
6693;2013-05-20;3434;180
6813;2013-04-25;3441;100
6813;2013-05-14;3442;105
6813;2013-06-02;3443;105
7076;2013-05-04;3450;300
7076;2013-05-18;3451;150
7076;2013-06-08;3452;120
7260;2013-05-04;3456;180
7260;2013-05-18;3457;180
7260;2013-06-08;3458;180
6304;2013-06-14;3464;245
6304;2013-07-13;3465;200
6243;2013-04-25;3469;195
6243;2013-05-18;3470;195
7200;2013-05-27;3474;210
7200;2013-06-12;3475;225
7200;2013-07-10;3477;225
6243;2013-06-05;3478;180
5202;2013-04-29;3479;215
5202;2013-05-18;3480;135
5202;2013-06-06;3481;165
5185;2013-04-18;3482;240
5185;2013-05-09;3483;240
5185;2013-06-07;3484;240
6797;2013-04-15;3494;210
6797;2013-05-06;3495;200
6797;2013-06-05;3496;185
5342;2013-07-09;3497;300
6197;2013-05-04;3511;240
6197;2013-06-02;3512;270
5431;2013-04-23;3529;240
5431;2013-05-21;3530;190
5431;2013-06-12;3531;220
5434;2013-04-18;3532;200
5434;2013-05-12;3533;210
5434;2013-06-08;3534;195
7278;2013-06-19;3535;300
7278;2013-06-26;3536;250
6303;2013-05-11;3542;280
6303;2013-05-24;3543;300
6303;2013-06-17;3544;280
6233;2013-05-11;3555;220
6233;2013-05-25;3557;240
7177;2013-06-18;3561;229
7177;2013-07-06;3562;222
6646;2013-05-14;3573;210
6646;2013-05-28;3574;225
6646;2013-06-06;3575;240
6651;2013-05-05;3590;260
6651;2013-05-12;3591;255
6651;2013-06-08;3592;260
6396;2013-04-15;3593;215
6396;2013-05-07;3594;230
6396;2013-06-03;3595;232
6875;2013-05-18;3605;240
6875;2013-06-09;3606;270
6875;2013-07-05;3607;270
6874;2013-06-15;3621;195
6874;2013-07-06;3622;150
6330;2013-04-21;3623;160
6330;2013-05-20;3624;180
6330;2013-06-08;3625;195
7203;2013-06-05;3626;220
7314;2013-06-23;3629;240
7314;2013-07-13;3631;305
7203;2013-06-20;3632;220
7203;2013-07-06;3633;275
6201;2013-07-04;3637;200
6201;2013-07-31;3638;175
7204;2013-06-09;3639;220
7204;2013-06-23;3640;230
7204;2013-07-06;3641;265
5236;2013-04-17;3654;210
5236;2013-05-15;3655;180
5236;2013-06-18;3656;210
5340;2013-05-13;3668;260
5340;2013-05-20;3669;260
5340;2013-06-06;3670;255
6855;2013-05-15;3704;180
6855;2013-05-20;3705;180
6855;2013-06-12;3706;180
6807;2013-04-24;3711;180
6807;2013-05-18;3712;180
6807;2013-06-09;3713;180
7169;2013-05-18;3714;191
7169;2013-06-05;3715;227
7169;2013-06-15;3716;186
5469;2013-04-26;3723;175
5469;2013-05-14;3724;210
5469;2013-06-08;3725;150
6270;2013-05-06;3741;150
6270;2013-06-06;3746;180
6270;2013-06-18;3747;180
5354;2013-04-17;3765;225
5354;2013-05-14;3766;210
5354;2013-06-05;3767;195
6876;2013-06-08;3771;240
6876;2013-06-17;3772;225
6876;2013-07-02;3773;225
6489;2013-06-21;3788;330
6489;2013-06-30;3789;330
6489;2013-07-07;3790;315
5679;2013-04-15;3800;210
5679;2013-05-20;3801;240
5679;2013-06-03;3802;195
7092;2013-04-16;3806;125
7092;2013-05-03;3807;170
7092;2013-06-08;3809;190
6477;2013-06-30;3810;375
6477;2013-07-16;3811;375
5323;2013-04-15;3825;120
5323;2013-05-21;3826;120
5323;2013-06-01;3827;120
7187;2013-06-23;3828;300
7187;2013-06-30;3830;275
6277;2013-04-24;3850;105
6277;2013-05-13;3851;105
6277;2013-06-04;3854;135
6956;2013-05-18;3859;120
6956;2013-07-05;3860;150
5324;2013-04-25;3875;180
5324;2013-05-12;3876;180
5324;2013-06-07;3877;180
5325;2013-05-05;3879;200
5325;2013-06-08;3880;180
5427;2013-04-21;3899;240
5427;2013-05-09;3900;240
5427;2013-06-16;3901;240
5883;2014-04-16;3922;200
6287;2013-04-24;3927;150
6287;2013-05-06;3928;150
6287;2013-05-16;3929;180
6231;2014-04-18;3933;210
6232;2014-04-20;3934;210
5882;2014-04-18;3936;250
5715;2014-04-17;3941;215
6313;2014-04-21;3942;275
6430;2014-04-16;3945;225
6736;2014-04-18;3946;140
5903;2014-04-15;3947;235
6929;2014-04-15;3948;180
6734;2014-04-15;3949;210
5779;2014-04-20;3952;134
5938;2014-04-25;3953;210
6178;2014-04-20;3954;270
7145;2014-04-19;3955;280
5969;2014-04-21;3956;210
6173;2014-04-21;3957;195
5328;2014-04-22;3959;270
6350;2014-04-17;3962;270
6355;2014-04-18;3965;265
7091;2014-04-26;3968;230
7307;2014-04-27;3969;195
7090;2014-04-25;3970;240
5445;2014-04-26;3973;220
5260;2014-04-24;3977;205
5133;2014-04-25;3978;225
5824;2014-04-23;3980;290
5825;2014-04-24;3982;315
6208;2014-05-01;3991;290
5256;2014-04-22;4000;176
5716;2014-04-17;4001;280
5716;2014-05-01;4002;260
5255;2014-04-24;4005;180
5779;2014-05-04;4012;155
5819;2014-04-16;4020;200
5657;2014-05-04;4021;180
5819;2014-04-29;4022;180
7307;2014-05-04;4025;197
5824;2014-05-06;4029;280
5392;2014-05-05;4032;209
7297;2014-05-05;4034;295
5174;2014-04-19;4039;220
5229;2014-04-20;4046;225
6736;2014-05-06;4064;170
6294;2014-04-20;4071;215
6178;2014-05-04;4073;265
6355;2014-05-01;4075;265
6353;2014-04-24;4076;240
6386;2014-04-16;4078;150
5673;2014-04-20;4079;320
7127;2014-04-16;4081;185
6884;2014-04-17;4082;135
6885;2014-04-18;4083;170
7127;2014-04-23;4085;170
6884;2014-04-24;4086;130
6885;2014-04-25;4087;165
6386;2014-05-05;4089;175
7269;2014-04-15;4097;165
7269;2014-04-22;4098;160
5871;2014-04-23;4102;185
6965;2014-04-17;4105;290
6232;2014-05-10;4108;245
5882;2014-05-08;4110;200
6965;2014-05-06;4111;285
6683;2014-04-25;4112;135
5870;2014-04-18;4114;155
5870;2014-05-04;4116;145
7090;2014-05-09;4119;300
5830;2014-04-18;4127;200
5830;2014-05-08;4128;210
5938;2014-05-10;4129;216
7091;2014-05-10;4130;240
5455;2014-04-18;4132;180
5821;2014-04-17;4139;200
5823;2014-04-27;4140;195
5720;2014-04-25;4143;190
5806;2014-04-17;4144;245
6172;2014-05-06;4146;210
5821;2014-05-04;4149;210
5806;2014-05-10;4151;240
5883;2014-05-10;4157;240
6934;2014-04-17;4159;330
6724;2014-05-08;4160;325
6934;2014-05-09;4161;360
5662;2014-04-17;4174;220
5673;2014-05-08;4175;270
5293;2014-04-16;4178;187
6275;2014-04-16;4179;155
5982;2014-05-06;4180;210
5662;2014-05-10;4183;210
5295;2014-05-06;4184;170
6275;2014-05-10;4185;180
5293;2014-05-10;4187;170
5882;2014-05-16;4204;195
5883;2014-05-18;4205;240
6313;2014-05-18;4206;290
5255;2014-05-09;4214;170
5771;2014-04-15;4215;250
5770;2014-04-17;4217;235
6218;2014-04-24;4218;228
6219;2014-04-26;4219;277
6186;2014-04-15;4221;220
6869;2014-05-05;4226;315
6231;2014-05-16;4227;205
6430;2014-05-09;4228;285
5285;2014-04-17;4230;219
6218;2014-05-06;4231;246
5770;2014-05-10;4232;240
5771;2014-05-05;4233;270
6186;2014-05-05;4235;190
5285;2014-05-15;4238;175
6219;2014-05-05;4239;255
5656;2014-05-18;4240;230
5256;2014-05-14;4247;146
6350;2014-05-08;4251;275
6355;2014-05-15;4253;260
5328;2014-05-19;4254;270
5229;2014-05-18;4263;250
5153;2014-05-06;4266;210
5152;2014-04-21;4267;180
5167;2014-04-26;4268;195
6173;2014-05-19;4274;185
7297;2014-05-21;4276;341
5825;2014-05-21;4277;335
6129;2014-05-05;4278;250
6128;2014-05-08;4279;245
7145;2014-05-19;4280;281
6736;2014-05-21;4281;187
7257;2014-05-01;4283;277
5657;2014-05-18;4284;220
6178;2014-05-18;4287;290
5664;2014-04-18;4288;175
5839;2014-04-24;4289;255
5489;2014-04-20;4291;180
6130;2014-04-17;4292;225
5664;2014-05-06;4293;180
5839;2014-05-16;4294;220
5489;2014-05-08;4295;205
6130;2014-05-06;4297;235
5489;2014-05-19;4298;195
5664;2014-05-19;4299;190
6219;2014-05-20;4303;260
6218;2014-05-21;4304;210
6167;2014-05-19;4305;220
5903;2014-05-20;4309;235
5819;2014-05-13;4315;195
5982;2014-05-22;4317;240
5934;2014-05-20;4318;290
5701;2014-05-21;4319;330
6294;2014-05-17;4322;250
5139;2014-04-26;4327;180
6186;2014-05-20;4330;225
5654;2014-05-24;4331;215
6232;2014-05-25;4332;270
5139;2014-05-19;4335;165
5830;2014-05-18;4339;205
6669;2014-04-18;4341;240
6667;2014-04-29;4342;230
6667;2014-05-05;4343;235
6669;2014-05-05;4344;195
6638;2014-04-15;4351;210
6372;2014-04-26;4352;255
5392;2014-05-23;4353;179
6323;2014-04-16;4355;88
5686;2014-05-06;4356;240
6916;2014-05-25;4358;275
5685;2014-05-18;4359;270
6208;2014-05-26;4364;165
6638;2014-05-05;4367;240
6372;2014-05-10;4368;275
5686;2014-05-20;4369;225
6323;2014-05-20;4371;134
6367;2014-05-06;4373;232
6189;2014-04-17;4374;220
6365;2014-05-05;4375;179
6189;2014-05-04;4376;210
6638;2014-05-19;4377;225
6189;2014-05-22;4379;225
6372;2014-05-21;4380;280
5133;2014-05-18;4382;270
5260;2014-05-17;4383;235
5445;2014-05-19;4387;205
5174;2014-05-18;4388;215
6430;2014-05-21;4391;270
6929;2014-05-22;4392;190
6683;2014-05-17;4393;194
6850;2014-04-26;4394;195
5674;2014-04-15;4396;140
6734;2014-05-22;4397;185
6850;2014-05-10;4398;210
5674;2014-05-04;4399;165
5674;2014-05-22;4400;170
6850;2014-05-24;4401;170
6455;2014-05-28;4404;175
6386;2014-05-25;4406;165
6980;2014-05-17;4407;340
6350;2014-05-21;4410;250
6698;2014-05-25;4411;260
6353;2014-05-16;4412;245
5823;2014-05-11;4415;195
5673;2014-05-24;4417;315
6208;2014-05-29;4418;240
6984;2014-04-16;4430;260
6984;2014-05-09;4431;285
5716;2014-05-29;4435;280
5969;2014-05-17;4441;210
7090;2014-05-29;4444;285
7284;2014-05-25;4445;215
7297;2014-06-01;4447;327
7091;2014-05-30;4448;230
5392;2014-05-31;4449;195
7307;2014-05-31;4450;185
5229;2014-05-29;4451;255
6388;2014-04-16;4453;150
6380;2014-04-18;4454;210
5811;2014-04-26;4455;245
6420;2014-04-17;4457;165
6478;2014-04-18;4459;135
6987;2014-05-10;4462;240
7081;2014-04-16;4463;180
6225;2014-04-17;4465;228
5835;2014-04-20;4469;220
6803;2014-04-20;4470;200
6792;2014-04-16;4471;250
6388;2014-05-10;4474;180
5811;2014-05-10;4475;265
6380;2014-05-01;4476;190
6478;2014-05-10;4477;130
6420;2014-05-11;4480;150
6987;2014-05-18;4481;250
5835;2014-05-10;4485;205
7081;2014-05-04;4487;180
6792;2014-05-01;4489;245
6803;2014-05-10;4491;180
6225;2014-05-05;4496;245
6388;2014-05-24;4497;180
5811;2014-05-25;4499;270
6478;2014-05-24;4500;165
6420;2014-05-25;4501;180
6225;2014-05-24;4507;245
7081;2014-05-26;4509;200
5835;2014-05-25;4511;210
6792;2014-05-24;4515;235
6380;2014-05-25;4516;210
6987;2014-05-25;4517;240
6803;2014-05-18;4518;195
5231;2014-05-08;4520;120
6851;2014-04-15;4522;230
6851;2014-05-04;4524;255
5231;2014-05-22;4525;150
5982;2014-06-01;4529;250
5701;2014-05-31;4532;290
7301;2014-04-16;4538;270
6352;2014-04-25;4540;310
6116;2014-05-08;4543;250
6116;2014-05-19;4544;280
7301;2014-05-05;4546;210
6352;2014-05-05;4549;210
6116;2014-06-02;4553;275
6352;2014-05-30;4555;190
7301;2014-05-24;4556;125
6663;2014-04-25;4560;240
5399;2014-04-22;4561;255
6796;2014-04-22;4562;190
5399;2014-05-06;4563;285
6796;2014-05-06;4564;220
6663;2014-05-20;4565;230
5492;2014-05-30;4568;245
5824;2014-06-03;4569;285
6980;2014-05-29;4570;305
5657;2014-05-31;4571;285
6353;2014-05-28;4573;210
5662;2014-05-30;4576;220
5806;2014-05-28;4578;245
5853;2014-05-05;4579;195
5852;2014-05-06;4580;250
5871;2014-05-17;4585;165
5715;2014-05-12;4586;185
5853;2014-05-22;4587;223
5852;2014-05-20;4588;250
5715;2014-05-22;4592;175
5871;2014-05-26;4593;245
6394;2014-04-29;4597;175
6787;2014-04-17;4599;200
6840;2014-04-17;4600;265
6286;2014-04-18;4602;165
5314;2014-04-26;4603;210
6472;2014-04-22;4605;220
6820;2014-04-17;4607;300
5626;2014-05-04;4608;140
6787;2014-05-05;4609;190
6286;2014-05-10;4612;170
6840;2014-05-20;4613;220
5314;2014-05-10;4615;220
6820;2014-05-06;4616;275
5626;2014-05-18;4618;165
6394;2014-05-19;4620;158
6472;2014-05-08;4621;230
6394;2014-06-02;4622;176
6840;2014-05-29;4624;255
6787;2014-05-29;4626;190
6286;2014-05-25;4629;185
5314;2014-05-25;4630;210
6472;2014-05-29;4631;225
5626;2014-05-29;4632;180
6820;2014-05-29;4633;240
5825;2014-06-04;4635;315
6934;2014-05-31;4642;330
6294;2014-05-31;4643;270
6340;2014-04-17;4648;260
5723;2014-04-24;4650;210
6134;2014-04-26;4652;210
5389;2014-05-18;4653;305
5688;2014-04-24;4654;185
5390;2014-05-17;4655;210
6267;2014-05-05;4657;249
7149;2014-04-23;4660;255
6928;2014-04-16;4661;254
6940;2014-04-17;4662;240
6991;2014-04-22;4663;210
5879;2014-04-18;4668;190
6392;2014-04-20;4669;200
6371;2014-05-05;4670;280
5109;2014-05-04;4671;210
7074;2014-04-22;4672;255
5763;2014-04-25;4673;205
7259;2014-04-19;4674;245
6340;2014-05-10;4677;265
5723;2014-05-09;4678;210
5389;2014-05-25;4681;305
5688;2014-05-18;4684;200
6940;2014-05-19;4685;250
6267;2014-05-18;4686;253
6928;2014-05-06;4687;270
7149;2014-05-18;4690;295
6991;2014-05-17;4691;255
6371;2014-05-24;4695;290
5109;2014-05-18;4697;210
5763;2014-05-11;4698;205
5879;2014-05-04;4699;195
5390;2014-05-24;4700;226
6134;2014-05-10;4701;220
6392;2014-05-10;4702;265
7074;2014-05-10;4703;255
7259;2014-05-08;4704;300
5723;2014-05-31;4706;210
6340;2014-05-29;4708;295
5688;2014-06-01;4709;195
5390;2014-05-31;4710;220
5389;2014-06-01;4711;295
6134;2014-06-01;4712;215
6267;2014-06-02;4714;275
6940;2014-06-01;4717;220
6928;2014-05-21;4718;240
6991;2014-05-31;4719;240
7149;2014-05-25;4720;260
6392;2014-05-31;4725;245
6371;2014-06-01;4727;280
5879;2014-05-31;4728;200
5109;2014-06-01;4729;220
7074;2014-05-31;4730;240
5763;2014-05-31;4731;190
7259;2014-05-30;4733;305
6220;2014-05-29;4751;303
7269;2014-05-24;4752;165
6884;2014-05-26;4753;150
6885;2014-05-27;4754;175
7127;2014-05-25;4755;165
5912;2014-06-01;4756;220
5684;2014-05-31;4757;205
5256;2014-06-03;4758;180
5255;2014-05-28;4761;145
6965;2014-06-03;4764;320
6231;2014-06-07;4766;230
5720;2014-05-18;4769;180
5720;2014-06-01;4770;195
5181;2014-04-29;4773;165
6634;2014-05-06;4775;179
5264;2014-04-16;4779;150
5367;2014-04-20;4780;167
5181;2014-05-14;4783;150
6634;2014-05-20;4784;220
5367;2014-05-18;4788;206
5264;2014-05-05;4790;165
5181;2014-06-03;4792;135
6634;2014-05-30;4797;210
5264;2014-06-02;4799;150
5367;2014-06-01;4800;181
6200;2014-05-25;4813;245
5139;2014-06-03;4814;185
5779;2014-06-06;4818;151
7145;2014-06-07;4819;260
5705;2014-05-25;4820;230
5938;2014-06-09;4821;188
6172;2014-06-07;4823;225
6172;2014-06-09;4828;265
5226;2014-04-18;4829;180
5784;2014-04-26;4830;205
6457;2014-04-15;4831;300
6756;2014-05-01;4832;315
6266;2014-05-21;4833;270
5618;2014-04-21;4834;205
6227;2014-04-18;4835;190
5784;2014-05-11;4836;205
6457;2014-05-04;4837;240
6756;2014-05-15;4838;245
5618;2014-05-11;4839;330
6266;2014-05-31;4840;225
5226;2014-05-09;4841;155
6227;2014-05-04;4842;230
6457;2014-06-06;4843;255
6756;2014-05-29;4844;230
6266;2014-06-06;4845;240
5618;2014-06-01;4846;200
5226;2014-06-02;4847;150
5784;2014-06-01;4848;200
6227;2014-05-29;4849;235
6173;2014-06-09;4851;145
6313;2014-06-07;4853;250
6912;2014-06-09;4854;245
6916;2014-06-10;4855;255
5336;2014-05-10;4856;240
5336;2014-06-01;4858;240
5336;2014-06-07;4859;235
6784;2014-05-18;4864;240
6894;2014-05-06;4865;195
6786;2014-05-06;4866;250
5934;2014-06-07;4872;265
6894;2014-05-19;4873;190
6784;2014-05-26;4874;245
6786;2014-05-19;4875;270
5701;2014-06-09;4881;285
6424;2014-04-22;4882;185
5145;2014-04-17;4883;275
5176;2014-04-18;4886;215
6671;2014-04-22;4887;212
6405;2014-04-18;4890;125
5176;2014-05-10;4891;200
5145;2014-05-05;4892;315
6424;2014-05-08;4893;210
6671;2014-05-06;4896;219
6405;2014-05-19;4898;115
5176;2014-06-01;4900;200
6424;2014-06-03;4901;210
5145;2014-05-24;4902;330
6671;2014-05-31;4905;190
6405;2014-06-09;4908;130
7159;2014-05-30;4924;260
7159;2014-06-08;4925;320
6220;2014-06-11;4929;310
5934;2014-06-15;4935;255
5285;2014-06-12;4938;190
6851;2014-06-01;4939;270
6323;2014-05-25;4940;118
6367;2014-06-01;4943;262
5850;2014-05-28;4945;450
5839;2014-06-06;4949;190
6663;2014-06-08;4950;225
5821;2014-06-08;4951;225
5823;2014-06-09;4952;210
6929;2014-06-08;4953;185
6734;2014-06-08;4955;220
5152;2014-05-29;4957;210
5654;2014-06-10;4960;297
6984;2014-06-06;4962;305
6764;2014-06-12;4964;270
6939;2014-06-13;4965;225
5231;2014-06-07;4966;150
5969;2014-06-07;4967;240
6167;2014-06-03;4970;215
5153;2014-05-24;4971;225
5656;2014-06-04;4974;210
5167;2014-05-25;4976;180
6783;2014-05-18;4979;257
6789;2014-05-24;4980;205
6365;2014-05-26;4981;182
5710;2014-06-01;4983;240
6644;2014-05-08;4984;360
5333;2014-05-18;4985;210
5656;2014-06-11;4988;205
5167;2014-06-06;4990;195
6789;2014-06-07;4994;195
6783;2014-06-07;4996;225
6365;2014-06-02;4997;188
5333;2014-06-08;5000;180
6644;2014-05-16;5001;360
5710;2014-06-09;5002;225
5317;2014-05-19;5007;210
5254;2014-04-22;5008;235
7086;2014-05-04;5011;186
6670;2014-05-02;5014;210
5947;2014-05-08;5015;300
6492;2014-05-06;5016;295
5822;2014-04-22;5017;210
5843;2014-04-22;5023;240
6329;2014-04-18;5024;180
6659;2014-06-08;5025;226
5358;2014-04-15;5027;195
5359;2014-04-14;5029;180
5885;2014-04-23;5030;150
6739;2014-04-16;5031;180
5364;2014-04-26;5033;85
5671;2014-04-17;5035;140
5195;2014-04-16;5036;220
5361;2014-04-29;5037;200
5403;2014-04-29;5038;120
5310;2014-04-18;5039;210
6446;2014-04-23;5040;300
6685;2014-04-16;5043;195
6451;2014-04-15;5045;210
6781;2014-04-23;5047;210
5766;2014-05-01;5050;225
6224;2014-04-16;5052;225
6799;2014-04-17;5053;250
5767;2014-04-18;5054;205
6778;2014-05-18;5057;240
6382;2014-04-18;5058;180
6383;2014-04-20;5059;180
5355;2014-04-15;5061;240
7077;2014-04-24;5062;225
5223;2014-04-15;5063;210
6879;2014-05-05;5065;275
6328;2014-04-17;5066;210
6326;2014-04-15;5067;190
5728;2014-04-16;5068;135
5334;2014-04-18;5070;260
6635;2014-04-20;5072;195
5148;2014-04-15;5073;180
6950;2014-04-20;5074;240
5317;2014-06-01;5077;240
5254;2014-05-17;5078;210
7086;2014-05-18;5079;205
5310;2014-05-10;5081;210
6492;2014-05-25;5082;260
5947;2014-05-26;5083;330
5822;2014-05-29;5086;225
6446;2014-05-04;5087;325
6659;2014-06-10;5089;201
6329;2014-05-20;5090;120
5358;2014-05-06;5094;210
6739;2014-05-05;5095;240
5364;2014-05-25;5096;100
5361;2014-05-19;5099;175
5195;2014-05-06;5102;198
5403;2014-05-04;5103;130
6635;2014-05-05;5104;225
6685;2014-05-17;5105;235
6781;2014-05-25;5108;230
5148;2014-05-06;5109;195
5766;2014-05-10;5110;230
6224;2014-05-05;5113;240
6778;2014-05-28;5114;225
6799;2014-05-18;5116;285
6383;2014-05-11;5117;210
6382;2014-05-10;5118;165
5355;2014-05-16;5120;255
5223;2014-05-10;5121;220
7077;2014-05-19;5123;235
6879;2014-05-24;5124;240
6328;2014-05-06;5125;210
6326;2014-05-05;5126;210
5334;2014-05-10;5130;265
5728;2014-05-06;5131;160
6670;2014-05-16;5132;195
5843;2014-05-10;5134;205
5359;2014-05-05;5135;210
5885;2014-05-18;5136;150
6451;2014-05-18;5137;235
5671;2014-05-10;5138;125
5767;2014-05-04;5140;235
6950;2014-05-10;5141;210
5254;2014-06-07;5142;225
5317;2014-06-09;5144;225
7086;2014-06-01;5147;195
5310;2014-06-07;5148;150
6492;2014-06-08;5149;255
6670;2014-06-04;5150;210
5947;2014-06-06;5152;330
6446;2014-05-17;5155;270
5822;2014-06-07;5156;255
5843;2014-06-01;5158;180
6367;2014-06-09;5159;262
6329;2014-06-07;5160;165
5885;2014-06-01;5162;180
5359;2014-05-29;5163;180
5358;2014-05-30;5164;210
6739;2014-05-25;5166;210
5361;2014-06-06;5167;200
5364;2014-06-05;5169;115
5195;2014-05-21;5170;219
5671;2014-05-29;5173;140
6635;2014-05-29;5174;215
6451;2014-06-07;5175;240
5403;2014-05-21;5176;150
5148;2014-06-06;5178;165
6781;2014-06-08;5180;210
6224;2014-05-29;5183;270
5766;2014-05-25;5185;200
5767;2014-05-18;5187;210
6799;2014-06-03;5188;330
6778;2014-06-07;5189;255
6383;2014-06-11;5190;180
5355;2014-06-05;5191;240
6382;2014-06-06;5193;180
5223;2014-06-08;5195;217
7077;2014-06-02;5196;225
6328;2014-05-25;5198;205
5728;2014-05-30;5199;145
5334;2014-05-31;5202;240
6685;2014-06-06;5205;230
6950;2014-06-08;5206;225
6879;2014-06-06;5207;270
6326;2014-05-22;5208;220
7302;2014-04-15;5209;235
7302;2014-05-13;5210;185
7302;2014-05-31;5211;240
5771;2014-06-08;5241;265
6698;2014-06-07;5243;265
6356;2014-06-12;5244;255
5903;2014-06-11;5246;210
5492;2014-06-10;5253;255
5328;2014-06-08;5254;275
5770;2014-06-06;5258;240
6146;2014-04-24;5268;210
5437;2014-04-17;5270;278
5205;2014-04-22;5271;335
5681;2014-04-17;5272;198
5744;2014-04-15;5273;269
6448;2014-04-23;5274;180
6278;2014-04-25;5276;130
7111;2014-04-18;5277;207
7112;2014-05-05;5278;240
