"x"	"y"	"buildings"	"elevation"	"farmland"	"forest"	"glacier"	"grassland"	"lakes"	"northness"	"rivers"	"roads"	"rocks"	"shoreline"	"slope"	"structures"	"wetlands"
591500	138500	3722	1415	0	0.44	0	0.3	0.1	0.3	4204	15	0	1522	16.2	0.1	89471
592500	138500	4863	1420	0	0.53	0	0.28	0.02	-0.05	4140	1511	0	225	23.4	0.11	11238
593500	138500	246	1882	0	0.14	0	0.67	0	0.16	3317	0	0.1	0	27.4	0.09	0
594500	138500	1320	2096	0	0	0	0.99	0	-0.38	7097	0	0.01	0	18.4	0	4623
595500	138500	555	2068	0	0	0	0.94	0	-0.16	3455	0	0.04	0	19.7	0.02	8165
596500	138500	973	1853	0	0.1	0	0.52	0	0.23	4666	0	0.19	0	22.2	0.17	4262
597500	138500	51	1993	0	0.02	0	0.61	0	0.65	1780	0	0.29	0	30.4	0.08	11628
598500	138500	0	1983	0	0.07	0	0.67	0	0.23	86	0	0.12	0	26	0.14	18687
599500	138500	175	1775	0	0.33	0	0.38	0	-0.03	1293	0	0.08	55	24.9	0.2	0
600500	138500	2537	1688	0	0.23	0	0.4	0	0.53	2719	440	0.22	0	27	0.12	0
601500	138500	0	2122	0	0.05	0	0.25	0	0.45	1426	0	0.66	0	38.2	0.04	0
602500	138500	0	2484	0	0	0	0.06	0	0.2	232	0	0.94	0	29.9	0	0
603500	138500	0	2331	0	0	0	0.17	0	0.41	1318	0	0.81	0	22.1	0	0
604500	138500	0	2353	0	0	0.06	0	0.03	0.61	1622	0	0.9	906	22.3	0	0
605500	138500	0	2556	0	0	0.15	0	0.01	0.18	832	0	0.84	391	21.7	0	0
606500	138500	0	2909	0	0	0.19	0	0	-0.32	0	0	0.81	0	29.3	0	0
607500	138500	0	3048	0	0	0.59	0	0	-0.34	0	0	0.41	0	21.4	0	0
608500	138500	0	2856	0	0	0.75	0	0	0.4	0	0	0.25	0	23.9	0	0
609500	138500	0	2593	0	0	0.3	0	0	-0.08	3251	0	0.66	164	20.8	0	0
610500	138500	265	2413	0	0	0	0.09	0	-0.24	3621	0	0.88	203	19.9	0	0
611500	138500	307	2312	0	0	0	0.36	0.05	0.12	4229	0	0.51	829	10.9	0	0
612500	138500	119	2356	0	0	0	0.23	0	0.08	5632	0	0.66	0	23.2	0	0
613500	138500	2950	2235	0	0	0	0.49	0	0.04	784	0	0.48	0	28.3	0.01	0
614500	138500	0	2260	0	0.04	0	0.25	0	-0.65	518	0	0.68	0	45.1	0.02	0
615500	138500	0	2193	0	0.03	0	0.45	0	-0.84	3025	0	0.49	0	40.1	0.03	0
616500	138500	0	2075	0	0.04	0	0.73	0	-0.85	1929	0	0.2	156	30.9	0.02	0
617500	138500	824	2008	0	0.1	0	0.6	0	-0.04	4536	0	0.11	46	25.9	0.16	15309
618500	138500	0	2252	0	0	0	0.62	0	0.57	3094	0	0.28	0	24.2	0.07	0
619500	138500	0	2644	0	0	0	0.17	0	0.29	408	0	0.83	0	29.3	0	0
620500	138500	0	2711	0	0	0.01	0.19	0	-0.33	552	0	0.8	60	25	0	0
621500	138500	0	2530	0	0	0	0.27	0.01	0.18	1172	0	0.72	224	28.5	0	0
622500	138500	0	2369	0	0	0	0.64	0	-0.23	1072	0	0.36	0	33.2	0	0
623500	138500	1530	1963	0	0.38	0	0.3	0	-0.22	1357	277	0.12	0	33.1	0.19	0
624500	138500	18603	1575	0	0.46	0	0.24	0.01	-0.48	2732	3834	0.01	500	28.8	0.2	0
625500	138500	29990	1420	0	0.26	0	0.39	0	-0.21	3651	4569	0	182	22.5	0.17	0
626500	138500	3987	1554	0	0.65	0	0.19	0	0.68	2004	1048	0	0	28.4	0.13	0
627500	138500	0	1812	0	0.77	0	0.08	0	0.66	1765	0	0.02	0	35.2	0.11	0
628500	138500	0	2207	0	0.19	0	0.34	0	0.5	1905	0	0.19	0	34.9	0.28	0
629500	138500	65	2509	0	0	0.05	0.09	0	0.64	1709	0	0.84	0	32.9	0.02	0
630500	138500	0	2915	0	0	0.35	0	0	0.51	0	0	0.65	0	38.4	0	0
631500	138500	0	3385	0	0	0.51	0	0	0.53	0	0	0.49	0	42.4	0	0
632500	138500	0	3157	0	0	0.98	0	0	0.03	0	0	0.02	0	20	0	0
633500	138500	0	2930	0	0	0.78	0	0	-0.63	1458	0	0.22	0	19	0	0
634500	138500	115	2836	0	0	0.03	0.04	0	-0.61	930	0	0.93	0	41.1	0	0
635500	138500	0	2745	0	0	0.34	0.02	0	-0.52	1834	0	0.64	0	21	0	0
636500	138500	0	2807	0	0	0	0.09	0	-0.41	2427	0	0.9	0	39.3	0	0
637500	138500	0	2685	0	0	0	0.12	0	-0.64	3906	0	0.85	0	28.8	0	0
638500	138500	0	3076	0	0	0.15	0	0	-0.38	1151	0	0.85	0	34	0	0
639500	138500	0	2882	0	0	0.04	0.16	0	-0.74	7083	0	0.8	0	26	0	0
640500	138500	0	2695	0	0	0	0.57	0	-0.82	3602	0	0.43	0	25.3	0	16983
641500	138500	338	2640	0	0	0	0.87	0	-0.82	2566	0	0.1	43	17.9	0	12226
642500	138500	0	2360	0	0	0	0.84	0	-0.28	434	0	0.16	0	37.1	0	0
643500	138500	773	1906	0	0.06	0	0.6	0	-0.71	1178	0	0.14	67	22.7	0.2	0
644500	138500	0	1699	0	0.14	0	0.09	0	-0.3	3032	0	0.67	0	33.9	0.07	0
645500	138500	0	1848	0	0.33	0.08	0.04	0	0.45	763	0	0.43	0	23.7	0.11	0
646500	138500	266	2174	0	0.12	0	0.49	0	0.26	0	0	0.06	0	24.5	0.32	0
647500	138500	345	2163	0	0	0	0.75	0.07	-0.36	752	128	0.03	1270	21.5	0.14	392
648500	138500	11709	2062	0	0	0	0.72	0.01	-0.58	2087	1563	0.01	53	15.2	0.15	0
649500	138500	444	2057	0	0.42	0	0.39	0	-0.54	122	0	0	65	25.8	0.15	0
650500	138500	1538	1744	0	0.62	0	0.26	0	-0.46	3052	531	0	0	31.2	0.11	0
651500	138500	821	1455	0	0.94	0	0.05	0	-0.59	730	467	0	0	32	0.01	0
652500	138500	16602	1135	0	0.36	0	0.48	0	-0.62	2464	3158	0	0	20.9	0.07	0
653500	138500	41414	1060	0.04	0.08	0	0.51	0	-0.08	4242	6832	0	184	14.5	0.1	0
654500	138500	28130	1338	0	0.67	0	0.17	0	0.48	3402	4719	0	0	28.1	0.04	0
655500	138500	1453	1763	0	0.71	0	0.25	0	0.2	0	1767	0	0	27.1	0.01	0
656500	138500	802	1861	0	0.66	0	0.2	0	0.27	1548	0	0	0	27.9	0.13	0
657500	138500	312	1949	0	0.34	0	0.29	0	-0.36	2725	8	0	0	30.6	0.34	0
658500	138500	0	2044	0	0	0	0.31	0	0.02	1565	0	0.02	0	31	0.64	0
659500	138500	73	2220	0	0	0	0.42	0	0.64	604	0	0.27	0	33	0.3	0
660500	138500	0	2536	0	0	0	0.36	0	0.24	0	0	0.55	0	35.4	0.09	0
661500	138500	0	2566	0	0	0.01	0.7	0	-0.53	1240	0	0.27	0	30	0.02	0
662500	138500	67	2563	0	0	0	0.69	0	-0.35	1969	0	0.24	0	27.8	0.04	0
663500	138500	36	2526	0	0	0	0.68	0	-0.65	3008	0	0.31	0	30.7	0	0
664500	138500	80	2389	0	0	0	0.74	0	-0.43	5347	0	0.17	0	26.1	0.05	0
665500	138500	0	2629	0	0	0.01	0.3	0	-0.18	1161	0	0.66	88	29.7	0.02	1
666500	138500	0	2735	0	0	0.08	0.02	0	-0.44	806	0	0.88	894	22.3	0	22745
679500	138500	0	2580	0	0	0	0.43	0	-0.41	62	0	0.57	0	39.1	0	0
680500	138500	112	2211	0	0	0	0.82	0.01	-0.28	2008	0	0.17	275	20.8	0	0
681500	138500	0	2196	0	0	0	0.39	0	0.59	1084	0	0.56	179	26.4	0.05	0
682500	138500	291	2071	0	0.03	0	0.35	0	0.13	0	0	0.43	0	30.2	0.19	0
683500	138500	226	1566	0	0.53	0	0.04	0	0.14	0	0	0.18	0	40.5	0.24	0
684500	138500	6410	919	0	0.66	0	0.04	0	-0.05	1922	1276	0.11	0	28.8	0.12	0
685500	138500	157	1262	0	0.47	0	0.09	0	-0.25	1147	0	0.22	0	48.9	0.2	0
686500	138500	144	1769	0	0.16	0	0.13	0	-0.04	1842	0	0.39	0	46.3	0.32	0
687500	138500	0	2337	0	0	0	0.26	0	0.05	0	0	0.72	0	39.3	0.02	0
688500	138500	241	2043	0	0	0	0.35	0	0.62	0	0	0.45	0	26	0.2	0
689500	138500	0	1935	0	0	0	0.26	0	0.85	2111	0	0.4	0	32.4	0.33	0
690500	138500	205	2039	0	0	0	0.57	0	0.06	306	0	0.37	0	31.3	0.06	0
691500	138500	539	1660	0	0.38	0	0.25	0	0.3	3166	635	0.05	0	28	0.3	0
692500	138500	1072	1449	0	0.91	0	0	0	0.51	633	1456	0	0	30.2	0.07	0
693500	138500	9943	965	0	0.87	0	0.06	0	0.29	1501	4386	0	0	30.3	0.01	0
694500	138500	4199	898	0	0.71	0	0.07	0	-0.47	2378	403	0.1	0	33.9	0.06	0
695500	138500	1653	1080	0	0.56	0	0.18	0	-0.14	1753	0	0.1	0	41.5	0.15	0
696500	138500	3419	1159	0	0.68	0	0.07	0	0	3157	63	0.05	0	37.9	0.16	0
697500	138500	81	1643	0	0.32	0	0.13	0	-0.14	1733	0	0.13	0	43	0.37	0
698500	138500	11	2147	0	0	0	0.59	0	-0.21	750	0	0.21	186	35.1	0.19	0
699500	138500	0	2359	0	0	0	0.32	0	0.24	473	0	0.68	119	40	0	0
700500	138500	336	1909	0	0	0	0.59	0	-0.26	4184	0	0.14	0	32	0.24	0
701500	138500	412	1892	0	0.04	0	0.64	0	-0.81	4000	0	0.11	0	37.7	0.17	0
702500	138500	0	2054	0	0.05	0	0.63	0	-0.72	2308	0	0.15	0	43.7	0.17	0
703500	138500	0	1956	0	0.24	0	0.44	0	-0.8	2569	0	0.13	0	45.8	0.18	0
704500	138500	0	1974	0	0.05	0	0.52	0	-0.24	504	0	0.13	337	43.1	0.29	0
705500	138500	0	2305	0	0	0	0.25	0	0.03	75	0	0.65	0	41.4	0.1	0
706500	138500	37	2000	0	0	0	0.31	0	0.09	849	0	0.37	0	35.7	0.32	0
707500	138500	0	1804	0	0.04	0	0.05	0	0.66	566	0	0.2	0	42	0.71	0
708500	138500	39	1914	0	0.22	0	0.17	0	0.49	888	0	0.21	0	42.5	0.4	0
709500	138500	129	1449	0	0.94	0	0.01	0	-0.08	409	0	0.02	0	46.9	0.02	0
710500	138500	1089	750	0	0.89	0	0.01	0	0.49	1986	1153	0.02	0	38.8	0.03	0
711500	138500	80396	413	0.02	0.37	0	0.04	0	0.25	2004	7972	0.01	0	16.1	0.05	0
712500	138500	19625	605	0	0.43	0	0.09	0	-0.6	830	2019	0.07	105	32.2	0.18	0
713500	138500	1218	857	0	0.65	0	0.05	0	-0.57	1643	0	0.11	0	38.4	0.19	0
714500	138500	1541	1290	0	0.95	0	0.02	0	-0.72	1664	0	0	0	36.7	0.03	0
715500	138500	608	1606	0	0.94	0	0.04	0	-0.45	342	0	0	0	28.8	0.02	0
716500	138500	867	1181	0	0.97	0	0.02	0	-0.12	328	0	0	0	32.3	0.01	0
717500	138500	5599	598	0	0.83	0	0.03	0	-0.12	936	1746	0.02	40	29.2	0.08	0
718500	138500	1880	358	0	0.74	0	0.03	0	-0.18	4239	924	0	235	1.8	0.05	0
719500	138500	5898	655	0	0.6	0	0.09	0	0.03	1579	1371	0.02	0	39.5	0.22	0
720500	138500	1235	989	0	0.39	0	0.27	0	-0.38	2071	1065	0.05	0	45	0.27	0
721500	138500	2718	1111	0	0.32	0	0.24	0	-0.57	3123	698	0.07	0	42.9	0.31	0
722500	138500	720	1339	0	0.37	0	0.31	0	-0.71	1520	564	0.07	0	44.8	0.25	0
723500	138500	3387	1591	0	0.74	0	0.14	0	-0.81	101	302	0.05	0	32.5	0.06	0
724500	138500	298	1829	0	0.78	0	0.05	0	-0.64	0	0	0.11	0	27.8	0.06	0
725500	138500	95	2135	0	0.31	0	0.08	0	-0.62	956	0	0.51	0	39.3	0.1	0
726500	138500	0	2556	0	0	0	0.44	0	-0.48	1220	0	0.53	0	42.8	0.03	0
727500	138500	0	2283	0	0	0	0.57	0	-0.11	0	0	0.39	0	31.3	0.03	0
728500	138500	479	1810	0	0.2	0	0.38	0	-0.08	3909	805	0	0	23	0.4	15892
729500	138500	3586	1352	0	0.67	0	0.07	0	-0.08	5438	3681	0	0	32.3	0.23	0
730500	138500	650	1715	0	0.34	0	0.11	0	0.11	2584	0	0.07	0	45.1	0.45	0
731500	138500	0	2252	0	0.01	0	0.46	0	-0.23	0	0	0.37	0	41.2	0.16	0
732500	138500	11	2412	0	0	0	0.41	0	-0.4	1143	0	0.56	0	37.3	0.03	0
733500	138500	0	2587	0	0	0.01	0.05	0	0.11	0	0	0.94	275	37.5	0	0
734500	138500	0	2264	0	0.02	0	0.39	0	-0.24	1278	0	0.52	0	33.6	0.06	0
735500	138500	0	1897	0	0.43	0	0.22	0	-0.52	3369	0	0.08	0	35.7	0.24	0
736500	138500	0	1514	0	0.88	0	0.04	0	-0.14	585	0	0.01	0	37.7	0.07	0
737500	138500	2553	974	0	0.55	0	0.05	0	-0.08	97	2884	0.01	0	32.1	0.36	0
738500	138500	12638	825	0	0.72	0	0.14	0	-0.02	4692	3658	0	0	28.9	0.04	0
739500	138500	916	1421	0	0.7	0	0.02	0	0.03	2205	0	0.02	0	38.6	0.24	0
740500	138500	0	2211	0	0.01	0	0.4	0	-0.06	1799	0	0.23	0	43.8	0.35	0
741500	138500	0	2771	0	0	0.01	0.05	0	0.06	339	0	0.94	0	36.7	0	0
756500	138500	0	2631	0	0	0.02	0.1	0	0	3656	0	0.87	0	28.7	0	0
757500	138500	0	2448	0	0	0	0.31	0	0.59	2144	0	0.64	0	30.3	0.01	0
758500	138500	0	2533	0	0	0	0.44	0	0.18	1793	0	0.5	0	21.7	0.01	0
759500	138500	0	2618	0	0	0	0.1	0	0.48	608	0	0.9	483	27.4	0	0
760500	138500	0	2517	0	0	0	0.33	0.01	0.53	4433	0	0.65	404	20.4	0	0
761500	138500	0	2655	0	0	0.01	0.15	0.01	0.32	2260	0	0.82	508	24.8	0	0
762500	138500	0	2821	0	0	0.01	0	0.02	0.01	906	0	0.97	1001	19.3	0	0
763500	138500	0	2658	0	0	0	0.29	0.03	0.2	1600	0	0.67	813	19.9	0	0
764500	138500	0	2767	0	0	0.03	0.05	0	0.52	422	0	0.92	0	29.6	0	0
765500	138500	0	2906	0	0	0.12	0.03	0	0.23	0	0	0.85	0	36.8	0	0
766500	138500	0	2539	0	0	0	0.76	0	-0.01	2748	0	0.24	0	24.1	0	6084
767500	138500	81	2321	0	0	0	0.78	0	-0.18	475	0	0.22	133	30.9	0	2775
768500	138500	360	2140	0	0.02	0	0.69	0	-0.72	0	0	0.27	0	29.9	0.02	0
769500	138500	0	2063	0	0.03	0	0.34	0	-0.42	0	0	0.44	0	34	0.19	0
770500	138500	5082	1586	0	0.63	0	0.15	0.02	-0.16	477	1631	0.02	1280	27.4	0.13	0
771500	138500	1383	1588	0	0.72	0	0.13	0	0.11	227	0	0	0	22.7	0.14	0
772500	138500	0	2108	0	0.04	0	0.51	0	0.08	0	0	0.25	0	39	0.2	0
773500	138500	89	2343	0	0	0	0.41	0	0.28	874	0	0.4	72	32	0.19	0
774500	138500	641	1987	0	0.19	0	0.33	0.03	0.37	6207	0	0.02	725	20.5	0.4	10378
775500	138500	0	2349	0	0	0	0.7	0	-0.24	1706	0	0.22	166	36.6	0.04	0
776500	138500	0	2782	0	0	0	0.19	0	-0.17	653	0	0.81	229	30.1	0	0
777500	138500	0	2613	0	0	0.02	0.52	0	0.3	1217	0	0.45	0	27.6	0.01	0
778500	138500	0	2254	0	0	0	0.73	0	0.08	2966	0	0.07	0	33.3	0.17	0
779500	138500	0	2571	0	0	0	0.75	0	0.45	0	0	0.25	0	28	0	0
780500	138500	0	2248	0	0	0	0.81	0	0.47	4517	0	0.03	236	21.6	0.13	631
781500	138500	0	2325	0	0	0	0.83	0	-0.21	5498	0	0.1	0	29.7	0	4724
782500	138500	0	2967	0	0	0.1	0.06	0	-0.04	507	0	0.82	0	36.9	0	0
783500	138500	0	3169	0	0	0.72	0	0	0.46	0	0	0.28	0	24.6	0	0
784500	138500	0	2992	0	0	0.94	0	0	0.81	0	0	0.06	0	24.4	0	0
785500	138500	0	3054	0	0	0.93	0	0	0.84	0	0	0.07	0	25.8	0	0
786500	138500	0	3129	0	0	0.98	0	0	0.76	0	0	0.02	0	21	0	0
787500	138500	0	3385	0	0	0.62	0	0	-0.17	0	0	0.38	0	33.1	0	0
791500	138500	0	3766	0	0	0.65	0	0	0.3	0	0	0.31	0	32.8	0	0
794500	138500	0	3393	0	0	0.96	0	0	-0.38	0	0	0.02	0	19.9	0	0
795500	138500	0	2995	0	0	0.66	0	0	-0.17	574	0	0.34	0	26.5	0	0
796500	138500	0	2559	0	0	0.23	0.02	0.07	0.31	2086	0	0.65	555	27	0	0
797500	138500	0	2341	0	0	0.01	0.35	0.01	0.72	3819	0	0.51	211	29.3	0.11	0
798500	138500	0	2154	0	0.29	0	0.39	0.01	0.78	3433	0	0.1	517	26.5	0.21	0
799500	138500	2234	1881	0	0.4	0	0.2	0.01	0	3856	131	0.01	332	28.6	0.37	0
800500	138500	5896	1783	0	0.63	0	0.26	0	-0.51	2443	1020	0	102	17.1	0.02	0
801500	138500	975	1612	0	0.79	0	0.15	0	-0.33	720	0	0.03	42	34.5	0.03	0
802500	138500	1791	1302	0	0.74	0	0.12	0	-0.43	1413	1559	0	0	29	0.05	0
803500	138500	2586	1734	0	0.68	0	0.26	0	-0.53	1348	35	0.02	0	30.5	0.01	0
804500	138500	110	2073	0	0.4	0	0.32	0	-0.12	2539	3	0.03	0	26	0.24	0
805500	138500	0	2399	0	0	0	0.59	0.04	-0.34	1201	0	0.29	921	27.4	0.08	0
806500	138500	0	2659	0	0	0	0.14	0.03	-0.1	124	0	0.83	707	35.7	0	0
500500	137500	41506	544	0.66	0	0	0.11	0.03	0.04	0	3618	0	0	2.2	0	0
501500	137500	16308	504	0.64	0.09	0	0.08	0	-0.36	2541	3343	0	0	3.8	0.06	0
502500	137500	38940	490	0.63	0.01	0	0.14	0	-0.65	212	6809	0	0	2.5	0	0
503500	137500	26705	469	0.64	0.01	0	0.08	0	-0.61	663	6909	0	0	2.9	0.04	0
504500	137500	7316	448	0.72	0.03	0	0.11	0	-0.6	1807	6194	0	0	2.9	0.02	0
505500	137500	97211	429	0.4	0.11	0	0.05	0	-0.41	1862	11376	0	0	2.8	0	0
506500	137500	160580	413	0.2	0.11	0	0.05	0	-0.41	1173	13770	0	0	3.7	0.01	0
507500	137500	195163	397	0.08	0.03	0	0.01	0.06	-0.31	1542	19147	0	574	4.2	0.09	0
508500	137500	22598	373	0	0.01	0	0.02	0.82	-0.08	409	3043	0	1108	0.8	0.02	0
509500	137500	0	372	0	0	0	0	1	0	0	0	0	0	0	0	0
510500	137500	0	372	0	0	0	0	1	0	0	0	0	0	0	0	0
511500	137500	0	372	0	0	0	0	1	0	0	0	0	0	0	0	0
551500	137500	22926	526	0	0.69	0	0.09	0.02	0.74	1258	3214	0	479	22.4	0.01	0
552500	137500	7175	452	0	0.51	0	0.02	0.31	0.55	0	1995	0	1238	16	0.02	0
553500	137500	9981	396	0	0.23	0	0.06	0.55	0.38	0	2037	0	1118	6.7	0.04	0
554500	137500	34347	402	0	0.3	0	0.06	0.39	0.42	1131	5243	0	1353	6.9	0.02	0
555500	137500	65591	373	0.07	0.04	0	0.06	0.28	0.14	2796	10797	0	1723	0.5	0.13	31565
556500	137500	11308	373	0.16	0.59	0	0.01	0.04	0.07	2600	2104	0	893	0.3	0.03	129132
557500	137500	1472	373	0.25	0.44	0	0.08	0.02	0.07	3493	3325	0	830	0.1	0.03	197444
558500	137500	11371	374	0.59	0.18	0	0.1	0	0.1	3102	6079	0	47	0.3	0	121042
559500	137500	9429	374	0.38	0.38	0	0.13	0	0.15	2873	2242	0	162	0.2	0	349815
560500	137500	87220	374	0.06	0.14	0	0.12	0	0.18	3547	14357	0	0	0.5	0.05	16826
561500	137500	92187	456	0.05	0.21	0	0.02	0	-0.01	597	10103	0.01	0	18.4	0	0
562500	137500	0	1121	0	0.95	0	0	0	0.2	0	0	0.03	0	41.8	0	0
563500	137500	263	1461	0	0.91	0	0.02	0	-0.54	793	2230	0.05	0	33.8	0.01	0
564500	137500	658	1449	0	0.73	0	0.23	0	-0.21	4264	2935	0	0	24	0.02	0
565500	137500	1061	1489	0	0.55	0	0.37	0.01	0.29	5165	3613	0	638	14.6	0.05	20709
566500	137500	0	1646	0	0.19	0	0.5	0.03	0.15	898	536	0.02	697	24	0.22	46537
567500	137500	0	1850	0	0.15	0	0.43	0	0.69	892	0	0.3	0	28.8	0.12	0
568500	137500	438	1854	0	0.05	0	0.51	0	0.18	0	0	0.29	54	22.7	0.15	0
569500	137500	1943	1632	0	0.02	0	0.82	0	-0.53	3834	2317	0.01	0	21.1	0.11	0
570500	137500	0	1848	0	0.12	0	0.52	0	-0.04	234	0	0.22	0	31.9	0.14	0
571500	137500	429	1852	0	0.21	0	0.5	0	-0.44	0	57	0.22	0	26.8	0.07	0
572500	137500	2337	1629	0	0.29	0	0.56	0	-0.46	4949	2803	0	0	17.8	0.11	0
573500	137500	9631	1447	0	0.15	0	0.72	0	-0.07	6036	3098	0	0	16.3	0.07	0
574500	137500	2256	1697	0	0.2	0	0.51	0	0.5	1675	879	0.01	0	31.7	0.28	0
575500	137500	171	1823	0	0.18	0	0.46	0	0.6	1769	137	0.04	314	29	0.31	0
576500	137500	516	1949	0	0.16	0	0.58	0.07	0.41	980	0	0.07	1025	29.3	0.11	0
577500	137500	0	2125	0	0	0	0.65	0	0.57	0	0	0.35	87	29.7	0	0
578500	137500	0	2041	0	0	0	0.73	0	0.57	0	0	0.23	185	31.5	0.04	0
579500	137500	298	1909	0	0	0	0.87	0	0.54	1706	3	0.03	0	19.2	0.1	0
580500	137500	608	1822	0	0.06	0	0.71	0	0.62	3071	0	0	0	24.1	0.22	0
581500	137500	0	1921	0	0.01	0	0.67	0	0.26	2719	0	0.03	173	21.2	0.28	2727
582500	137500	904	1685	0	0.27	0	0.32	0.21	-0.14	2266	25	0.01	1330	18.3	0.18	0
583500	137500	0	1673	0	0.56	0	0.21	0.18	0.49	2803	0	0	902	17.1	0.05	0
584500	137500	969	1853	0	0.15	0	0.64	0	-0.09	2812	0	0	52	20.9	0.18	6123
585500	137500	1478	1710	0	0.34	0	0.57	0	-0.21	902	0	0	0	25.4	0.07	0
586500	137500	26116	1301	0	0.27	0	0.49	0	-0.06	4252	4279	0	0	20.6	0.09	0
587500	137500	10507	1239	0	0.24	0	0.61	0	-0.15	5445	2038	0	109	13.7	0.04	26921
588500	137500	3115	1580	0	0.63	0	0.27	0	0.13	1890	0	0	0	24.9	0.1	0
589500	137500	372	1854	0	0.14	0	0.73	0	0.08	1450	0	0.03	0	22.8	0.09	0
590500	137500	103	1776	0	0.16	0	0.55	0	0.43	4391	0	0.19	0	18.2	0.1	26150
591500	137500	674	1674	0	0.22	0	0.42	0	0.68	1319	0	0.17	177	31.3	0.19	17683
592500	137500	1657	1574	0	0.52	0	0.28	0	0.44	2023	501	0.04	205	30.3	0.12	10962
593500	137500	1929	1845	0	0	0	0.92	0	-0.19	3384	0	0.03	0	16.6	0.04	17623
594500	137500	0	2077	0	0	0	0.55	0	0.24	2612	0	0.4	103	25.9	0	49120
595500	137500	0	2307	0	0	0.02	0.22	0	0.7	387	0	0.75	0	33.2	0	853
596500	137500	0	2276	0	0	0	0.52	0	0.23	231	0	0.48	0	30.4	0	0
597500	137500	175	2129	0	0	0	0.58	0.12	-0.22	684	0	0.28	1276	27.5	0.02	0
598500	137500	493	1935	0	0.04	0	0.53	0	0.44	1783	0	0.36	54	29	0.06	0
599500	137500	0	2115	0	0	0	0.28	0	0.74	138	0	0.7	0	39.8	0.02	0
600500	137500	160	2316	0	0	0	0.25	0	0.52	202	0	0.75	275	32.8	0	0
601500	137500	49	2458	0	0	0	0.1	0.01	0.29	458	0	0.89	492	23.2	0	0
602500	137500	0	2605	0	0	0.1	0.01	0	0.45	135	0	0.89	377	28.9	0	0
603500	137500	0	2653	0	0	0.39	0	0	0.38	447	0	0.61	105	28.2	0	0
604500	137500	0	2683	0	0	0.78	0	0	0.6	0	0	0.22	0	13.8	0	0
605500	137500	0	2688	0	0	1	0	0	0.75	0	0	0	0	7.5	0	0
606500	137500	0	2761	0	0	0.88	0	0	0.16	0	0	0.12	0	6.4	0	0
607500	137500	0	2823	0	0	0.8	0	0	-0.5	0	0	0.2	0	8.6	0	0
608500	137500	0	2945	0	0	0.27	0	0	-0.47	0	0	0.73	0	24.6	0	0
609500	137500	0	2842	0	0	0.48	0	0	0.62	463	0	0.52	0	30.8	0	0
610500	137500	0	2730	0	0	0.22	0	0	0.87	811	0	0.78	111	32	0	0
611500	137500	0	2644	0	0	0.07	0.03	0	0.87	614	0	0.9	0	30.9	0	0
612500	137500	0	2733	0	0	0.17	0	0	0.46	498	0	0.83	0	35.7	0	0
613500	137500	0	1853	0	0.09	0	0.14	0	-0.25	2747	0	0.55	0	41.5	0.21	0
614500	137500	10143	1615	0	0.53	0	0.21	0	-0.8	2818	2164	0.01	0	23.2	0.17	0
615500	137500	2194	1653	0	0.51	0	0.28	0	-0.54	3559	332	0.03	0	23.7	0.12	0
616500	137500	1098	1767	0	0.47	0	0.22	0	0.17	4341	8	0.04	140	26.4	0.24	0
617500	137500	231	2109	0	0.13	0	0.62	0	0.28	1940	0	0.08	0	31.4	0.15	2
618500	137500	0	2654	0	0	0	0.19	0	0.2	239	0	0.81	0	35.6	0	0
619500	137500	0	2843	0	0	0.18	0.06	0.01	0	236	0	0.75	335	28	0	0
620500	137500	0	2735	0	0	0.14	0.07	0	0	500	0	0.79	0	29.9	0	0
621500	137500	0	2517	0	0	0	0.55	0	-0.25	2589	0	0.44	0	26.1	0.01	0
622500	137500	0	2278	0	0	0	0.69	0	0.18	4972	0	0.13	0	30.1	0.15	0
623500	137500	397	1860	0	0.33	0	0.28	0	0.01	1882	4	0.03	0	36.4	0.36	0
624500	137500	7797	1408	0	0.48	0	0.27	0.09	-0.05	1961	2904	0	2384	25.9	0.13	0
625500	137500	298	1724	0	0.88	0	0.08	0	0.69	1099	813	0	0	31.9	0.04	0
626500	137500	0	2051	0	0.65	0	0.13	0	0.67	232	0	0.07	0	28.9	0.15	0
627500	137500	0	2296	0	0.16	0	0.21	0	0.65	1970	0	0.46	66	35.7	0.16	0
628500	137500	0	2618	0	0	0.01	0.04	0	0.6	432	0	0.92	0	36.9	0.02	0
629500	137500	0	2943	0	0	0.25	0	0	0.22	64	0	0.75	0	32.6	0	0
630500	137500	0	3118	0	0	0.33	0	0	-0.43	1261	0	0.67	0	30.5	0	0
631500	137500	0	3314	0	0	0.2	0	0	-0.69	0	0	0.8	0	44.9	0	0
632500	137500	0	3227	0	0	0.5	0	0	-0.16	0	0	0.5	0	40	0	0
633500	137500	0	2858	0	0	0.48	0	0	0.13	515	0	0.52	0	32.2	0	0
634500	137500	0	2428	0	0	0.04	0.01	0	-0.09	5674	0	0.89	0	28	0	0
635500	137500	0	2645	0	0	0.01	0.13	0	-0.15	2896	0	0.85	0	34.7	0	0
636500	137500	0	2752	0	0	0	0.2	0	-0.02	1827	0	0.79	0	50.1	0	0
637500	137500	0	2348	0	0	0	0.3	0	-0.47	5621	0	0.65	0	41.6	0	0
638500	137500	0	2916	0	0	0	0.01	0	-0.31	267	0	0.99	0	41.6	0	0
