"site";"buildings";"elevation";"farmland";"forest";"glacier";"grassland";"lakes";"northness";"rivers";"roads";"rocks";"shoreline";"slope";"structures";"wetlands";"x_lv95";"y_lv95";"kmx_lv03";"kmy_lv03";"Latitude";"Longitude";"id";"ID";"ent1.1";"ent1.2";"ent2";"x";"y";"optional"
"741";6142;19918;500;0.47;0.13;0;0.22;0;-0.1;3066;3843;0;0;5.9;0.02;0;2647500;1233499;647;233;47.25;8.07;"647500_233500";741;2.21811788465895;27.6322500982974;72.828683295027;647500;233500;TRUE
"742";6117;124;1961;0;0.24;0;0.21;0;0.61;1600;0;0.12;0;27;0.43;0;2648500;1111499;648;111;46.15;8.07;"648500_111500";742;2.20887864489727;27.3385393320756;366.937324073393;648500;111500;TRUE
"743";6476;1441;1994;0;0.19;0;0.47;0;-0.61;3583;0;0.01;0;32.7;0.29;0;2648500;1128499;648;128;46.31;8.07;"648500_128500";743;2.69898509850212;38.7898556935594;387.770944425255;648500;128500;TRUE
"744";6122;19683;1300;0;0.32;0;0.48;0;-0.8;2094;3400;0;0;30.5;0.15;0;2648500;1136499;648;136;46.38;8.07;"648500_136500";744;1.00404071458551;30.6384860022966;33.2640557213136;648500;136500;TRUE
"745";6127;2539;1013;0;0.58;0;0.3;0;-0.76;1062;4273;0.06;0;28.8;0.02;0;2648500;1179499;648;179;46.76;8.07;"648500_179500";745;1.95184727218353;28.2007670730007;146.958544708224;648500;179500;TRUE
"746";6139;7452;624;0.12;0.21;0;0.32;0.24;0.27;268;1417;0;2056;6.4;0.06;1393;2648500;1215499;648;215;47.09;8.08;"648500_215500";746;0.98510669949271;19.6035864398233;21.9526084607316;648500;215500;TRUE
"747";6141;14930;701;0.6;0.12;0;0.28;0;0.18;841;2024;0;0;7.6;0;0;2648500;1222499;648;222;47.15;8.08;"648500_222500";747;1.09878747373004;33.2367365294184;24.0760572139562;648500;222500;TRUE
"748";6146;9831;569;0.16;0.41;0;0.35;0;0.13;1136;4084;0;0;10.6;0.02;0;2648500;1243499;648;243;47.34;8.08;"648500_243500";748;1.93059318607314;49.6367043595086;80.638774519384;648500;243500;TRUE
"749";6150;8882;472;0.37;0.03;0;0.45;0;-0.56;285;3902;0;0;10.9;0.01;0;2648500;1261499;648;261;47.5;8.08;"648500_261500";749;1.95445543436231;30.7818387785168;115.081779119744;648500;261500;TRUE
"750";6477;1306;2614;0;0;0;0.32;0;-0.33;0;244;0.68;0;31.9;0;0;2649500;1140499;649;140;46.41;8.08;"649500_140500";750;0.744731049568874;11.6413550118925;28.5717124037427;649500;140500;TRUE
"751";6136;6356;991;0;0.08;0;0.73;0;-0.19;3157;3314;0;0;5.7;0;168855;2649500;1203499;649;203;46.98;8.09;"649500_203500";751;0.153389676519601;10.5210700681984;3.22084598571876;649500;203500;TRUE
"752";6420;109717;513;0.34;0.01;0;0.14;0;-0.26;987;12502;0;0;5.4;0.02;0;2649500;1229499;649;229;47.21;8.09;"649500_229500";752;2.00291098297609;35.3832287963108;195.74188142435;649500;229500;TRUE
"753";6143;12088;685;0.13;0.1;0;0.6;0;-0.01;98;6928;0;0;11.2;0.02;0;2649500;1234499;649;234;47.26;8.09;"649500_234500";753;2.10079907584871;29.0865858215927;139.866608840788;649500;234500;TRUE
"754";6151;138;2134;0;0;0;0.53;0;0.6;2641;0;0.03;187;27.6;0.43;0;2650500;1107499;650;107;46.12;8.09;"650500_107500";754;2.00196563853509;37.3677692361318;512.370780817532;650500;107500;TRUE
"755";6152;520;1897;0;0;0;0.46;0.02;0.05;3917;0;0.12;491;30.4;0.3;0;2650500;1108499;650;108;46.13;8.09;"650500_108500";755;1.91313699077674;39.0496433506677;318.186412566602;650500;108500;TRUE
"756";6410;1101;2149;0;0.03;0;0.63;0;-0.05;4110;0;0.09;0;31.7;0.23;0;2650500;1127499;650;127;46.3;8.09;"650500_127500";756;1.17706305530296;33.0788821268793;126.502015175307;650500;127500;TRUE
"757";6409;0;2291;0;0;0;0.93;0;-0.62;604;0;0.01;77;30.6;0.03;0;2650500;1128499;650;128;46.31;8.09;"650500_128500";757;1.38497184645251;38.5771690539837;362.805521839267;650500;128500;TRUE
"758";6157;8926;1416;0;0.51;0;0.36;0;-0.78;280;4542;0;0;30.1;0.09;0;2650500;1137499;650;137;46.39;8.1;"650500_137500";758;1.16626371464794;34.9422711821461;38.7800237698081;650500;137500;TRUE
"759";6160;110;2403;0;0;0;0.38;0.01;-0.11;1904;0;0.6;1315;22.4;0;10990;2650500;1143499;650;143;46.44;8.1;"650500_143500";759;0.131338358570803;7.20813768758729;0.104600595355421;650500;143500;TRUE
"760";7528;115;2542;0;0;0.3;0.11;0;-0.28;4866;0;0.58;0;32.9;0;0;2650500;1159499;650;159;46.58;8.1;"650500_159500";760;0;3.48091034121644;0;650500;159500;TRUE
"761";6162;850;1915;0;0.03;0;0.75;0;-0.16;1930;2911;0.01;929;17;0.2;3793;2650500;1167499;650;167;46.66;8.1;"650500_167500";761;1.00573648208955;12.6849625713052;14.5201102448717;650500;167500;TRUE
"762";6427;1680;1690;0;0.06;0;0.57;0;-0.05;2934;165;0.15;131;28.7;0.17;0;2650500;1184499;650;184;46.81;8.1;"650500_184500";762;2.20460272265246;22.2441670779602;412.474260504311;650500;184500;TRUE
"763";6184;13711;584;0.22;0.28;0;0.41;0;0.18;2342;3450;0;0;13.5;0.02;0;2650500;1236499;650;236;47.28;8.11;"650500_236500";763;1.78939260266522;30.9837112997298;48.9011545378998;650500;236500;TRUE
"764";6479;56;2492;0;0;0.02;0.17;0.13;0.33;1104;293;0.65;1525;24.9;0;0;2651500;1126499;651;126;46.29;8.11;"651500_126500";764;0.396184770121469;26.4233164195881;2.47498057731728;651500;126500;TRUE
"765";6165;25113;587;0.07;0.22;0;0.53;0;0.41;1600;4889;0;423;6;0;0;2651500;1176499;651;176;46.74;8.11;"651500_176500";765;1.90741921450693;23.4623374640831;98.967683526429;651500;176500;TRUE
"766";6186;13146;425;0.08;0.69;0;0.14;0;0.51;2802;2264;0;55;5.7;0.01;0;2651500;1247499;651;247;47.38;8.12;"651500_247500";766;2.82881027713636;49.4104252902377;538.250838275162;651500;247500;TRUE
"767";6190;10791;547;0.37;0.24;0;0.31;0;0.08;1040;3276;0;112;9.4;0.03;0;2651500;1258499;651;258;47.48;8.12;"651500_258500";767;2.19577918623497;33.5896788742211;104.337775080752;651500;258500;TRUE
"768";6432;2219;613;0.18;0.63;0;0.18;0;-0.1;0;2481;0;0;14.8;0;0;2651500;1262499;651;262;47.51;8.12;"651500_262500";768;1.70707247407932;30.9840249471469;86.4498958756028;651500;262500;TRUE
"769";6163;502;1628;0;0.17;0;0.57;0;0.26;5428;1131;0.09;0;16.9;0.06;0;2652500;1168499;652;168;46.67;8.12;"652500_168500";769;0.792732156757096;14.980215436625;8.02981164225864;652500;168500;TRUE
"770";6166;1217;1836;0;0;0;0.79;0;0.31;4207;13;0;0;22;0.2;13989;2652500;1173499;652;173;46.71;8.13;"652500_173500";770;2.04801072312648;22.9372453325117;75.7191228732535;652500;173500;TRUE
"771";6482;6919;1393;0;0.37;0;0.37;0;-0.49;6700;1894;0;0;14.4;0.05;149458;2652500;1193499;652;193;46.89;8.13;"652500_193500";771;1.35551014052735;13.1300402599979;17.1625324117173;652500;193500;TRUE
"772";6173;1514;1171;0;0.45;0;0.42;0;0.22;4749;2750;0.01;0;19.1;0.07;47068;2652500;1202499;652;202;46.97;8.13;"652500_202500";772;1.03016859345487;10.8122819452948;20.3887380348575;652500;202500;TRUE
"773";6180;9509;505;0.06;0.04;0;0.04;0.76;-0.17;734;3823;0;2305;0.5;0.02;14188;2652500;1224499;652;224;47.17;8.13;"652500_224500";773;3.08963646386903;61.6967050172248;3244.34802311482;652500;224500;TRUE
"774";6430;3356;515;0.36;0.37;0;0.17;0;0.42;3192;1750;0;50;7.7;0.04;0;2652500;1237499;652;237;47.29;8.13;"652500_237500";774;2.48703922065665;33.4764548730743;236.648290392824;652500;237500;TRUE
"775";6192;33814;430;0.42;0;0;0.41;0;0.26;1842;8940;0;0;9.4;0.05;0;2652500;1265499;652;265;47.54;8.14;"652500_265500";775;2.09047874333093;37.1907116025159;90.3663020299367;652500;265500;TRUE
"776";6425;7;1836;0;0.64;0;0.04;0;0.68;386;1713;0.04;0;28.8;0.27;0;2653500;1112499;653;112;46.16;8.13;"653500_112500";776;2.94726530147991;52.5720934121461;292.27188223146;653500;112500;TRUE
"777";6174;9777;603;0.04;0.24;0;0.62;0;0.33;4124;3477;0;0;12.1;0.05;0;2653500;1208499;653;208;47.03;8.14;"653500_208500";777;1.19271631721076;16.9596471506727;74.0376746169119;653500;208500;TRUE
"778";6176;30644;617;0.11;0.38;0;0.26;0;-0.5;4841;6150;0;0;18.4;0.05;0;2653500;1210499;653;210;47.04;8.14;"653500_210500";778;1.62624162884881;19.0454285744837;246.938628313771;653500;210500;TRUE
"779";6154;0;2260;0;0;0;0.38;0.06;0.33;0;0;0.54;1902;21.1;0.02;0;2654500;1110499;654;110;46.14;8.14;"654500_110500";779;3.30810354425974;53.4193053940331;920.140741533949;654500;110500;TRUE
"780";6156;2614;1176;0;0.67;0;0.14;0;0.36;2766;1947;0.06;68;33.1;0.08;0;2654500;1115499;654;115;46.19;8.14;"654500_115500";780;2.81740889636682;44.3187317270612;442.970624052684;654500;115500;TRUE
"781";6411;27;2809;0;0;0.5;0;0;-0.62;1060;0;0.5;0;24.6;0;0;2654500;1156499;654;156;46.56;8.15;"654500_156500";781;0;0;0;654500;156500;TRUE
"782";6167;2269;1420;0;0.58;0;0.3;0;-0.28;4833;2411;0;0;18.1;0.07;0;2654500;1170499;654;170;46.68;8.15;"654500_170500";782;1.60769234884518;21.2966498159029;220.441478733377;654500;170500;TRUE
"783";6169;2667;884;0;0.62;0;0.33;0;0.03;1117;3291;0;0;20.6;0.01;8600;2654500;1180499;654;180;46.77;8.15;"654500_180500";783;1.53389153832478;24.288691052587;62.0178612956268;654500;180500;TRUE
"784";6170;2017;1086;0;0.55;0;0.37;0;-0.34;1851;468;0;166;33.8;0.07;0;2654500;1184499;654;184;46.81;8.15;"654500_184500";784;1.79730668331385;29.2223939495797;40.052730057674;654500;184500;TRUE
"785";6171;5994;614;0;0.52;0;0.31;0;-0.48;3233;3923;0;0;11.5;0.04;0;2654500;1188499;654;188;46.85;8.15;"654500_188500";785;1.3407814302889;29.4871784335348;60.2731547556132;654500;188500;TRUE
"786";6428;631;1416;0;0.56;0;0.35;0;-0.58;2437;1517;0;124;17.6;0.07;82480;2654500;1193499;654;193;46.89;8.15;"654500_193500";786;1.25362416929884;23.7021271858902;14.5542933250634;654500;193500;TRUE
"787";6172;470;1524;0;0.41;0;0.5;0;0.36;4521;0;0.01;0;21.8;0.08;28934;2654500;1198499;654;198;46.94;8.15;"654500_198500";787;1.14894593964361;11.6167763446754;36.4741441283355;654500;198500;TRUE
"788";6193;8638;459;0.41;0.05;0;0.47;0;0.03;332;4962;0;0;11.3;0.01;0;2654500;1267499;654;267;47.56;8.16;"654500_267500";788;2.22453248247718;41.7964782982202;77.2090286811992;654500;267500;TRUE
"789";6197;51990;314;0.35;0.12;0;0.13;0.04;0.5;1150;2758;0;927;3.1;0.02;3517;2654500;1271499;654;271;47.59;8.16;"654500_271500";789;2.74500751987919;41.2540839206936;488.980010009421;654500;271500;TRUE
"790";6158;2486;1554;0;0.67;0;0.26;0;-0.4;1881;336;0;212;32.2;0.05;0;2655500;1137499;655;137;46.39;8.16;"655500_137500";790;2.02292138010474;37.5957707081633;84.4386343358322;655500;137500;TRUE
"791";6480;23;2610;0;0;0;0.74;0;-0.31;632;0;0.26;426;21.6;0;0;2655500;1145499;655;145;46.46;8.16;"655500_145500";791;0.811742159788872;12.3741323007699;75.8079642020955;655500;145500;TRUE
"792";6481;178;2472;0;0;0.43;0.01;0;0.77;2605;0;0.56;0;37.8;0;0;2655500;1167499;655;167;46.66;8.16;"655500_167500";792;0.270906392273004;13.6284066937384;30.8625051054686;655500;167500;TRUE
"793";6185;26142;662;0.31;0.35;0;0.25;0;0.68;400;4782;0;0;7.5;0;0;2655500;1239499;655;239;47.3;8.17;"655500_239500";793;2.277982746194;53.0687193013482;122.037594724962;655500;239500;TRUE
"794";6187;5737;446;0.86;0.01;0;0.07;0;0.04;1952;5308;0;0;1.4;0.02;0;2655500;1243499;655;243;47.34;8.17;"655500_243500";794;2.25221219924109;52.0146885770168;182.289301775732;655500;243500;TRUE
"795";6431;17260;361;0.06;0.7;0;0.01;0;0.24;4652;5549;0;75;7;0.02;0;2655500;1257499;655;257;47.47;8.17;"655500_257500";795;2.43416483090068;49.7204483933768;141.600235863282;655500;257500;TRUE
"796";6177;12337;672;0.09;0.14;0;0.61;0;-0.18;1072;3483;0;0;8.6;0.06;0;2656500;1211499;656;211;47.05;8.18;"656500_211500";796;2.01180217348673;19.0980686647863;196.849860154195;656500;211500;TRUE
"797";6178;14215;759;0.39;0.01;0;0.47;0;-0.08;1563;3752;0;0;5.9;0.07;8570;2656500;1214499;656;214;47.08;8.18;"656500_214500";797;1.43243136184308;35.8827115312855;21.5830645264185;656500;214500;TRUE
"798";6179;14172;531;0.23;0.18;0;0.35;0.05;0.56;4069;3633;0;812;5;0.02;0;2656500;1218499;656;218;47.12;8.18;"656500_218500";798;2.98397006551127;52.3688434198406;3041.87713402665;656500;218500;TRUE
"799";6188;85729;447;0.2;0.09;0;0.3;0;0.13;497;12599;0;0;11.4;0.05;0;2656500;1248499;656;248;47.38;8.19;"656500_248500";799;3.26721383041006;53.3192351363296;593.41410199161;656500;248500;TRUE
"800";6429;421;1347;0;0.6;0;0.32;0;0.59;4962;9;0;0;28.8;0.08;0;2657500;1204499;657;204;46.99;8.19;"657500_204500";800;1.42683490303223;18.4270863219998;39.9051682355252;657500;204500;TRUE
"801";6182;25589;555;0.36;0.09;0;0.24;0;-0.57;3062;7635;0;0;6.5;0.02;0;2657500;1221499;657;221;47.14;8.2;"657500_221500";801;2.39804379813078;46.7600218743435;508.519252737397;657500;221500;TRUE
"802";6183;21464;631;0.39;0.11;0;0.34;0;0.33;2473;5545;0;0;7.6;0.02;0;2657500;1229499;657;229;47.21;8.2;"657500_229500";802;1.82422989777333;38.9833780010485;68.234119503397;657500;229500;TRUE
"803";6189;44251;454;0.41;0.04;0;0.05;0.05;-0.36;4375;7370;0;623;1.6;0.05;157560;2657500;1241499;657;241;47.32;8.2;"657500_241500";803;2.62364760167908;54.1293729414921;625.213624995289;657500;241500;TRUE
"804";6159;154;2321;0;0;0;0.96;0;-0.29;0;0;0;253;15.7;0.04;0;2658500;1139499;658;139;46.4;8.2;"658500_139500";804;2.87023561933478;31.271632875158;271.551423285035;658500;139500;TRUE
"805";6164;1759;952;0;0.11;0;0.54;0;0.47;6285;807;0.19;0;23.3;0.11;0;2658500;1169499;658;169;46.67;8.2;"658500_169500";805;1.8446897617918;22.009073398535;226.161514876657;658500;169500;TRUE
"806";6175;6649;976;0;0.34;0;0.5;0;0;3732;3716;0;0;10.9;0.03;126651;2658500;1206499;658;206;47.01;8.21;"658500_206500";806;0.748960486630657;23.3715478616624;23.6914418375702;658500;206500;TRUE
"807";6181;4112;721;0;0.35;0;0.01;0;-0.17;1585;2667;0;0;2;0.41;0;2658500;1223499;658;223;47.16;8.21;"658500_223500";807;1.96050319348524;48.3972698915929;78.5174682533921;658500;223500;TRUE
"808";6198;14426;347;0.14;0.45;0;0.06;0.02;-0.28;1633;4180;0;1113;5;0;24653;2658500;1272499;658;272;47.6;8.22;"658500_272500";808;2.7436203665821;46.0027510263687;379.754042680227;658500;272500;TRUE
"809";6161;7211;1302;0;0.15;0;0.63;0.01;-0.14;5041;3912;0;327;11.4;0.12;11313;2659500;1144499;659;144;46.45;8.21;"659500_144500";809;1.96539072865506;21.9780161542712;92.33811723297;659500;144500;TRUE
"810";7320;0;2619;0;0;0.1;0.18;0;-0.7;110;0;0.72;0;39.2;0;0;2659500;1158499;659;158;46.58;8.21;"659500_158500";810;0;0.00247396152054558;0;659500;158500;TRUE
"811";6426;116;2220;0;0;0;0.65;0;0.04;4427;0;0.34;106;28;0;0;2659500;1163499;659;163;46.62;8.22;"659500_163500";811;0;4.19969504484046;0;659500;163500;TRUE
"812";6168;5375;1439;0;0.38;0;0.51;0;-0.62;3827;3556;0;180;16.5;0.02;17463;2659500;1177499;659;177;46.75;8.22;"659500_177500";812;1.22676854928511;27.4568925671881;13.3384200080789;659500;177500;TRUE
"813";6191;9565;386;0.25;0.43;0;0.18;0;0.17;1711;3605;0;0;9;0.02;0;2659500;1257499;659;257;47.47;8.23;"659500_257500";813;2.80744612655372;55.026258221888;443.532711854683;659500;257500;TRUE
"814";6194;2163;341;0.29;0.51;0;0.03;0;0.07;1960;1122;0;198;3.5;0.02;0;2659500;1264499;659;264;47.53;8.23;"659500_264500";814;2.84799309739203;50.1545151382817;499.033949826963;659500;264500;TRUE
"815";6483;1705;1747;0;0.57;0;0.13;0;0.02;3112;2430;0;0;28.2;0.26;0;2660500;1135499;660;135;46.37;8.22;"660500_135500";815;1.71048939363197;19.3845079416504;118.343417229342;660500;135500;TRUE
"816";6210;1905;1626;0;0.49;0;0.41;0;-0.3;1790;1082;0;0;20.3;0.07;0;2660500;1176499;660;176;46.74;8.23;"660500_176500";816;1.31898805784038;31.1813201293472;6.42709989599808;660500;176500;TRUE
"817";6217;21560;674;0;0.18;0;0.69;0;-0.36;3647;7251;0;0;16.2;0.03;0;2660500;1194499;660;194;46.9;8.23;"660500_194500";817;2.27632451262301;42.5840127399781;269.531547649912;660500;194500;TRUE
"818";6231;9211;501;0.51;0.05;0;0.23;0.06;-0.25;0;4182;0;569;7.1;0.01;10011;2660500;1235499;660;235;47.27;8.24;"660500_235500";818;2.67120018306288;52.9118833805163;580.824342061837;660500;235500;TRUE
"819";6238;62331;386;0.26;0.14;0;0.18;0;-0.37;646;9051;0;108;6.2;0.05;0;2660500;1257499;660;257;47.47;8.24;"660500_257500";819;2.91385522927232;55.3139745641436;696.38323788756;660500;257500;TRUE
"820";6243;119986;320;0.28;0.02;0;0.03;0.08;0.15;1599;11689;0;3197;0.4;0.03;59766;2660500;1269499;660;269;47.57;8.24;"660500_269500";820;2.82730872822556;50.1463638304718;280.924003070148;660500;269500;TRUE
"821";6199;373;2341;0;0;0;0.92;0;-0.39;780;858;0.05;117;25;0.02;0;2661500;1137499;661;137;46.39;8.24;"661500_137500";821;1.43714970664309;19.3985188167703;170.58623124962;661500;137500;TRUE
"822";6202;93;1763;0;0.71;0;0.05;0;0.58;85;0;0;0;34.6;0.24;0;2661500;1144499;661;144;46.45;8.24;"661500_144500";822;2.21205529249823;24.0837896050487;248.013870844347;661500;144500;TRUE
"823";6203;9043;1532;0;0.22;0;0.52;0;-0.7;2045;1393;0;0;25.9;0.18;0;2661500;1147499;661;147;46.48;8.24;"661500_147500";823;2.03161954153375;19.8812439115246;176.05216779453;661500;147500;TRUE
"824";6211;15738;797;0;0.38;0;0.48;0;-0.32;2503;4946;0.01;0;22.3;0.05;0;2661500;1173499;661;173;46.71;8.24;"661500_173500";824;1.90760792392022;28.8548233852114;85.3658589848842;661500;173500;TRUE
"825";6436;413;1511;0;0.51;0;0.38;0;0.59;1499;523;0;0;32.9;0.11;0;2661500;1187499;661;187;46.84;8.24;"661500_187500";825;1.90639213106225;43.1979548605285;61.0034296213556;661500;187500;TRUE
"826";6221;637;1765;0;0.03;0;0.34;0;0.3;525;0;0.38;0;38.9;0.23;0;2661500;1203499;661;203;46.98;8.25;"661500_203500";826;2.12248881898095;31.4065300284997;617.137560496214;661500;203500;TRUE
"827";6438;9552;571;0.45;0.09;0;0.35;0;-0.21;1102;2606;0;0;2.5;0.01;0;2661500;1218499;661;218;47.11;8.25;"661500_218500";827;1.93495470613692;29.2994029646017;102.934113454362;661500;218500;TRUE
"828";6239;14271;373;0.22;0.56;0;0.08;0;0.17;1607;2505;0;0;6.3;0;0;2661500;1254499;661;254;47.44;8.25;"661500_254500";828;2.65496231178954;57.3840949646723;264.421624938128;661500;254500;TRUE
"829";6200;2168;1935;0;0.1;0;0.51;0;-0.29;3666;263;0.05;154;22.3;0.31;0;2662500;1136499;662;136;46.38;8.25;"662500_136500";829;0.766962926582168;15.7429283367191;58.3919387751063;662500;136500;TRUE
"830";6222;4274;952;0;0.7;0;0.15;0;0.49;3057;3094;0;0;13.7;0.07;65770;2662500;1207499;662;207;47.02;8.26;"662500_207500";830;1.23529181658828;50.3147161095553;79.8308726220163;662500;207500;TRUE
"831";6224;107151;482;0.04;0.1;0;0.29;0;-0.33;3544;10703;0;0;5.5;0.06;0;2662500;1213499;662;213;47.07;8.26;"662500_213500";831;2.97372964717764;43.6322663982383;394.101966113979;662500;213500;TRUE
"832";6225;69842;503;0.07;0.35;0;0.24;0.02;0.15;3582;8596;0;450;6.5;0.04;0;2662500;1215499;662;215;47.09;8.26;"662500_215500";832;2.73170233157011;39.666394655358;228.612859350132;662500;215500;TRUE
"833";6439;39024;569;0.44;0.05;0;0.3;0;-0.03;1468;5994;0;0;3.6;0;0;2662500;1220499;662;220;47.13;8.26;"662500_220500";833;1.44519524652345;28.9873990224555;31.9476738585803;662500;220500;TRUE
"834";6440;26587;686;0.56;0.13;0;0.17;0;0.08;1186;5187;0;0;5.4;0.01;0;2662500;1238499;662;238;47.29;8.26;"662500_238500";834;2.19519431787571;44.2872975935958;90.0282412120383;662500;238500;TRUE
"835";6244;9343;430;0.59;0.11;0;0.14;0;0.2;0;2836;0;0;7;0.03;0;2662500;1265499;662;265;47.54;8.27;"662500_265500";835;2.64122028600759;49.8027986590898;146.032093141687;662500;265500;TRUE
"836";6218;10942;475;0.01;0.23;0;0.41;0.08;-0.18;1219;4872;0.01;1874;4.7;0.02;5160;2663500;1197499;663;197;46.93;8.27;"663500_197500";836;2.20796939672576;46.5732705814536;99.4605195533605;663500;197500;TRUE
"837";6227;34646;467;0.28;0.01;0;0.33;0.11;0.17;5545;5508;0;1622;1.7;0.02;48381;2663500;1225499;663;225;47.18;8.28;"663500_225500";837;2.54273055514758;39.4826045684047;836.922914468728;663500;225500;TRUE
"838";6234;122745;452;0.21;0.06;0;0.09;0;-0.38;0;14388;0;0;4.9;0.01;2352;2663500;1245499;663;245;47.36;8.28;"663500_245500";838;3.11541053536521;51.2565944129211;498.747868705682;663500;245500;TRUE
"839";6248;64257;396;0.03;0.41;0;0.2;0;0.55;0;9878;0;0;10.5;0.02;0;2663500;1271499;663;271;47.59;8.28;"663500_271500";839;2.79759798479397;53.9990035626664;441.343929785608;663500;271500;TRUE
"840";6433;61;2310;0;0;0;0.79;0;-0.51;705;0;0.1;0;28.8;0.09;0;2664500;1137499;664;137;46.39;8.28;"664500_137500";840;0.146455700631649;11.513754659938;11.8072608756098;664500;137500;TRUE
"841";6434;839;2202;0;0;0;0.66;0;0.32;1328;16;0.09;0;27.3;0.24;0;2664500;1145499;664;145;46.46;8.28;"664500_145500";841;1.96279057632771;20.9224276392188;339.997016064678;664500;145500;TRUE
"842";6204;5918;1427;0;0.47;0;0.42;0;0.35;2300;652;0;0;19.6;0.07;0;2664500;1148499;664;148;46.48;8.28;"664500_148500";842;2.17596947531106;21.3480399728445;203.921340810553;664500;148500;TRUE
"843";6208;4046;1108;0;0.19;0;0.58;0;0.7;2618;3195;0.02;0;17;0.17;0;2664500;1167499;664;167;46.66;8.28;"664500_167500";843;1.18111468818181;13.7027610577211;70.1949129750568;664500;167500;TRUE
"844";6215;8336;1149;0;0.32;0;0.63;0;0.48;3619;2190;0;0;22.6;0.02;0;2664500;1183499;664;183;46.8;8.28;"664500_183500";844;2.05351794881675;28.5796900838057;51.9691565810434;664500;183500;TRUE
"845";6223;9708;436;0.08;0.03;0;0.39;0.22;0.22;2651;2279;0.01;3303;0.6;0.02;140633;2664500;1200499;664;200;46.95;8.29;"664500_200500";845;2.7329247542001;59.1141931379617;1561.09960513986;664500;200500;TRUE
"846";6228;4932;503;0.47;0.23;0;0.24;0;0.44;3931;2418;0;0;1.9;0.03;0;2664500;1221499;664;221;47.14;8.29;"664500_221500";846;1.62364227798143;33.5627801397484;54.7963869655335;664500;221500;TRUE
"847";6201;207;2283;0;0;0;0.82;0;0.15;3541;0;0.14;0;21.1;0.02;21645;2665500;1136499;665;136;46.38;8.29;"665500_136500";847;0.187082858356706;12.4866948679723;0.265194420201562;665500;136500;TRUE
"848";6209;683;1367;0;0.6;0;0.22;0;-0.69;3780;3339;0.01;0;32.2;0.15;0;2665500;1168499;665;168;46.66;8.29;"665500_168500";848;1.34482778465341;12.3373132420765;139.553441532589;665500;168500;TRUE
"849";6212;13;1385;0;0.08;0;0.62;0;-0.14;3339;1336;0.05;0;29.2;0.23;0;2665500;1177499;665;177;46.75;8.3;"665500_177500";849;2.10553128092779;28.5320148241909;127.445299563635;665500;177500;TRUE
"850";6216;4732;908;0;0.28;0;0.62;0;0.14;4593;2573;0;0;23.1;0.03;85798;2665500;1188499;665;188;46.84;8.3;"665500_188500";850;1.50709102511701;22.3011626052505;13.5844638929392;665500;188500;TRUE
"851";6229;8449;506;0.57;0.1;0;0.24;0;-0.25;3246;2873;0;0;4;0.07;0;2665500;1225499;665;225;47.18;8.3;"665500_225500";851;1.72425758151873;35.6962280289549;130.616824570438;665500;225500;TRUE
"852";6240;16092;411;0.37;0.54;0;0.02;0.01;-0.23;1596;653;0;452;3.9;0;13444;2665500;1251499;665;251;47.41;8.31;"665500_251500";852;2.73222061888445;52.9015505620444;331.271118022145;665500;251500;TRUE
"853";6205;41;2210;0;0;0;0.9;0;-0.06;3167;0;0.04;0;24.2;0.04;13346;2666500;1153499;666;153;46.53;8.31;"666500_153500";853;0.988647634842024;16.164527090775;11.6797294123993;666500;153500;TRUE
"854";6485;107;2606;0;0;0;0.19;0;0.1;367;0;0.81;181;24.3;0;0;2666500;1155499;666;155;46.55;8.31;"666500_155500";854;0.227559682494204;10.9065706707426;0.221168705681322;666500;155500;TRUE
"855";6435;0;2126;0;0.01;0;0.67;0;-0.51;483;0;0.15;0;28.3;0.17;0;2666500;1169499;666;169;46.67;8.31;"666500_169500";855;0.677535018611803;11.4032005015156;55.1461567209881;666500;169500;TRUE
"856";6219;3378;1052;0;0.38;0;0.6;0;0.27;229;2041;0;0;24;0;0;2666500;1194499;666;194;46.9;8.31;"666500_194500";856;0.969192453234914;22.6557588196567;46.8221399889267;666500;194500;TRUE
"857";6437;138534;462;0;0.11;0;0.14;0.03;-0.18;2450;13776;0;614;7.8;0.07;69648;2666500;1207499;666;207;47.02;8.31;"666500_207500";857;3.43484772410692;99.114338826352;1009.68318012443;666500;207500;TRUE
"858";6230;14399;729;0.2;0.28;0;0.39;0;-0.7;2488;2617;0;99;7.4;0.04;0;2666500;1228499;666;228;47.2;8.32;"666500_228500";858;1.31708328387376;26.6649329651908;27.991828771423;666500;228500;TRUE
"859";6232;590;794;0.39;0.34;0;0.27;0;0.46;378;2915;0;0;6.8;0;0;2666500;1232499;666;232;47.24;8.32;"666500_232500";859;1.7634373740524;25.2124928147589;69.5863530617969;666500;232500;TRUE
"860";6235;68101;437;0.56;0;0;0.18;0;0.28;2929;7643;0;0;1.7;0.01;0;2666500;1240499;666;240;47.31;8.32;"666500_240500";860;2.44998986724371;35.7664550803847;116.436113623537;666500;240500;TRUE
"861";6241;29531;614;0.33;0.21;0;0.24;0;-0.49;560;5830;0;79;10.3;0.01;0;2666500;1253499;666;253;47.43;8.32;"666500_253500";861;2.55811684756597;53.0140854469747;393.608336872318;666500;253500;TRUE
"862";6242;93411;456;0.03;0.21;0;0.12;0;-0.25;1524;12198;0;0;15.7;0.03;0;2666500;1259499;666;259;47.48;8.32;"666500_259500";862;2.69661074465249;48.3397876388153;274.925040057704;666500;259500;TRUE
