"site";"date";"det";"time";"survey";"visit";"buildings";"elevation";"farmland";"forest";"glacier";"grassland";"lakes";"northness";"rivers";"roads";"rocks";"shoreline";"slope";"structures";"wetlands";"x_lv95";"y_lv95";"kmx_lv03";"kmy_lv03";"Latitude";"Longitude";"x";"y";"id"
6292;2013-06-08;1;175;1651;3;1895;408;0.84;0;0;0.04;0;0.02;254;3301;0;0;1.2;0;0;2675500;1280499;675;280;47.67;8.44;675500;280500;"675500_280500"
6293;2013-04-14;0;210;809;1;8948;503;0.1;0.01;0;0.32;0;-0.34;699;8627;0;0;9.5;0.03;0;2675500;1283499;675;283;47.7;8.44;675500;283500;"675500_283500"
6293;2013-05-11;1;215;884;2;8948;503;0.1;0.01;0;0.32;0;-0.34;699;8627;0;0;9.5;0.03;0;2675500;1283499;675;283;47.7;8.44;675500;283500;"675500_283500"
6293;2013-06-07;1;250;1652;3;8948;503;0.1;0.01;0;0.32;0;-0.34;699;8627;0;0;9.5;0.03;0;2675500;1283499;675;283;47.7;8.44;675500;283500;"675500_283500"
6294;2014-04-20;0;215;4071;1;112959;500;0.33;0;0;0.18;0;-0.28;1348;11522;0;0;6.8;0.05;0;2678500;1289499;678;289;47.75;8.49;678500;289500;"678500_289500"
6294;2014-05-17;1;250;4322;2;112959;500;0.33;0;0;0.18;0;-0.28;1348;11522;0;0;6.8;0.05;0;2678500;1289499;678;289;47.75;8.49;678500;289500;"678500_289500"
6294;2014-05-31;1;270;4643;3;112959;500;0.33;0;0;0.18;0;-0.28;1348;11522;0;0;6.8;0.05;0;2678500;1289499;678;289;47.75;8.49;678500;289500;"678500_289500"
6296;2014-06-13;0;235;6284;1;0;1962;0;0.01;0;0.51;0.01;-0.05;0;0;0.21;337;30.1;0.26;0;2685500;1119499;685;119;46.22;8.55;685500;119500;"685500_119500"
6296;2014-06-20;0;250;6296;2;0;1962;0;0.01;0;0.51;0.01;-0.05;0;0;0.21;337;30.1;0.26;0;2685500;1119499;685;119;46.22;8.55;685500;119500;"685500_119500"
6296;2014-07-01;0;230;6311;3;0;1962;0;0.01;0;0.51;0.01;-0.05;0;0;0.21;337;30.1;0.26;0;2685500;1119499;685;119;46.22;8.55;685500;119500;"685500_119500"
6298;2014-06-04;0;280;6032;1;646;1763;0;0.37;0;0.25;0;0.06;1125;0;0.03;0;25.9;0.34;0;2686500;1119499;686;119;46.22;8.56;686500;119500;"686500_119500"
6298;2014-06-16;0;300;6053;2;646;1763;0;0.37;0;0.25;0;0.06;1125;0;0.03;0;25.9;0.34;0;2686500;1119499;686;119;46.22;8.56;686500;119500;"686500_119500"
6298;2014-06-30;0;265;6074;3;646;1763;0;0.37;0;0.25;0;0.06;1125;0;0.03;0;25.9;0.34;0;2686500;1119499;686;119;46.22;8.56;686500;119500;"686500_119500"
6299;2015-04-21;0;225;9655;1;136;1002;0;0.5;0;0.06;0;-0.37;1736;871;0.19;0;30.2;0.18;0;2684500;1139499;684;139;46.4;8.54;684500;139500;"684500_139500"
6299;2015-05-13;0;235;9657;2;136;1002;0;0.5;0;0.06;0;-0.37;1736;871;0.19;0;30.2;0.18;0;2684500;1139499;684;139;46.4;8.54;684500;139500;"684500_139500"
6299;2015-06-09;0;255;9659;3;136;1002;0;0.5;0;0.06;0;-0.37;1736;871;0.19;0;30.2;0.18;0;2684500;1139499;684;139;46.4;8.54;684500;139500;"684500_139500"
6300;2015-05-22;0;180;8130;1;1481;1492;0;0.37;0;0.22;0;-0.6;1620;0;0.16;0;45.2;0.25;0;2687500;1136499;687;136;46.37;8.58;687500;136500;"687500_136500"
6300;2015-06-06;0;225;9116;2;1481;1492;0;0.37;0;0.22;0;-0.6;1620;0;0.16;0;45.2;0.25;0;2687500;1136499;687;136;46.37;8.58;687500;136500;"687500_136500"
6300;2015-07-03;0;220;10129;3;1481;1492;0;0.37;0;0.22;0;-0.6;1620;0;0.16;0;45.2;0.25;0;2687500;1136499;687;136;46.37;8.58;687500;136500;"687500_136500"
6301;2015-07-03;0;175;10089;1;387;2256;0;0;0;0.56;0;-0.19;5345;0;0.43;139;23.8;0;3560;2686500;1146499;686;146;46.46;8.56;686500;146500;"686500_146500"
6301;2015-07-15;0;195;10095;2;387;2256;0;0;0;0.56;0;-0.19;5345;0;0.43;139;23.8;0;3560;2686500;1146499;686;146;46.46;8.56;686500;146500;"686500_146500"
6302;2015-05-06;0;200;9793;1;701;1886;0;0.3;0;0.31;0;0.5;5098;0;0.03;0;24.2;0.34;0;2687500;1142499;687;142;46.43;8.58;687500;142500;"687500_142500"
6302;2015-05-27;0;205;9809;2;701;1886;0;0.3;0;0.31;0;0.5;5098;0;0.03;0;24.2;0.34;0;2687500;1142499;687;142;46.43;8.58;687500;142500;"687500_142500"
6302;2015-06-18;0;220;9842;3;701;1886;0;0.3;0;0.31;0;0.5;5098;0;0.03;0;24.2;0.34;0;2687500;1142499;687;142;46.43;8.58;687500;142500;"687500_142500"
6303;2013-05-11;0;280;3542;1;6087;1528;0;0.2;0;0.39;0;-0.66;2722;2268;0.01;0;28.4;0.3;0;2682500;1151499;682;151;46.51;8.51;682500;151500;"682500_151500"
6303;2013-05-24;0;300;3543;2;6087;1528;0;0.2;0;0.39;0;-0.66;2722;2268;0.01;0;28.4;0.3;0;2682500;1151499;682;151;46.51;8.51;682500;151500;"682500_151500"
6303;2013-06-17;0;280;3544;3;6087;1528;0;0.2;0;0.39;0;-0.66;2722;2268;0.01;0;28.4;0.3;0;2682500;1151499;682;151;46.51;8.51;682500;151500;"682500_151500"
6304;2013-06-14;0;245;3464;1;558;1954;0;0;0;0.45;0;0.6;688;0;0.11;0;23.1;0.44;0;2688500;1151499;688;151;46.51;8.59;688500;151500;"688500_151500"
6304;2013-07-13;0;200;3465;2;558;1954;0;0;0;0.45;0;0.6;688;0;0.11;0;23.1;0.44;0;2688500;1151499;688;151;46.51;8.59;688500;151500;"688500_151500"
6305;2015-05-25;0;265;9617;1;569;1854;0;0;0;0.3;0;0.83;3164;0;0.01;81;28.7;0.66;0;2685500;1162499;685;162;46.61;8.55;685500;162500;"685500_162500"
6305;2015-06-06;0;280;9638;2;569;1854;0;0;0;0.3;0;0.83;3164;0;0.01;81;28.7;0.66;0;2685500;1162499;685;162;46.61;8.55;685500;162500;"685500_162500"
6305;2015-06-25;0;280;9650;3;569;1854;0;0;0;0.3;0;0.83;3164;0;0.01;81;28.7;0.66;0;2685500;1162499;685;162;46.61;8.55;685500;162500;"685500_162500"
6306;2013-05-07;0;265;2128;1;7042;1570;0;0.01;0;0.83;0;-0.47;2565;2538;0;0;21.2;0.09;0;2686500;1164499;686;164;46.63;8.57;686500;164500;"686500_164500"
6306;2013-05-28;0;280;2129;2;7042;1570;0;0.01;0;0.83;0;-0.47;2565;2538;0;0;21.2;0.09;0;2686500;1164499;686;164;46.63;8.57;686500;164500;"686500_164500"
6306;2013-06-12;0;270;2130;3;7042;1570;0;0.01;0;0.83;0;-0.47;2565;2538;0;0;21.2;0.09;0;2686500;1164499;686;164;46.63;8.57;686500;164500;"686500_164500"
6307;2013-06-23;0;255;2879;1;611;2176;0;0;0;0.74;0;-0.21;166;1687;0.22;0;24;0.03;0;2689500;1167499;689;167;46.65;8.61;689500;167500;"689500_167500"
6307;2013-07-01;0;235;2885;2;611;2176;0;0;0;0.74;0;-0.21;166;1687;0.22;0;24;0.03;0;2689500;1167499;689;167;46.65;8.61;689500;167500;"689500_167500"
6308;2013-05-09;0;210;2648;1;922;1787;0;0;0;0.63;0;-0.41;2433;2278;0.05;0;27.6;0.28;0;2680500;1177499;680;177;46.74;8.49;680500;177500;"680500_177500"
6308;2013-06-05;0;210;2649;2;922;1787;0;0;0;0.63;0;-0.41;2433;2278;0.05;0;27.6;0.28;0;2680500;1177499;680;177;46.74;8.49;680500;177500;"680500_177500"
6308;2013-06-16;0;225;2650;3;922;1787;0;0;0;0.63;0;-0.41;2433;2278;0.05;0;27.6;0.28;0;2680500;1177499;680;177;46.74;8.49;680500;177500;"680500_177500"
6309;2016-05-06;0;255;12711;1;211;1949;0;0.08;0;0.63;0;-0.74;1839;0;0.03;0;24.4;0.26;39447;2683500;1177499;683;177;46.74;8.53;683500;177500;"683500_177500"
6309;2016-06-06;0;225;12730;2;211;1949;0;0.08;0;0.63;0;-0.74;1839;0;0.03;0;24.4;0.26;39447;2683500;1177499;683;177;46.74;8.53;683500;177500;"683500_177500"
6309;2016-06-18;0;240;12733;3;211;1949;0;0.08;0;0.63;0;-0.74;1839;0;0.03;0;24.4;0.26;39447;2683500;1177499;683;177;46.74;8.53;683500;177500;"683500_177500"
6310;2013-05-02;0;240;2633;1;5802;982;0;0.47;0;0.21;0;0.4;2728;4207;0.01;0;26;0.1;0;2689500;1173499;689;173;46.71;8.61;689500;173500;"689500_173500"
6310;2013-05-18;0;225;2640;2;5802;982;0;0.47;0;0.21;0;0.4;2728;4207;0.01;0;26;0.1;0;2689500;1173499;689;173;46.71;8.61;689500;173500;"689500_173500"
6310;2013-05-30;0;225;2641;3;5802;982;0;0.47;0;0.21;0;0.4;2728;4207;0.01;0;26;0.1;0;2689500;1173499;689;173;46.71;8.61;689500;173500;"689500_173500"
6311;2016-06-22;0;210;12331;1;82;2231;0;0;0.01;0.62;0.01;-0.22;1499;0;0.35;77;25.1;0;6502;2684500;1187499;684;187;46.83;8.55;684500;187500;"684500_187500"
6311;2016-07-17;0;202;12807;2;82;2231;0;0;0.01;0.62;0.01;-0.22;1499;0;0.35;77;25.1;0;6502;2684500;1187499;684;187;46.83;8.55;684500;187500;"684500_187500"
6312;2015-05-25;0;185;8018;1;0;1736;0;0;0;0.78;0;-0.33;803;0;0.01;0;31.9;0.18;0;2686500;1188499;686;188;46.84;8.57;686500;188500;"686500_188500"
6312;2015-06-07;0;225;8316;2;0;1736;0;0;0;0.78;0;-0.33;803;0;0.01;0;31.9;0.18;0;2686500;1188499;686;188;46.84;8.57;686500;188500;"686500_188500"
6312;2015-06-26;0;215;9276;3;0;1736;0;0;0;0.78;0;-0.33;803;0;0.01;0;31.9;0.18;0;2686500;1188499;686;188;46.84;8.57;686500;188500;"686500_188500"
6313;2014-04-21;0;275;3942;1;3366;1215;0;0.49;0;0.36;0;-0.59;1308;23;0.03;0;29.8;0.08;0;2688500;1185499;688;185;46.81;8.6;688500;185500;"688500_185500"
6313;2014-05-18;0;290;4206;2;3366;1215;0;0.49;0;0.36;0;-0.59;1308;23;0.03;0;29.8;0.08;0;2688500;1185499;688;185;46.81;8.6;688500;185500;"688500_185500"
6313;2014-06-07;0;250;4853;3;3366;1215;0;0.49;0;0.36;0;-0.59;1308;23;0.03;0;29.8;0.08;0;2688500;1185499;688;185;46.81;8.6;688500;185500;"688500_185500"
6314;2013-04-26;0;215;928;1;8268;1060;0;0.43;0;0.33;0;-0.19;3541;1976;0.02;0;23.9;0.07;0;2682500;1195499;682;195;46.91;8.52;682500;195500;"682500_195500"
6314;2013-05-01;0;235;929;2;8268;1060;0;0.43;0;0.33;0;-0.19;3541;1976;0.02;0;23.9;0.07;0;2682500;1195499;682;195;46.91;8.52;682500;195500;"682500_195500"
6314;2013-05-28;0;215;930;3;8268;1060;0;0.43;0;0.33;0;-0.19;3541;1976;0.02;0;23.9;0.07;0;2682500;1195499;682;195;46.91;8.52;682500;195500;"682500_195500"
6315;2015-05-13;0;205;9720;1;1050;1624;0;0.01;0;0.93;0;-0.31;1979;649;0.04;0;21.1;0.02;0;2684500;1199499;684;199;46.94;8.55;684500;199500;"684500_199500"
6315;2015-06-04;0;205;9724;2;1050;1624;0;0.01;0;0.93;0;-0.31;1979;649;0.04;0;21.1;0.02;0;2684500;1199499;684;199;46.94;8.55;684500;199500;"684500_199500"
6315;2015-06-18;0;220;9727;3;1050;1624;0;0.01;0;0.93;0;-0.31;1979;649;0.04;0;21.1;0.02;0;2684500;1199499;684;199;46.94;8.55;684500;199500;"684500_199500"
6316;2015-05-13;0;195;9614;1;2604;1477;0;0.3;0;0.63;0;-0.42;5808;0;0;0;24.3;0.06;0;2681500;1208499;681;208;47.02;8.51;681500;208500;"681500_208500"
6316;2015-05-29;1;180;9637;2;2604;1477;0;0.3;0;0.63;0;-0.42;5808;0;0;0;24.3;0.06;0;2681500;1208499;681;208;47.02;8.51;681500;208500;"681500_208500"
6316;2015-06-17;0;180;9648;3;2604;1477;0;0.3;0;0.63;0;-0.42;5808;0;0;0;24.3;0.06;0;2681500;1208499;681;208;47.02;8.51;681500;208500;"681500_208500"
6317;2016-05-11;0;230;12361;1;3802;1200;0;0.47;0;0.49;0;-0.02;3057;1441;0.01;0;23.2;0.01;0;2684500;1207499;684;207;47.01;8.55;684500;207500;"684500_207500"
6317;2016-05-19;0;245;12365;2;3802;1200;0;0.47;0;0.49;0;-0.02;3057;1441;0.01;0;23.2;0.01;0;2684500;1207499;684;207;47.01;8.55;684500;207500;"684500_207500"
6317;2016-06-15;0;215;12367;3;3802;1200;0;0.47;0;0.49;0;-0.02;3057;1441;0.01;0;23.2;0.01;0;2684500;1207499;684;207;47.01;8.55;684500;207500;"684500_207500"
6318;2013-05-04;1;260;2811;1;22653;527;0.03;0.28;0;0.53;0;-0.58;1813;5683;0;0;17.1;0.01;3978;2689500;1207499;689;207;47.01;8.62;689500;207500;"689500_207500"
6318;2013-06-02;1;315;2812;2;22653;527;0.03;0.28;0;0.53;0;-0.58;1813;5683;0;0;17.1;0.01;3978;2689500;1207499;689;207;47.01;8.62;689500;207500;"689500_207500"
6318;2013-06-15;1;280;2813;3;22653;527;0.03;0.28;0;0.53;0;-0.58;1813;5683;0;0;17.1;0.01;3978;2689500;1207499;689;207;47.01;8.62;689500;207500;"689500_207500"
6319;2013-04-25;0;225;1495;1;6362;947;0;0.05;0;0.71;0;-0.08;4495;3398;0;99;7;0.04;216939;2682500;1219499;682;219;47.12;8.53;682500;219500;"682500_219500"
6319;2013-05-14;0;225;1496;2;6362;947;0;0.05;0;0.71;0;-0.08;4495;3398;0;99;7;0.04;216939;2682500;1219499;682;219;47.12;8.53;682500;219500;"682500_219500"
6319;2013-06-07;0;195;1497;3;6362;947;0;0.05;0;0.71;0;-0.08;4495;3398;0;99;7;0.04;216939;2682500;1219499;682;219;47.12;8.53;682500;219500;"682500_219500"
6320;2015-04-16;1;250;8246;1;12509;506;0;0.18;0;0.64;0;0.34;2221;4286;0;201;6.4;0.06;122059;2685500;1210499;685;210;47.04;8.56;685500;210500;"685500_210500"
6320;2015-05-08;1;255;8256;2;12509;506;0;0.18;0;0.64;0;0.34;2221;4286;0;201;6.4;0.06;122059;2685500;1210499;685;210;47.04;8.56;685500;210500;"685500_210500"
6320;2015-05-29;1;225;8267;3;12509;506;0;0.18;0;0.64;0;0.34;2221;4286;0;201;6.4;0.06;122059;2685500;1210499;685;210;47.04;8.56;685500;210500;"685500_210500"
6321;2015-04-22;0;290;9131;1;1769;1209;0;0.44;0;0.49;0;-0.51;2569;1042;0.02;0;21.8;0.03;5268;2688500;1215499;688;215;47.08;8.6;688500;215500;"688500_215500"
6321;2015-05-10;1;285;9146;2;1769;1209;0;0.44;0;0.49;0;-0.51;2569;1042;0.02;0;21.8;0.03;5268;2688500;1215499;688;215;47.08;8.6;688500;215500;"688500_215500"
6321;2015-06-11;0;242;9148;3;1769;1209;0;0.44;0;0.49;0;-0.51;2569;1042;0.02;0;21.8;0.03;5268;2688500;1215499;688;215;47.08;8.6;688500;215500;"688500_215500"
6322;2013-04-18;1;122;921;1;43094;528;0.41;0.13;0;0.25;0;-0.47;870;4379;0;68;4.6;0.04;0;2681500;1229499;681;229;47.21;8.51;681500;229500;"681500_229500"
6322;2013-05-14;1;155;922;2;43094;528;0.41;0.13;0;0.25;0;-0.47;870;4379;0;68;4.6;0.04;0;2681500;1229499;681;229;47.21;8.51;681500;229500;"681500_229500"
6322;2013-05-25;1;147;924;3;43094;528;0.41;0.13;0;0.25;0;-0.47;870;4379;0;68;4.6;0.04;0;2681500;1229499;681;229;47.21;8.51;681500;229500;"681500_229500"
6323;2014-04-16;1;88;4355;1;26712;729;0.02;0;0;0.58;0.18;0.23;1162;4137;0;1553;1.6;0.05;62145;2687500;1220499;687;220;47.13;8.59;687500;220500;"687500_220500"
6323;2014-05-20;1;134;4371;2;26712;729;0.02;0;0;0.58;0.18;0.23;1162;4137;0;1553;1.6;0.05;62145;2687500;1220499;687;220;47.13;8.59;687500;220500;"687500_220500"
6323;2014-05-25;1;118;4940;3;26712;729;0.02;0;0;0.58;0.18;0.23;1162;4137;0;1553;1.6;0.05;62145;2687500;1220499;687;220;47.13;8.59;687500;220500;"687500_220500"
6324;2013-04-24;1;147;937;1;13825;706;0.02;0.01;0;0.93;0;0.21;1531;2606;0;0;9.8;0;51434;2688500;1227499;688;227;47.19;8.61;688500;227500;"688500_227500"
6324;2013-05-16;1;160;938;2;13825;706;0.02;0.01;0;0.93;0;0.21;1531;2606;0;0;9.8;0;51434;2688500;1227499;688;227;47.19;8.61;688500;227500;"688500_227500"
6324;2013-05-26;1;150;939;3;13825;706;0.02;0.01;0;0.93;0;0.21;1531;2606;0;0;9.8;0;51434;2688500;1227499;688;227;47.19;8.61;688500;227500;"688500_227500"
6325;2013-04-14;0;195;1763;1;6016;658;0.22;0.2;0;0.2;0.26;0.03;344;1955;0;1804;5.9;0.01;31344;2680500;1235499;680;235;47.27;8.5;680500;235500;"680500_235500"
6325;2013-05-18;1;200;1764;2;6016;658;0.22;0.2;0;0.2;0.26;0.03;344;1955;0;1804;5.9;0.01;31344;2680500;1235499;680;235;47.27;8.5;680500;235500;"680500_235500"
6325;2013-06-07;0;210;1765;3;6016;658;0.22;0.2;0;0.2;0.26;0.03;344;1955;0;1804;5.9;0.01;31344;2680500;1235499;680;235;47.27;8.5;680500;235500;"680500_235500"
6326;2014-04-15;1;190;5067;1;50795;652;0.29;0.41;0;0.07;0;0.16;1363;4774;0;0;4.9;0.02;0;2689500;1245499;689;245;47.35;8.62;689500;245500;"689500_245500"
6326;2014-05-05;1;210;5126;2;50795;652;0.29;0.41;0;0.07;0;0.16;1363;4774;0;0;4.9;0.02;0;2689500;1245499;689;245;47.35;8.62;689500;245500;"689500_245500"
6326;2014-05-22;1;220;5208;3;50795;652;0.29;0.41;0;0.07;0;0.16;1363;4774;0;0;4.9;0.02;0;2689500;1245499;689;245;47.35;8.62;689500;245500;"689500_245500"
6327;2013-05-08;0;210;1837;1;163263;419;0;0;0;0;0;0.75;88;23230;0;0;1.3;0.32;0;2680500;1247499;680;247;47.37;8.5;680500;247500;"680500_247500"
6327;2013-06-05;0;195;1838;2;163263;419;0;0;0;0;0;0.75;88;23230;0;0;1.3;0.32;0;2680500;1247499;680;247;47.37;8.5;680500;247500;"680500_247500"
6328;2014-04-17;0;210;5066;1;135812;465;0.03;0.15;0;0.13;0;0.08;2315;11069;0;153;6.4;0.08;0;2685500;1245499;685;245;47.35;8.57;685500;245500;"685500_245500"
6328;2014-05-06;1;210;5125;2;135812;465;0.03;0.15;0;0.13;0;0.08;2315;11069;0;153;6.4;0.08;0;2685500;1245499;685;245;47.35;8.57;685500;245500;"685500_245500"
6328;2014-05-25;0;205;5198;3;135812;465;0.03;0.15;0;0.13;0;0.08;2315;11069;0;153;6.4;0.08;0;2685500;1245499;685;245;47.35;8.57;685500;245500;"685500_245500"
6329;2014-04-18;1;180;5024;1;23411;419;0.22;0.34;0;0.08;0;0.19;2906;5866;0;947;0.7;0;106107;2682500;1257499;682;257;47.46;8.53;682500;257500;"682500_257500"
6329;2014-05-20;0;120;5090;2;23411;419;0.22;0.34;0;0.08;0;0.19;2906;5866;0;947;0.7;0;106107;2682500;1257499;682;257;47.46;8.53;682500;257500;"682500_257500"
6329;2014-06-07;1;165;5160;3;23411;419;0.22;0.34;0;0.08;0;0.19;2906;5866;0;947;0.7;0;106107;2682500;1257499;682;257;47.46;8.53;682500;257500;"682500_257500"
6330;2013-04-21;0;160;3623;1;208765;475;0;0;0;0;0.01;0.56;485;22699;0;971;2.6;0.19;0;2683500;1250499;683;250;47.4;8.54;683500;250500;"683500_250500"
6330;2013-05-20;0;180;3624;2;208765;475;0;0;0;0;0.01;0.56;485;22699;0;971;2.6;0.19;0;2683500;1250499;683;250;47.4;8.54;683500;250500;"683500_250500"
6330;2013-06-08;0;195;3625;3;208765;475;0;0;0;0;0.01;0.56;485;22699;0;971;2.6;0.19;0;2683500;1250499;683;250;47.4;8.54;683500;250500;"683500_250500"
6331;2015-04-25;1;135;7653;1;9215;539;0.24;0.35;0;0.24;0.01;-0.26;2259;4022;0;727;8.4;0.04;52173;2689500;1257499;689;257;47.46;8.63;689500;257500;"689500_257500"
6331;2015-05-16;0;150;7950;2;9215;539;0.24;0.35;0;0.24;0.01;-0.26;2259;4022;0;727;8.4;0.04;52173;2689500;1257499;689;257;47.46;8.63;689500;257500;"689500_257500"
6331;2015-05-25;1;165;8094;3;9215;539;0.24;0.35;0;0.24;0.01;-0.26;2259;4022;0;727;8.4;0.04;52173;2689500;1257499;689;257;47.46;8.63;689500;257500;"689500_257500"
6332;2015-04-15;1;230;7590;1;114584;434;0.06;0.34;0;0.01;0;0.1;3250;10428;0;644;0.6;0.08;0;2689500;1251499;689;251;47.41;8.62;689500;251500;"689500_251500"
6332;2015-05-24;1;230;8082;2;114584;434;0.06;0.34;0;0.01;0;0.1;3250;10428;0;644;0.6;0.08;0;2689500;1251499;689;251;47.41;8.62;689500;251500;"689500_251500"
6332;2015-06-08;1;225;9679;3;114584;434;0.06;0.34;0;0.01;0;0.1;3250;10428;0;644;0.6;0.08;0;2689500;1251499;689;251;47.41;8.62;689500;251500;"689500_251500"
6333;2013-04-15;1;165;1022;1;802;429;0.54;0.35;0;0.04;0;0.11;0;2989;0;0;2.3;0.01;0;2681500;1261499;681;261;47.5;8.52;681500;261500;"681500_261500"
6333;2013-05-03;0;150;1023;2;802;429;0.54;0.35;0;0.04;0;0.11;0;2989;0;0;2.3;0.01;0;2681500;1261499;681;261;47.5;8.52;681500;261500;"681500_261500"
6333;2013-05-16;0;180;1024;3;802;429;0.54;0.35;0;0.04;0;0.11;0;2989;0;0;2.3;0.01;0;2681500;1261499;681;261;47.5;8.52;681500;261500;"681500_261500"
6334;2013-04-25;0;260;1230;1;10549;521;0.17;0.35;0;0.35;0;-0.3;559;3172;0;0;15.5;0.03;7811;2685500;1267499;685;267;47.55;8.57;685500;267500;"685500_267500"
